index,fileid,qid,question,origanswer,generatedanswer,correctness
538,2,1071125,Choose the correct order of the events?,1,0,0
539,2,107132,Choose the correct order of the events?,1,0,0
540,2,1071415,Choose the correct order of the events?,0,1,0
541,2,1071524,Choose the correct order of the events?,1,2,0
542,2,10715298,Choose the correct order of the events?,2,3,0
543,2,1071652,Choose the correct order of the events?,1,1,1
544,2,1071743,Choose the correct order of the events?,3,2,0
545,2,10717530,Choose the correct order of the events?,3,1,0
546,2,10717843,Choose the correct order of the events?,3,1,0
547,2,10718190,Choose the correct order of the events?,3,1,0
548,2,10718285,Choose the correct order of the events?,1,0,0
549,2,107241,Choose the correct order of the events?,1,1,1
550,2,1072434,Choose the correct order of the events?,0,0,1
551,2,1072443,Choose the correct order of the events?,0,0,1
552,2,10724466,Choose the correct order of the events?,2,2,1
553,2,10725283,Choose the correct order of the events?,2,1,0
554,2,1072580,Choose the correct order of the events?,3,0,0
555,2,10725,Choose the correct order of the events?,3,2,0
556,2,10726644,Choose the correct order of the events?,3,2,0
557,2,10726944,Choose the correct order of the events?,1,2,0
558,2,1072869,Choose the correct order of the events?,1,3,0
559,2,10728933,Choose the correct order of the events?,1,3,0
560,2,1072922,Choose the correct order of the events?,2,0,0
561,2,10729747,Choose the correct order of the events?,0,3,0
562,2,10729762,Choose the correct order of the events?,1,3,0
563,2,10729769,Choose the correct order of the events?,1,0,0
564,2,10729826,Choose the correct order of the events?,1,2,0
565,2,1073024,Choose the correct order of the events?,2,0,0
566,2,10730335,Choose the correct order of the events?,0,3,0
567,2,10730430,Choose the correct order of the events?,3,3,1
568,2,1073092,Choose the correct order of the events?,3,2,0
569,2,10731194,Choose the correct order of the events?,3,3,1
570,2,10732358,Choose the correct order of the events?,0,2,0
571,2,10732460,Choose the correct order of the events?,2,1,0
572,2,10732551,Choose the correct order of the events?,1,3,0
573,2,10732694,Choose the correct order of the events?,0,0,1
574,2,107339,Choose the correct order of the events?,3,3,1
575,2,10734403,Choose the correct order of the events?,0,1,0
576,2,10734681,Choose the correct order of the events?,0,2,0
577,2,10735515,Choose the correct order of the events?,3,0,0
578,2,10735522,Choose the correct order of the events?,1,0,0
579,2,10735603,Choose the correct order of the events?,0,1,0
580,2,10735830,Choose the correct order of the events?,2,2,1
581,2,107358,Choose the correct order of the events?,1,3,0
582,2,10735961,Choose the correct order of the events?,0,0,1
583,2,1073625,Choose the correct order of the events?,1,2,0
584,2,10736372,Choose the correct order of the events?,3,2,0
585,2,10736863,Choose the correct order of the events?,3,2,0
586,2,1073709,Choose the correct order of the events?,3,0,0
587,2,1073767,Choose the correct order of the events?,1,2,0
588,2,1073777,Choose the correct order of the events?,1,2,0
589,2,107377,Choose the correct order of the events?,1,1,1
590,2,10738036,Choose the correct order of the events?,3,3,1
591,2,1073844,Choose the correct order of the events?,1,2,0
592,2,1073846,Choose the correct order of the events?,0,2,0
593,2,1073847,Choose the correct order of the events?,3,1,0
594,2,1073848,Choose the correct order of the events?,0,0,1
595,2,1073849,Choose the correct order of the events?,3,2,0
596,2,1073850,Choose the correct order of the events?,3,1,0
597,2,1073853,Choose the correct order of the events?,2,2,1
598,2,1073871,Choose the correct order of the events?,0,2,0
599,2,1073919,Choose the correct order of the events?,0,1,0
600,2,10739467,Choose the correct order of the events?,1,3,0
601,2,10740015,Choose the correct order of the events?,1,0,0
602,2,10740507,Choose the correct order of the events?,3,3,1
603,2,10740575,Choose the correct order of the events?,0,1,0
604,2,10740588,Choose the correct order of the events?,0,0,1
605,2,10740780,Choose the correct order of the events?,1,2,0
606,2,107408,Choose the correct order of the events?,3,1,0
607,2,10740946,Choose the correct order of the events?,3,2,0
608,2,1074156,Choose the correct order of the events?,2,0,0
609,2,10741990,Choose the correct order of the events?,2,0,0
610,2,10742117,Choose the correct order of the events?,3,1,0
611,2,10742396,Choose the correct order of the events?,1,3,0
612,2,10742465,Choose the correct order of the events?,0,3,0
613,2,10742483,Choose the correct order of the events?,1,1,1
614,2,10742584,Choose the correct order of the events?,1,2,0
615,2,1074291,Choose the correct order of the events?,1,2,0
616,2,10744019,Choose the correct order of the events?,2,3,0
617,2,10744026,Choose the correct order of the events?,2,1,0
618,2,10744329,Choose the correct order of the events?,2,2,1
619,2,1074620,Choose the correct order of the events?,1,2,0
620,2,1074779,Choose the correct order of the events?,0,1,0
621,2,10747,Choose the correct order of the events?,1,2,0
622,2,1074811,Choose the correct order of the events?,0,0,1
623,2,1074832,Choose the correct order of the events?,1,0,0
624,2,1074853,Choose the correct order of the events?,3,2,0
625,2,10748880,Choose the correct order of the events?,2,1,0
626,2,10748942,Choose the correct order of the events?,0,0,1
627,2,10749127,Choose the correct order of the events?,1,2,0
628,2,10749151,Choose the correct order of the events?,0,2,0
629,2,107500,Choose the correct order of the events?,1,0,0
630,2,1075027,Choose the correct order of the events?,0,1,0
631,2,1075028,Choose the correct order of the events?,0,1,0
632,2,1075029,Choose the correct order of the events?,3,2,0
633,2,1075030,Choose the correct order of the events?,3,3,1
634,2,1075031,Choose the correct order of the events?,0,1,0
635,2,1075033,Choose the correct order of the events?,1,2,0
636,2,1075048,Choose the correct order of the events?,3,3,1
637,2,10750606,Choose the correct order of the events?,0,0,1
638,2,10751008,Choose the correct order of the events?,0,1,0
639,2,10751049,Choose the correct order of the events?,0,0,1
640,2,10751145,Choose the correct order of the events?,2,3,0
641,2,1075182,Choose the correct order of the events?,3,1,0
642,2,107521,Choose the correct order of the events?,3,0,0
643,2,107522,Choose the correct order of the events?,2,3,0
644,2,10752801,Choose the correct order of the events?,3,2,0
645,2,10753358,Choose the correct order of the events?,0,1,0
646,2,10753523,Choose the correct order of the events?,1,0,0
647,2,10753594,Choose the correct order of the events?,1,3,0
648,2,10753663,Choose the correct order of the events?,3,2,0
649,2,10753831,Choose the correct order of the events?,3,2,0
650,2,1075459,Choose the correct order of the events?,2,2,1
651,2,10754874,Choose the correct order of the events?,3,0,0
652,2,1075501,Choose the correct order of the events?,1,0,0
653,2,10755041,Choose the correct order of the events?,0,2,0
654,2,10755690,Choose the correct order of the events?,2,0,0
655,2,10755734,Choose the correct order of the events?,3,2,0
656,2,1075576,Choose the correct order of the events?,3,0,0
657,2,1075579,Choose the correct order of the events?,1,1,1
658,2,10755810,Choose the correct order of the events?,2,3,0
659,2,10756711,Choose the correct order of the events?,0,2,0
660,2,10756734,Choose the correct order of the events?,2,3,0
661,2,10757018,Choose the correct order of the events?,1,1,1
662,2,10757281,Choose the correct order of the events?,0,2,0
663,2,10757496,Choose the correct order of the events?,3,3,1
664,2,10757752,Choose the correct order of the events?,2,3,0
665,2,10757754,Choose the correct order of the events?,0,0,1
666,2,10757823,Choose the correct order of the events?,3,0,0
667,2,107578,Choose the correct order of the events?,1,0,0
668,2,107582,Choose the correct order of the events?,2,0,0
669,2,10758348,Choose the correct order of the events?,0,2,0
670,2,1075878,Choose the correct order of the events?,3,0,0
671,2,1075894,Choose the correct order of the events?,3,3,1
672,2,10759000,Choose the correct order of the events?,0,3,0
673,2,1075970,Choose the correct order of the events?,3,0,0
674,2,1075987,Choose the correct order of the events?,0,0,1
675,2,107598,Choose the correct order of the events?,3,2,0
676,2,1075991,Choose the correct order of the events?,1,3,0
677,2,1075992,Choose the correct order of the events?,1,3,0
678,2,1075995,Choose the correct order of the events?,0,2,0
679,2,1075997,Choose the correct order of the events?,1,1,1
680,2,1075999,Choose the correct order of the events?,2,0,0
681,2,1076000,Choose the correct order of the events?,2,0,0
682,2,10760141,Choose the correct order of the events?,0,2,0
683,2,10760585,Choose the correct order of the events?,1,3,0
684,2,1076158,Choose the correct order of the events?,2,3,0
685,2,1076288,Choose the correct order of the events?,2,0,0
686,2,10763055,Choose the correct order of the events?,3,3,1
687,2,10763071,Choose the correct order of the events?,3,0,0
688,2,10763324,Choose the correct order of the events?,3,1,0
689,2,10763344,Choose the correct order of the events?,1,0,0
690,2,107635,Choose the correct order of the events?,0,1,0
691,2,10763600,Choose the correct order of the events?,3,1,0
692,2,10763804,Choose the correct order of the events?,0,2,0
693,2,1076384,Choose the correct order of the events?,2,3,0
694,2,1076428,Choose the correct order of the events?,3,0,0
695,2,1076429,Choose the correct order of the events?,1,1,1
696,2,10765371,Choose the correct order of the events?,3,0,0
697,2,107654,Choose the correct order of the events?,2,1,0
698,2,10765548,Choose the correct order of the events?,3,3,1
699,2,10765662,Choose the correct order of the events?,1,2,0
700,2,10765761,Choose the correct order of the events?,2,1,0
701,2,1076584,Choose the correct order of the events?,3,2,0
702,2,10765862,Choose the correct order of the events?,0,3,0
703,2,1076642,Choose the correct order of the events?,1,0,0
704,2,10766,Choose the correct order of the events?,0,2,0
705,2,10767163,Choose the correct order of the events?,3,3,1
706,2,10767543,Choose the correct order of the events?,2,1,0
707,2,10767595,Choose the correct order of the events?,2,3,0
708,2,10767707,Choose the correct order of the events?,0,0,1
709,2,10767714,Choose the correct order of the events?,2,1,0
710,2,10767737,Choose the correct order of the events?,3,2,0
711,2,10767744,Choose the correct order of the events?,2,3,0
712,2,10767912,Choose the correct order of the events?,2,0,0
713,2,10767921,Choose the correct order of the events?,2,3,0
714,2,10767931,Choose the correct order of the events?,3,2,0
715,2,10768416,Choose the correct order of the events?,0,2,0
716,2,10769849,Choose the correct order of the events?,3,2,0
717,2,10769861,Choose the correct order of the events?,1,0,0
718,2,10769929,Choose the correct order of the events?,0,1,0
719,2,1076995,Choose the correct order of the events?,3,1,0
720,2,1076996,Choose the correct order of the events?,0,0,1
721,2,1076997,Choose the correct order of the events?,3,1,0
722,2,1076998,Choose the correct order of the events?,3,1,0
723,2,10769,Choose the correct order of the events?,2,3,0
724,2,1077000,Choose the correct order of the events?,1,0,0
725,2,1077002,Choose the correct order of the events?,1,0,0
726,2,1077003,Choose the correct order of the events?,1,2,0
727,2,1077005,Choose the correct order of the events?,3,3,1
728,2,1077008,Choose the correct order of the events?,1,3,0
729,2,10770201,Choose the correct order of the events?,0,2,0
730,2,10770204,Choose the correct order of the events?,3,0,0
731,2,10770325,Choose the correct order of the events?,0,2,0
732,2,1077061,Choose the correct order of the events?,0,0,1
733,2,1077068,Choose the correct order of the events?,2,2,1
734,2,107714,Choose the correct order of the events?,2,0,0
735,2,1077183,Choose the correct order of the events?,1,1,1
736,2,10772102,Choose the correct order of the events?,2,0,0
737,2,107730,Choose the correct order of the events?,3,2,0
738,2,10773207,Choose the correct order of the events?,0,1,0
739,2,10773320,Choose the correct order of the events?,3,3,1
740,2,10773463,Choose the correct order of the events?,0,0,1
741,2,1077507,Choose the correct order of the events?,3,3,1
742,2,10775792,Choose the correct order of the events?,1,0,0
743,2,1077601,Choose the correct order of the events?,3,0,0
744,2,1077702,Choose the correct order of the events?,1,2,0
745,2,10777206,Choose the correct order of the events?,0,2,0
746,2,10777596,Choose the correct order of the events?,2,3,0
747,2,10778023,Choose the correct order of the events?,0,2,0
748,2,10778047,Choose the correct order of the events?,0,0,1
749,2,10778286,Choose the correct order of the events?,3,1,0
750,2,1078068,Choose the correct order of the events?,2,0,0
751,2,10780715,Choose the correct order of the events?,3,0,0
752,2,1078084,Choose the correct order of the events?,3,3,1
753,2,10781261,Choose the correct order of the events?,2,3,0
754,2,10781293,Choose the correct order of the events?,3,0,0
755,2,10781445,Choose the correct order of the events?,0,2,0
756,2,10781534,Choose the correct order of the events?,0,3,0
757,2,10781621,Choose the correct order of the events?,2,1,0
758,2,10781833,Choose the correct order of the events?,3,3,1
759,2,1078339,Choose the correct order of the events?,1,2,0
760,2,1078342,Choose the correct order of the events?,3,0,0
761,2,1078343,Choose the correct order of the events?,3,3,1
762,2,1078344,Choose the correct order of the events?,3,2,0
763,2,1078345,Choose the correct order of the events?,2,2,1
764,2,1078347,Choose the correct order of the events?,2,3,0
765,2,1078348,Choose the correct order of the events?,0,1,0
766,2,1078349,Choose the correct order of the events?,1,1,1
767,2,1078351,Choose the correct order of the events?,0,0,1
768,2,10783633,Choose the correct order of the events?,2,3,0
769,2,1078383,Choose the correct order of the events?,1,2,0
770,2,1078401,Choose the correct order of the events?,3,0,0
771,2,1078478,Choose the correct order of the events?,2,0,0
772,2,10785237,Choose the correct order of the events?,1,0,0
773,2,10785309,Choose the correct order of the events?,0,1,0
774,2,1078539,Choose the correct order of the events?,0,0,1
775,2,10785402,Choose the correct order of the events?,3,0,0
776,2,10785454,Choose the correct order of the events?,2,2,1
777,2,10785456,Choose the correct order of the events?,3,3,1
778,2,10785458,Choose the correct order of the events?,3,3,1
779,2,10785459,Choose the correct order of the events?,3,2,0
780,2,10785462,Choose the correct order of the events?,3,1,0
781,2,10785569,Choose the correct order of the events?,2,3,0
782,2,1078575,Choose the correct order of the events?,2,2,1
783,2,10785881,Choose the correct order of the events?,0,3,0
784,2,1078630,Choose the correct order of the events?,0,0,1
785,2,10786316,Choose the correct order of the events?,3,2,0
786,2,10786360,Choose the correct order of the events?,3,1,0
787,2,1078806,Choose the correct order of the events?,0,1,0
788,2,1078813,Choose the correct order of the events?,1,3,0
789,2,1078842,Choose the correct order of the events?,3,1,0
790,2,1078870,Choose the correct order of the events?,3,1,0
791,2,10789751,Choose the correct order of the events?,2,1,0
792,2,10789808,Choose the correct order of the events?,0,2,0
793,2,1078982,Choose the correct order of the events?,3,3,1
794,2,1079003,Choose the correct order of the events?,3,1,0
795,2,1079005,Choose the correct order of the events?,2,2,1
796,2,10790133,Choose the correct order of the events?,3,1,0
797,2,10791248,Choose the correct order of the events?,1,0,0
798,2,107914,Choose the correct order of the events?,3,2,0
799,2,1079169,Choose the correct order of the events?,2,3,0
800,2,1079259,Choose the correct order of the events?,3,2,0
801,2,1079265,Choose the correct order of the events?,3,1,0
802,2,10794186,Choose the correct order of the events?,2,1,0
803,2,10794189,Choose the correct order of the events?,2,3,0
804,2,1079431,Choose the correct order of the events?,2,0,0
805,2,10794,Choose the correct order of the events?,1,3,0
806,2,10795144,Choose the correct order of the events?,1,0,0
807,2,10795145,Choose the correct order of the events?,1,1,1
808,2,10795223,Choose the correct order of the events?,0,2,0
809,2,107954,Choose the correct order of the events?,3,1,0
810,2,1079550,Choose the correct order of the events?,1,1,1
811,2,10795631,Choose the correct order of the events?,3,1,0
812,2,10795685,Choose the correct order of the events?,1,0,0
813,2,1079596,Choose the correct order of the events?,1,3,0
814,2,10796081,Choose the correct order of the events?,1,1,1
815,2,107960,Choose the correct order of the events?,3,3,1
816,2,10796556,Choose the correct order of the events?,1,2,0
817,2,107969,Choose the correct order of the events?,1,3,0
818,2,107983,Choose the correct order of the events?,2,3,0
819,2,1079925,Choose the correct order of the events?,1,2,0
820,2,107993,Choose the correct order of the events?,2,3,0
821,2,10799440,Choose the correct order of the events?,0,0,1
822,2,10799452,Choose the correct order of the events?,3,2,0
823,2,10799453,Choose the correct order of the events?,3,2,0
824,2,10799454,Choose the correct order of the events?,2,1,0
825,2,10799462,Choose the correct order of the events?,3,0,0
826,2,10799463,Choose the correct order of the events?,3,0,0
827,2,10799466,Choose the correct order of the events?,1,1,1
828,2,10799468,Choose the correct order of the events?,2,1,0
829,2,10799469,Choose the correct order of the events?,3,0,0
830,2,10799472,Choose the correct order of the events?,1,2,0
831,2,10799481,Choose the correct order of the events?,0,1,0
832,2,10799483,Choose the correct order of the events?,3,2,0
833,2,10799484,Choose the correct order of the events?,0,1,0
834,2,10799485,Choose the correct order of the events?,3,1,0
835,2,10799492,Choose the correct order of the events?,2,2,1
836,2,10799494,Choose the correct order of the events?,1,3,0
837,2,1079965,Choose the correct order of the events?,3,2,0
838,2,10799704,Choose the correct order of the events?,3,0,0
839,2,1079987,Choose the correct order of the events?,2,1,0
840,2,10801080,Choose the correct order of the events?,0,2,0
841,2,1080118,Choose the correct order of the events?,3,3,1
842,2,10801304,Choose the correct order of the events?,3,3,1
843,2,108016,Choose the correct order of the events?,0,2,0
844,2,10801760,Choose the correct order of the events?,1,3,0
845,2,10801942,Choose the correct order of the events?,0,1,0
846,2,10801,Choose the correct order of the events?,0,2,0
847,2,1080230,Choose the correct order of the events?,3,2,0
848,2,10802445,Choose the correct order of the events?,2,3,0
849,2,1080321,Choose the correct order of the events?,1,0,0
850,2,10803507,Choose the correct order of the events?,1,2,0
851,2,10803762,Choose the correct order of the events?,0,2,0
852,2,1080379,Choose the correct order of the events?,3,1,0
853,2,1080384,Choose the correct order of the events?,3,1,0
854,2,1080385,Choose the correct order of the events?,3,2,0
855,2,10804066,Choose the correct order of the events?,1,3,0
856,2,10804079,Choose the correct order of the events?,3,0,0
857,2,10804232,Choose the correct order of the events?,3,0,0
858,2,10804284,Choose the correct order of the events?,3,3,1
859,2,10804431,Choose the correct order of the events?,3,3,1
860,2,10804466,Choose the correct order of the events?,2,3,0
861,2,1080483,Choose the correct order of the events?,3,2,0
862,2,1080497,Choose the correct order of the events?,0,0,1
863,2,10806131,Choose the correct order of the events?,0,1,0
864,2,10806377,Choose the correct order of the events?,0,2,0
865,2,10806436,Choose the correct order of the events?,2,1,0
866,2,10806731,Choose the correct order of the events?,3,2,0
867,2,10806754,Choose the correct order of the events?,2,3,0
868,2,10806,Choose the correct order of the events?,2,1,0
869,2,10807040,Choose the correct order of the events?,2,1,0
870,2,10807755,Choose the correct order of the events?,1,2,0
871,2,1080781,Choose the correct order of the events?,1,3,0
872,2,10807829,Choose the correct order of the events?,3,1,0
873,2,10808012,Choose the correct order of the events?,3,2,0
874,2,10808315,Choose the correct order of the events?,2,1,0
875,2,1080832,Choose the correct order of the events?,3,1,0
876,2,10808442,Choose the correct order of the events?,1,1,1
877,2,108086,Choose the correct order of the events?,3,3,1
878,2,10808733,Choose the correct order of the events?,0,2,0
879,2,10808973,Choose the correct order of the events?,3,0,0
880,2,1080934,Choose the correct order of the events?,3,0,0
881,2,10809703,Choose the correct order of the events?,1,2,0
882,2,10809714,Choose the correct order of the events?,0,2,0
883,2,10809782,Choose the correct order of the events?,2,0,0
884,2,10809982,Choose the correct order of the events?,3,1,0
885,2,10810118,Choose the correct order of the events?,1,1,1
886,2,108101,Choose the correct order of the events?,0,3,0
887,2,1081049,Choose the correct order of the events?,2,1,0
888,2,10811227,Choose the correct order of the events?,2,3,0
889,2,10811621,Choose the correct order of the events?,3,3,1
890,2,10811681,Choose the correct order of the events?,3,1,0
891,2,10812296,Choose the correct order of the events?,2,3,0
892,2,10812386,Choose the correct order of the events?,0,2,0
893,2,1081292,Choose the correct order of the events?,3,0,0
894,2,10812,Choose the correct order of the events?,3,1,0
895,2,1081343,Choose the correct order of the events?,1,1,1
896,2,10813890,Choose the correct order of the events?,0,0,1
897,2,10813,Choose the correct order of the events?,0,2,0
898,2,1081407,Choose the correct order of the events?,0,2,0
899,2,10814938,Choose the correct order of the events?,1,0,0
900,2,10814940,Choose the correct order of the events?,1,0,0
901,2,10814942,Choose the correct order of the events?,2,2,1
902,2,10814943,Choose the correct order of the events?,3,2,0
903,2,10814944,Choose the correct order of the events?,3,1,0
904,2,10814947,Choose the correct order of the events?,3,2,0
905,2,10814951,Choose the correct order of the events?,1,3,0
906,2,10814966,Choose the correct order of the events?,3,1,0
907,2,10814967,Choose the correct order of the events?,3,2,0
908,2,1081549,Choose the correct order of the events?,2,1,0
909,2,1081633,Choose the correct order of the events?,2,3,0
910,2,1081644,Choose the correct order of the events?,3,1,0
911,2,10816475,Choose the correct order of the events?,3,2,0
912,2,10816476,Choose the correct order of the events?,3,3,1
913,2,10816478,Choose the correct order of the events?,2,1,0
914,2,10816485,Choose the correct order of the events?,3,1,0
915,2,10816487,Choose the correct order of the events?,3,0,0
916,2,10816491,Choose the correct order of the events?,1,1,1
917,2,10816497,Choose the correct order of the events?,3,2,0
918,2,10816947,Choose the correct order of the events?,0,1,0
919,2,10816,Choose the correct order of the events?,3,0,0
920,2,1081738,Choose the correct order of the events?,3,3,1
921,2,10817731,Choose the correct order of the events?,1,1,1
922,2,1081776,Choose the correct order of the events?,3,2,0
923,2,10818048,Choose the correct order of the events?,1,1,1
924,2,10818222,Choose the correct order of the events?,2,2,1
925,2,10818277,Choose the correct order of the events?,2,0,0
926,2,10818305,Choose the correct order of the events?,2,3,0
927,2,10818347,Choose the correct order of the events?,0,1,0
928,2,10818678,Choose the correct order of the events?,1,0,0
929,2,10818732,Choose the correct order of the events?,3,1,0
930,2,108188,Choose the correct order of the events?,3,0,0
931,2,1081908,Choose the correct order of the events?,3,3,1
932,2,108190,Choose the correct order of the events?,2,3,0
933,2,10820634,Choose the correct order of the events?,1,0,0
934,2,10820808,Choose the correct order of the events?,3,2,0
935,2,10820988,Choose the correct order of the events?,3,1,0
936,2,10821072,Choose the correct order of the events?,0,2,0
937,2,1082122,Choose the correct order of the events?,0,3,0
938,2,1082123,Choose the correct order of the events?,3,3,1
939,2,1082125,Choose the correct order of the events?,3,0,0
940,2,1082127,Choose the correct order of the events?,1,2,0
941,2,1082128,Choose the correct order of the events?,0,1,0
942,2,1082129,Choose the correct order of the events?,0,2,0
943,2,1082130,Choose the correct order of the events?,1,1,1
944,2,1082131,Choose the correct order of the events?,2,1,0
945,2,1082182,Choose the correct order of the events?,2,0,0
946,2,1082266,Choose the correct order of the events?,3,0,0
947,2,10823254,Choose the correct order of the events?,1,3,0
948,2,10823557,Choose the correct order of the events?,2,1,0
949,2,108236,Choose the correct order of the events?,1,3,0
950,2,10824314,Choose the correct order of the events?,2,0,0
951,2,10824416,Choose the correct order of the events?,2,1,0
952,2,10824583,Choose the correct order of the events?,3,1,0
953,2,10824904,Choose the correct order of the events?,0,0,1
954,2,10824911,Choose the correct order of the events?,2,2,1
955,2,1082494,Choose the correct order of the events?,0,0,1
956,2,10824969,Choose the correct order of the events?,2,1,0
957,2,10825439,Choose the correct order of the events?,3,0,0
958,2,1082596,Choose the correct order of the events?,0,1,0
959,2,10826377,Choose the correct order of the events?,1,0,0
960,2,108265,Choose the correct order of the events?,3,1,0
961,2,10826604,Choose the correct order of the events?,2,1,0
962,2,1082660,Choose the correct order of the events?,2,3,0
963,2,10826841,Choose the correct order of the events?,3,1,0
964,2,1082692,Choose the correct order of the events?,2,2,1
965,2,10826954,Choose the correct order of the events?,0,3,0
966,2,1082705,Choose the correct order of the events?,1,3,0
967,2,10828392,Choose the correct order of the events?,3,3,1
968,2,10828709,Choose the correct order of the events?,0,3,0
969,2,10828854,Choose the correct order of the events?,1,1,1
970,2,10829036,Choose the correct order of the events?,1,0,0
971,2,10829456,Choose the correct order of the events?,3,1,0
972,2,10830063,Choose the correct order of the events?,1,1,1
973,2,10830077,Choose the correct order of the events?,0,3,0
974,2,10830085,Choose the correct order of the events?,2,2,1
975,2,10831305,Choose the correct order of the events?,3,3,1
976,2,1083154,Choose the correct order of the events?,1,1,1
977,2,1083155,Choose the correct order of the events?,2,3,0
978,2,1083156,Choose the correct order of the events?,3,0,0
979,2,1083160,Choose the correct order of the events?,3,2,0
980,2,10831742,Choose the correct order of the events?,3,0,0
981,2,1083229,Choose the correct order of the events?,0,2,0
982,2,10832861,Choose the correct order of the events?,1,2,0
983,2,1083349,Choose the correct order of the events?,1,0,0
984,2,1083350,Choose the correct order of the events?,0,3,0
985,2,1083351,Choose the correct order of the events?,1,0,0
986,2,108335,Choose the correct order of the events?,3,1,0
987,2,10833698,Choose the correct order of the events?,2,3,0
988,2,10833730,Choose the correct order of the events?,0,3,0
989,2,10834009,Choose the correct order of the events?,2,2,1
990,2,10834015,Choose the correct order of the events?,1,0,0
991,2,10834017,Choose the correct order of the events?,3,0,0
992,2,10834018,Choose the correct order of the events?,3,1,0
993,2,10834021,Choose the correct order of the events?,1,1,1
994,2,10834026,Choose the correct order of the events?,3,1,0
995,2,10834030,Choose the correct order of the events?,2,0,0
996,2,10834037,Choose the correct order of the events?,3,2,0
997,2,10834039,Choose the correct order of the events?,2,3,0
998,2,10834042,Choose the correct order of the events?,0,0,1
999,2,10834052,Choose the correct order of the events?,3,1,0
1000,2,10834119,Choose the correct order of the events?,2,1,0
1001,2,10834123,Choose the correct order of the events?,0,3,0
1002,2,10834131,Choose the correct order of the events?,2,3,0
1003,2,10834269,Choose the correct order of the events?,0,3,0
1004,2,10834274,Choose the correct order of the events?,3,0,0
1005,2,10834413,Choose the correct order of the events?,0,2,0
1006,2,10834470,Choose the correct order of the events?,1,3,0
1007,2,10834472,Choose the correct order of the events?,3,1,0
1008,2,10834477,Choose the correct order of the events?,1,0,0
1009,2,10834489,Choose the correct order of the events?,1,0,0
1010,2,10834589,Choose the correct order of the events?,3,1,0
1011,2,10834649,Choose the correct order of the events?,2,3,0
1012,2,10834652,Choose the correct order of the events?,1,3,0
1013,2,10834912,Choose the correct order of the events?,1,3,0
1014,2,10835002,Choose the correct order of the events?,0,1,0
1015,2,1083569,Choose the correct order of the events?,1,3,0
1016,2,1083621,Choose the correct order of the events?,3,0,0
1017,2,10836278,Choose the correct order of the events?,2,1,0
1018,2,10836518,Choose the correct order of the events?,2,0,0
1019,2,1083651,Choose the correct order of the events?,1,1,1
1020,2,10836528,Choose the correct order of the events?,2,2,1
1021,2,10836560,Choose the correct order of the events?,1,1,1
1022,2,10836633,Choose the correct order of the events?,3,0,0
1023,2,10836656,Choose the correct order of the events?,2,0,0
1024,2,1083683,Choose the correct order of the events?,0,0,1
1025,2,10836878,Choose the correct order of the events?,1,0,0
1026,2,10836906,Choose the correct order of the events?,3,0,0
1027,2,1083691,Choose the correct order of the events?,0,1,0
1028,2,10836967,Choose the correct order of the events?,0,2,0
1029,2,10837251,Choose the correct order of the events?,3,1,0
1030,2,10838335,Choose the correct order of the events?,2,2,1
1031,2,10838572,Choose the correct order of the events?,0,0,1
1032,2,10838782,Choose the correct order of the events?,2,1,0
1033,2,10838784,Choose the correct order of the events?,0,3,0
1034,2,10838,Choose the correct order of the events?,1,3,0
1035,2,10839034,Choose the correct order of the events?,3,1,0
1036,2,10839103,Choose the correct order of the events?,2,1,0
1037,2,1083910,Choose the correct order of the events?,2,0,0
1038,2,10839330,Choose the correct order of the events?,2,2,1
1039,2,10839374,Choose the correct order of the events?,2,1,0
1040,2,10839607,Choose the correct order of the events?,0,2,0
1041,2,10839844,Choose the correct order of the events?,3,0,0
1042,2,10841030,Choose the correct order of the events?,1,2,0
1043,2,10841156,Choose the correct order of the events?,2,1,0
1044,2,10841359,Choose the correct order of the events?,2,0,0
1045,2,10841713,Choose the correct order of the events?,3,1,0
1046,2,10841793,Choose the correct order of the events?,2,2,1
1047,2,10841971,Choose the correct order of the events?,0,3,0
1048,2,10841975,Choose the correct order of the events?,3,0,0
1049,2,10842046,Choose the correct order of the events?,0,3,0
1050,2,108432,Choose the correct order of the events?,3,2,0
1051,2,108433,Choose the correct order of the events?,3,0,0
1052,2,10843507,Choose the correct order of the events?,0,2,0
1053,2,10843587,Choose the correct order of the events?,3,1,0
1054,2,10843612,Choose the correct order of the events?,3,0,0
1055,2,10843759,Choose the correct order of the events?,0,1,0
1056,2,10843879,Choose the correct order of the events?,0,1,0
1057,2,10843944,Choose the correct order of the events?,3,1,0
1058,2,10844150,Choose the correct order of the events?,1,0,0
1059,2,10844304,Choose the correct order of the events?,1,0,0
1060,2,1084437,Choose the correct order of the events?,0,2,0
1061,2,10844401,Choose the correct order of the events?,0,3,0
1062,2,10845421,Choose the correct order of the events?,2,2,1
1063,2,10845499,Choose the correct order of the events?,1,3,0
1064,2,1084554,Choose the correct order of the events?,0,3,0
1065,2,10846104,Choose the correct order of the events?,1,0,0
1066,2,1084612,Choose the correct order of the events?,3,1,0
1067,2,1084621,Choose the correct order of the events?,1,1,1
1068,2,108465,Choose the correct order of the events?,1,2,0
1069,2,10846821,Choose the correct order of the events?,2,1,0
1070,2,10847037,Choose the correct order of the events?,2,0,0
1071,2,10847245,Choose the correct order of the events?,3,1,0
1072,2,10847290,Choose the correct order of the events?,3,1,0
1073,2,108473,Choose the correct order of the events?,2,2,1
