index,fileid,qid,question,origanswer,generatedanswer,correctness
1166,8,162297,Choose the correct order of the events?,3,0,0
1167,8,162305,Choose the correct order of the events?,2,3,0
1168,8,162318,Choose the correct order of the events?,1,0,0
1169,8,1623332,Choose the correct order of the events?,2,2,1
1170,8,1623333,Choose the correct order of the events?,0,1,0
1171,8,1623389,Choose the correct order of the events?,3,2,0
1172,8,1623390,Choose the correct order of the events?,3,0,0
1173,8,1623399,Choose the correct order of the events?,2,0,0
1174,8,162344,Choose the correct order of the events?,0,1,0
1175,8,1623492,Choose the correct order of the events?,2,1,0
1176,8,16234,Choose the correct order of the events?,2,3,0
1177,8,1623585,Choose the correct order of the events?,0,2,0
1178,8,1623697,Choose the correct order of the events?,0,0,1
1179,8,1623698,Choose the correct order of the events?,1,3,0
1180,8,1623701,Choose the correct order of the events?,0,2,0
1181,8,1623740,Choose the correct order of the events?,0,0,1
1182,8,1623777,Choose the correct order of the events?,1,3,0
1183,8,1623778,Choose the correct order of the events?,2,3,0
1184,8,1623801,Choose the correct order of the events?,0,3,0
1185,8,1623855,Choose the correct order of the events?,0,1,0
1186,8,1623880,Choose the correct order of the events?,3,3,1
1187,8,1623942,Choose the correct order of the events?,1,0,0
1188,8,1623966,Choose the correct order of the events?,2,2,1
1189,8,1623,Choose the correct order of the events?,1,1,1
1190,8,16240,Choose the correct order of the events?,3,1,0
1191,8,1624209,Choose the correct order of the events?,2,3,0
1192,8,1624233,Choose the correct order of the events?,0,1,0
1193,8,1624236,Choose the correct order of the events?,3,2,0
1194,8,1624264,Choose the correct order of the events?,0,1,0
1195,8,1624266,Choose the correct order of the events?,3,0,0
1196,8,1624282,Choose the correct order of the events?,3,3,1
1197,8,1624325,Choose the correct order of the events?,3,2,0
1198,8,1624361,Choose the correct order of the events?,1,3,0
1199,8,1624368,Choose the correct order of the events?,2,1,0
1200,8,1624419,Choose the correct order of the events?,3,0,0
1201,8,1624443,Choose the correct order of the events?,1,3,0
1202,8,1624454,Choose the correct order of the events?,1,3,0
1203,8,1624567,Choose the correct order of the events?,1,0,0
1204,8,1624710,Choose the correct order of the events?,2,3,0
1205,8,1624711,Choose the correct order of the events?,2,1,0
1206,8,1624802,Choose the correct order of the events?,2,3,0
1207,8,1624833,Choose the correct order of the events?,0,1,0
1208,8,1624858,Choose the correct order of the events?,3,1,0
1209,8,1624859,Choose the correct order of the events?,2,2,1
1210,8,1624919,Choose the correct order of the events?,3,1,0
1211,8,1624925,Choose the correct order of the events?,3,3,1
1212,8,1624929,Choose the correct order of the events?,1,0,0
1213,8,162496,Choose the correct order of the events?,0,2,0
1214,8,1624999,Choose the correct order of the events?,3,3,1
1215,8,1625005,Choose the correct order of the events?,1,0,0
1216,8,1625006,Choose the correct order of the events?,3,1,0
1217,8,1625038,Choose the correct order of the events?,0,0,1
1218,8,1625047,Choose the correct order of the events?,1,3,0
1219,8,1625048,Choose the correct order of the events?,3,1,0
1220,8,1625079,Choose the correct order of the events?,1,1,1
1221,8,1625111,Choose the correct order of the events?,1,3,0
1222,8,1625175,Choose the correct order of the events?,2,3,0
1223,8,1625189,Choose the correct order of the events?,1,3,0
1224,8,1625198,Choose the correct order of the events?,1,3,0
1225,8,1625200,Choose the correct order of the events?,2,1,0
1226,8,1625210,Choose the correct order of the events?,3,0,0
1227,8,1625211,Choose the correct order of the events?,2,3,0
1228,8,1625268,Choose the correct order of the events?,3,0,0
1229,8,1625324,Choose the correct order of the events?,3,0,0
1230,8,1625409,Choose the correct order of the events?,3,0,0
1231,8,1625552,Choose the correct order of the events?,1,1,1
1232,8,1625686,Choose the correct order of the events?,0,2,0
1233,8,1625691,Choose the correct order of the events?,3,2,0
1234,8,1625760,Choose the correct order of the events?,2,0,0
1235,8,1625785,Choose the correct order of the events?,2,1,0
1236,8,1625804,Choose the correct order of the events?,2,1,0
1237,8,1625807,Choose the correct order of the events?,0,1,0
1238,8,1625834,Choose the correct order of the events?,3,2,0
1239,8,1625849,Choose the correct order of the events?,1,3,0
1240,8,1625908,Choose the correct order of the events?,0,0,1
1241,8,1625913,Choose the correct order of the events?,1,3,0
1242,8,1625987,Choose the correct order of the events?,3,2,0
1243,8,1625988,Choose the correct order of the events?,0,0,1
1244,8,16259,Choose the correct order of the events?,1,2,0
1245,8,1626029,Choose the correct order of the events?,2,0,0
1246,8,1626039,Choose the correct order of the events?,0,3,0
1247,8,1626043,Choose the correct order of the events?,2,0,0
1248,8,1626170,Choose the correct order of the events?,2,0,0
1249,8,16261,Choose the correct order of the events?,3,2,0
1250,8,1626228,Choose the correct order of the events?,3,3,1
1251,8,1626275,Choose the correct order of the events?,2,1,0
1252,8,1626276,Choose the correct order of the events?,3,1,0
1253,8,1626365,Choose the correct order of the events?,3,0,0
1254,8,1626367,Choose the correct order of the events?,3,0,0
1255,8,1626385,Choose the correct order of the events?,0,2,0
1256,8,1626422,Choose the correct order of the events?,3,1,0
1257,8,1626440,Choose the correct order of the events?,1,1,1
1258,8,1626441,Choose the correct order of the events?,3,1,0
1259,8,1626493,Choose the correct order of the events?,0,1,0
1260,8,1626508,Choose the correct order of the events?,1,2,0
1261,8,1626560,Choose the correct order of the events?,3,1,0
1262,8,1626630,Choose the correct order of the events?,2,1,0
1263,8,1626668,Choose the correct order of the events?,2,1,0
1264,8,1626681,Choose the correct order of the events?,3,3,1
1265,8,1626695,Choose the correct order of the events?,2,3,0
1266,8,1626740,Choose the correct order of the events?,1,2,0
1267,8,1626741,Choose the correct order of the events?,0,3,0
1268,8,1626787,Choose the correct order of the events?,3,0,0
1269,8,1626900,Choose the correct order of the events?,3,2,0
1270,8,1626902,Choose the correct order of the events?,1,3,0
1271,8,1626934,Choose the correct order of the events?,0,2,0
1272,8,162693,Choose the correct order of the events?,1,3,0
1273,8,1626986,Choose the correct order of the events?,1,0,0
1274,8,1626987,Choose the correct order of the events?,0,1,0
1275,8,1627089,Choose the correct order of the events?,3,0,0
1276,8,1627135,Choose the correct order of the events?,0,2,0
1277,8,1627155,Choose the correct order of the events?,2,1,0
1278,8,1627175,Choose the correct order of the events?,3,0,0
1279,8,1627315,Choose the correct order of the events?,0,2,0
1280,8,1627394,Choose the correct order of the events?,1,3,0
1281,8,1627495,Choose the correct order of the events?,3,1,0
1282,8,1627533,Choose the correct order of the events?,2,2,1
1283,8,1627534,Choose the correct order of the events?,0,2,0
1284,8,16275,Choose the correct order of the events?,0,0,1
1285,8,1627728,Choose the correct order of the events?,3,1,0
1286,8,1627778,Choose the correct order of the events?,3,1,0
1287,8,162784,Choose the correct order of the events?,2,3,0
1288,8,1627959,Choose the correct order of the events?,3,2,0
1289,8,1627990,Choose the correct order of the events?,0,1,0
1290,8,16279,Choose the correct order of the events?,1,0,0
1291,8,1627,Choose the correct order of the events?,0,3,0
1292,8,1628031,Choose the correct order of the events?,3,3,1
1293,8,162808,Choose the correct order of the events?,3,0,0
1294,8,1628182,Choose the correct order of the events?,3,1,0
1295,8,16281,Choose the correct order of the events?,1,2,0
1296,8,162822,Choose the correct order of the events?,0,0,1
1297,8,1628277,Choose the correct order of the events?,2,2,1
1298,8,162828,Choose the correct order of the events?,0,0,1
1299,8,1628326,Choose the correct order of the events?,3,1,0
1300,8,1628327,Choose the correct order of the events?,3,3,1
1301,8,1628328,Choose the correct order of the events?,0,3,0
1302,8,162834,Choose the correct order of the events?,1,3,0
1303,8,1628356,Choose the correct order of the events?,3,1,0
1304,8,1628357,Choose the correct order of the events?,0,1,0
1305,8,162838,Choose the correct order of the events?,1,3,0
1306,8,1628398,Choose the correct order of the events?,2,0,0
1307,8,1628407,Choose the correct order of the events?,2,1,0
1308,8,1628499,Choose the correct order of the events?,2,3,0
1309,8,1628545,Choose the correct order of the events?,3,2,0
1310,8,1628557,Choose the correct order of the events?,2,2,1
1311,8,1628559,Choose the correct order of the events?,0,2,0
1312,8,1628565,Choose the correct order of the events?,0,1,0
1313,8,1628572,Choose the correct order of the events?,2,0,0
1314,8,1628581,Choose the correct order of the events?,3,3,1
1315,8,1628582,Choose the correct order of the events?,1,0,0
1316,8,1628583,Choose the correct order of the events?,0,3,0
1317,8,1628593,Choose the correct order of the events?,3,1,0
1318,8,1628599,Choose the correct order of the events?,3,3,1
1319,8,1628603,Choose the correct order of the events?,1,2,0
1320,8,1628623,Choose the correct order of the events?,0,1,0
1321,8,1628788,Choose the correct order of the events?,0,3,0
1322,8,1628829,Choose the correct order of the events?,2,2,1
1323,8,1628841,Choose the correct order of the events?,3,3,1
1324,8,1628848,Choose the correct order of the events?,2,3,0
1325,8,1628851,Choose the correct order of the events?,3,0,0
1326,8,1628858,Choose the correct order of the events?,0,2,0
1327,8,1628894,Choose the correct order of the events?,3,2,0
1328,8,1628906,Choose the correct order of the events?,0,0,1
1329,8,1628924,Choose the correct order of the events?,0,3,0
1330,8,1629016,Choose the correct order of the events?,0,3,0
1331,8,1629330,Choose the correct order of the events?,2,3,0
1332,8,1629390,Choose the correct order of the events?,1,3,0
1333,8,1629508,Choose the correct order of the events?,3,1,0
1334,8,1629531,Choose the correct order of the events?,3,2,0
1335,8,16295,Choose the correct order of the events?,2,0,0
1336,8,1629654,Choose the correct order of the events?,3,0,0
1337,8,1629673,Choose the correct order of the events?,1,1,1
1338,8,1629857,Choose the correct order of the events?,3,0,0
1339,8,162995,Choose the correct order of the events?,1,0,0
1340,8,1630555,Choose the correct order of the events?,2,3,0
1341,8,1630644,Choose the correct order of the events?,0,2,0
1342,8,1630825,Choose the correct order of the events?,3,3,1
1343,8,1630867,Choose the correct order of the events?,2,1,0
1344,8,1630876,Choose the correct order of the events?,3,0,0
1345,8,1630902,Choose the correct order of the events?,2,2,1
1346,8,163120,Choose the correct order of the events?,0,1,0
1347,8,163125,Choose the correct order of the events?,3,1,0
1348,8,1631370,Choose the correct order of the events?,2,0,0
1349,8,1631425,Choose the correct order of the events?,2,1,0
1350,8,1631426,Choose the correct order of the events?,3,0,0
1351,8,1631550,Choose the correct order of the events?,2,3,0
1352,8,1631551,Choose the correct order of the events?,1,0,0
1353,8,1631609,Choose the correct order of the events?,0,0,1
1354,8,1631651,Choose the correct order of the events?,2,2,1
1355,8,163168,Choose the correct order of the events?,1,2,0
1356,8,1631737,Choose the correct order of the events?,3,1,0
1357,8,1631738,Choose the correct order of the events?,3,0,0
1358,8,1631759,Choose the correct order of the events?,3,0,0
1359,8,1631794,Choose the correct order of the events?,0,3,0
1360,8,1631813,Choose the correct order of the events?,3,2,0
1361,8,1631832,Choose the correct order of the events?,0,3,0
1362,8,1631851,Choose the correct order of the events?,3,2,0
1363,8,1631915,Choose the correct order of the events?,0,2,0
1364,8,1631947,Choose the correct order of the events?,3,2,0
1365,8,163196,Choose the correct order of the events?,1,2,0
1366,8,1631,Choose the correct order of the events?,3,1,0
1367,8,1632001,Choose the correct order of the events?,1,2,0
1368,8,1632016,Choose the correct order of the events?,2,2,1
1369,8,1632043,Choose the correct order of the events?,2,0,0
1370,8,1632100,Choose the correct order of the events?,2,2,1
1371,8,1632155,Choose the correct order of the events?,2,0,0
1372,8,1632156,Choose the correct order of the events?,3,0,0
1373,8,1632167,Choose the correct order of the events?,1,3,0
1374,8,1632171,Choose the correct order of the events?,2,0,0
1375,8,1632185,Choose the correct order of the events?,1,1,1
1376,8,1632549,Choose the correct order of the events?,3,0,0
1377,8,1632584,Choose the correct order of the events?,3,0,0
1378,8,1632590,Choose the correct order of the events?,3,3,1
1379,8,1632653,Choose the correct order of the events?,1,1,1
1380,8,1632697,Choose the correct order of the events?,2,0,0
1381,8,163278,Choose the correct order of the events?,1,3,0
1382,8,1632800,Choose the correct order of the events?,2,3,0
1383,8,1632841,Choose the correct order of the events?,0,0,1
1384,8,1632906,Choose the correct order of the events?,2,3,0
1385,8,1632980,Choose the correct order of the events?,3,1,0
1386,8,163299,Choose the correct order of the events?,3,1,0
1387,8,1632,Choose the correct order of the events?,2,3,0
1388,8,163304,Choose the correct order of the events?,0,2,0
1389,8,1633167,Choose the correct order of the events?,1,0,0
1390,8,1633179,Choose the correct order of the events?,1,3,0
1391,8,163318,Choose the correct order of the events?,3,0,0
1392,8,1633243,Choose the correct order of the events?,1,0,0
1393,8,1633251,Choose the correct order of the events?,3,0,0
1394,8,1633252,Choose the correct order of the events?,3,1,0
1395,8,163325,Choose the correct order of the events?,1,1,1
1396,8,1633272,Choose the correct order of the events?,1,1,1
1397,8,1633288,Choose the correct order of the events?,0,0,1
1398,8,1633340,Choose the correct order of the events?,2,2,1
1399,8,1633341,Choose the correct order of the events?,0,3,0
1400,8,163340,Choose the correct order of the events?,1,3,0
1401,8,1633541,Choose the correct order of the events?,2,3,0
1402,8,1633542,Choose the correct order of the events?,1,0,0
1403,8,1633568,Choose the correct order of the events?,0,1,0
1404,8,1633601,Choose the correct order of the events?,3,2,0
1405,8,1633615,Choose the correct order of the events?,1,0,0
1406,8,1633661,Choose the correct order of the events?,1,1,1
1407,8,1633662,Choose the correct order of the events?,1,3,0
1408,8,1633830,Choose the correct order of the events?,0,0,1
1409,8,1633895,Choose the correct order of the events?,2,2,1
1410,8,1633953,Choose the correct order of the events?,3,2,0
1411,8,1633955,Choose the correct order of the events?,3,3,1
1412,8,1633956,Choose the correct order of the events?,1,3,0
1413,8,1633984,Choose the correct order of the events?,1,2,0
1414,8,1634080,Choose the correct order of the events?,2,2,1
1415,8,163415,Choose the correct order of the events?,2,2,1
1416,8,1634206,Choose the correct order of the events?,3,2,0
1417,8,1634247,Choose the correct order of the events?,0,1,0
1418,8,1634248,Choose the correct order of the events?,3,2,0
1419,8,1634265,Choose the correct order of the events?,2,2,1
1420,8,1634679,Choose the correct order of the events?,3,0,0
1421,8,1634733,Choose the correct order of the events?,3,3,1
1422,8,1634758,Choose the correct order of the events?,0,2,0
1423,8,163475,Choose the correct order of the events?,0,3,0
1424,8,163477,Choose the correct order of the events?,2,2,1
1425,8,1634833,Choose the correct order of the events?,3,2,0
1426,8,1634863,Choose the correct order of the events?,2,0,0
1427,8,1634895,Choose the correct order of the events?,2,0,0
1428,8,163494,Choose the correct order of the events?,0,2,0
1429,8,1634961,Choose the correct order of the events?,2,1,0
1430,8,1634995,Choose the correct order of the events?,1,0,0
1431,8,1635155,Choose the correct order of the events?,0,1,0
1432,8,1635156,Choose the correct order of the events?,0,1,0
1433,8,1635169,Choose the correct order of the events?,3,0,0
1434,8,1635171,Choose the correct order of the events?,1,2,0
1435,8,1635197,Choose the correct order of the events?,1,2,0
1436,8,1635223,Choose the correct order of the events?,1,1,1
1437,8,1635284,Choose the correct order of the events?,3,2,0
1438,8,1635287,Choose the correct order of the events?,3,1,0
1439,8,1635318,Choose the correct order of the events?,2,3,0
1440,8,1635377,Choose the correct order of the events?,3,0,0
1441,8,1635451,Choose the correct order of the events?,2,1,0
1442,8,163552,Choose the correct order of the events?,0,1,0
1443,8,163553,Choose the correct order of the events?,2,3,0
1444,8,1635690,Choose the correct order of the events?,3,3,1
1445,8,1635726,Choose the correct order of the events?,3,2,0
1446,8,1635744,Choose the correct order of the events?,0,2,0
1447,8,1635767,Choose the correct order of the events?,2,1,0
1448,8,1635951,Choose the correct order of the events?,0,0,1
1449,8,1636122,Choose the correct order of the events?,2,2,1
1450,8,1636445,Choose the correct order of the events?,3,0,0
1451,8,163646,Choose the correct order of the events?,2,3,0
1452,8,1636596,Choose the correct order of the events?,1,2,0
1453,8,1636602,Choose the correct order of the events?,3,3,1
1454,8,1636952,Choose the correct order of the events?,1,3,0
1455,8,1637079,Choose the correct order of the events?,2,1,0
1456,8,163719,Choose the correct order of the events?,2,0,0
1457,8,163721,Choose the correct order of the events?,2,3,0
1458,8,1637342,Choose the correct order of the events?,3,2,0
1459,8,1637662,Choose the correct order of the events?,3,1,0
1460,8,163769,Choose the correct order of the events?,0,1,0
1461,8,1637760,Choose the correct order of the events?,0,2,0
1462,8,1637839,Choose the correct order of the events?,2,3,0
1463,8,163784,Choose the correct order of the events?,3,0,0
1464,8,163787,Choose the correct order of the events?,2,0,0
1465,8,163796,Choose the correct order of the events?,1,2,0
1466,8,1638198,Choose the correct order of the events?,0,0,1
1467,8,1638785,Choose the correct order of the events?,0,2,0
1468,8,1638792,Choose the correct order of the events?,1,1,1
1469,8,163894,Choose the correct order of the events?,2,0,0
1470,8,1638979,Choose the correct order of the events?,2,1,0
1471,8,163917,Choose the correct order of the events?,1,1,1
1472,8,163925,Choose the correct order of the events?,3,3,1
1473,8,1639284,Choose the correct order of the events?,2,1,0
1474,8,1639323,Choose the correct order of the events?,0,3,0
1475,8,1639330,Choose the correct order of the events?,3,1,0
1476,8,1639396,Choose the correct order of the events?,3,2,0
1477,8,1639420,Choose the correct order of the events?,2,0,0
1478,8,1639613,Choose the correct order of the events?,3,0,0
1479,8,1639615,Choose the correct order of the events?,0,3,0
1480,8,1639633,Choose the correct order of the events?,1,3,0
1481,8,1639671,Choose the correct order of the events?,2,3,0
1482,8,163980,Choose the correct order of the events?,1,3,0
1483,8,1639811,Choose the correct order of the events?,0,0,1
1484,8,1639932,Choose the correct order of the events?,2,3,0
1485,8,1639933,Choose the correct order of the events?,1,3,0
1486,8,1639958,Choose the correct order of the events?,2,0,0
1487,8,1639959,Choose the correct order of the events?,2,0,0
1488,8,1640034,Choose the correct order of the events?,3,1,0
1489,8,1640184,Choose the correct order of the events?,2,3,0
1490,8,1640229,Choose the correct order of the events?,3,2,0
1491,8,1640230,Choose the correct order of the events?,3,0,0
1492,8,1640338,Choose the correct order of the events?,1,3,0
1493,8,1640412,Choose the correct order of the events?,2,1,0
1494,8,1640413,Choose the correct order of the events?,2,0,0
1495,8,1640686,Choose the correct order of the events?,2,2,1
1496,8,1640733,Choose the correct order of the events?,0,0,1
1497,8,1640789,Choose the correct order of the events?,3,1,0
1498,8,1640836,Choose the correct order of the events?,3,0,0
1499,8,1641068,Choose the correct order of the events?,2,0,0
1500,8,1641090,Choose the correct order of the events?,1,2,0
1501,8,1641110,Choose the correct order of the events?,3,2,0
1502,8,1641160,Choose the correct order of the events?,0,2,0
1503,8,1641177,Choose the correct order of the events?,1,0,0
1504,8,1641178,Choose the correct order of the events?,3,0,0
1505,8,1641201,Choose the correct order of the events?,2,0,0
1506,8,1641269,Choose the correct order of the events?,3,0,0
1507,8,1641298,Choose the correct order of the events?,0,0,1
1508,8,1641320,Choose the correct order of the events?,0,2,0
1509,8,1641370,Choose the correct order of the events?,1,1,1
1510,8,1641624,Choose the correct order of the events?,0,1,0
1511,8,1641631,Choose the correct order of the events?,1,3,0
1512,8,1641636,Choose the correct order of the events?,0,0,1
1513,8,1641748,Choose the correct order of the events?,3,3,1
1514,8,1641837,Choose the correct order of the events?,2,2,1
1515,8,1642128,Choose the correct order of the events?,3,2,0
1516,8,1642174,Choose the correct order of the events?,2,3,0
1517,8,16422,Choose the correct order of the events?,2,3,0
1518,8,1642346,Choose the correct order of the events?,0,0,1
1519,8,164250,Choose the correct order of the events?,2,0,0
1520,8,164258,Choose the correct order of the events?,1,1,1
1521,8,1642657,Choose the correct order of the events?,1,3,0
1522,8,1642713,Choose the correct order of the events?,0,2,0
1523,8,164275,Choose the correct order of the events?,3,2,0
1524,8,1642919,Choose the correct order of the events?,1,3,0
1525,8,1642955,Choose the correct order of the events?,2,3,0
1526,8,1643116,Choose the correct order of the events?,3,0,0
1527,8,1643210,Choose the correct order of the events?,1,2,0
1528,8,1643260,Choose the correct order of the events?,0,2,0
1529,8,1643284,Choose the correct order of the events?,1,2,0
1530,8,1643323,Choose the correct order of the events?,3,0,0
1531,8,1643424,Choose the correct order of the events?,0,1,0
1532,8,16439,Choose the correct order of the events?,0,2,0
1533,8,1644057,Choose the correct order of the events?,3,1,0
1534,8,1644384,Choose the correct order of the events?,0,1,0
1535,8,1644411,Choose the correct order of the events?,1,1,1
1536,8,16444,Choose the correct order of the events?,2,2,1
1537,8,164461,Choose the correct order of the events?,1,0,0
1538,8,164462,Choose the correct order of the events?,3,2,0
1539,8,1644805,Choose the correct order of the events?,1,3,0
1540,8,1644869,Choose the correct order of the events?,3,0,0
1541,8,16450,Choose the correct order of the events?,2,1,0
1542,8,1645179,Choose the correct order of the events?,1,3,0
1543,8,164518,Choose the correct order of the events?,1,0,0
1544,8,16451,Choose the correct order of the events?,1,1,1
1545,8,1645205,Choose the correct order of the events?,0,3,0
1546,8,1645281,Choose the correct order of the events?,3,3,1
1547,8,1645672,Choose the correct order of the events?,3,0,0
1548,8,1645,Choose the correct order of the events?,3,0,0
1549,8,1646001,Choose the correct order of the events?,3,0,0
1550,8,164603,Choose the correct order of the events?,1,3,0
1551,8,1646459,Choose the correct order of the events?,1,3,0
1552,8,164659,Choose the correct order of the events?,0,3,0
1553,8,1646670,Choose the correct order of the events?,1,3,0
1554,8,1646673,Choose the correct order of the events?,2,0,0
1555,8,164692,Choose the correct order of the events?,1,2,0
1556,8,164695,Choose the correct order of the events?,3,0,0
1557,8,1646,Choose the correct order of the events?,0,1,0
1558,8,164704,Choose the correct order of the events?,3,0,0
1559,8,1647168,Choose the correct order of the events?,3,2,0
1560,8,1647173,Choose the correct order of the events?,3,1,0
1561,8,1647246,Choose the correct order of the events?,1,2,0
1562,8,1647329,Choose the correct order of the events?,2,0,0
1563,8,1647765,Choose the correct order of the events?,1,0,0
1564,8,1648076,Choose the correct order of the events?,1,1,1
1565,8,1648697,Choose the correct order of the events?,2,2,1
1566,8,164873,Choose the correct order of the events?,0,1,0
1567,8,1648888,Choose the correct order of the events?,3,1,0
1568,8,1648960,Choose the correct order of the events?,3,2,0
1569,8,1648,Choose the correct order of the events?,3,1,0
1570,8,164975,Choose the correct order of the events?,2,0,0
1571,8,164982,Choose the correct order of the events?,3,2,0
1572,8,164996,Choose the correct order of the events?,3,1,0
1573,8,1650284,Choose the correct order of the events?,1,0,0
1574,8,1650311,Choose the correct order of the events?,2,0,0
1575,8,1650395,Choose the correct order of the events?,0,1,0
1576,8,1650406,Choose the correct order of the events?,3,0,0
1577,8,1650444,Choose the correct order of the events?,2,0,0
1578,8,165046,Choose the correct order of the events?,0,1,0
1579,8,1650494,Choose the correct order of the events?,1,1,1
1580,8,1650495,Choose the correct order of the events?,3,3,1
1581,8,1650564,Choose the correct order of the events?,2,1,0
1582,8,165056,Choose the correct order of the events?,0,3,0
1583,8,1650622,Choose the correct order of the events?,0,0,1
1584,8,1650767,Choose the correct order of the events?,3,0,0
1585,8,1650827,Choose the correct order of the events?,0,3,0
1586,8,1650829,Choose the correct order of the events?,3,2,0
1587,8,1650830,Choose the correct order of the events?,0,2,0
1588,8,1650888,Choose the correct order of the events?,3,3,1
1589,8,1650889,Choose the correct order of the events?,1,0,0
1590,8,1650934,Choose the correct order of the events?,1,3,0
1591,8,1650935,Choose the correct order of the events?,2,2,1
1592,8,1650,Choose the correct order of the events?,2,2,1
1593,8,1651022,Choose the correct order of the events?,1,3,0
1594,8,1651023,Choose the correct order of the events?,3,2,0
1595,8,1651060,Choose the correct order of the events?,3,2,0
1596,8,1651062,Choose the correct order of the events?,1,2,0
1597,8,1651091,Choose the correct order of the events?,0,1,0
1598,8,1651198,Choose the correct order of the events?,1,2,0
1599,8,1651244,Choose the correct order of the events?,0,1,0
1600,8,1651245,Choose the correct order of the events?,2,3,0
1601,8,1651309,Choose the correct order of the events?,3,0,0
1602,8,1651355,Choose the correct order of the events?,3,0,0
1603,8,1651482,Choose the correct order of the events?,1,0,0
1604,8,1651503,Choose the correct order of the events?,2,3,0
1605,8,1651504,Choose the correct order of the events?,3,1,0
1606,8,1651578,Choose the correct order of the events?,1,1,1
1607,8,1651579,Choose the correct order of the events?,1,2,0
1608,8,1651662,Choose the correct order of the events?,1,2,0
1609,8,1651663,Choose the correct order of the events?,0,0,1
1610,8,1651694,Choose the correct order of the events?,2,1,0
1611,8,1651728,Choose the correct order of the events?,3,1,0
1612,8,165177,Choose the correct order of the events?,3,3,1
1613,8,1651812,Choose the correct order of the events?,2,0,0
1614,8,1651910,Choose the correct order of the events?,3,3,1
1615,8,1652052,Choose the correct order of the events?,0,0,1
1616,8,1652115,Choose the correct order of the events?,3,3,1
1617,8,1652126,Choose the correct order of the events?,0,2,0
1618,8,1652187,Choose the correct order of the events?,0,0,1
1619,8,1652233,Choose the correct order of the events?,0,3,0
1620,8,1652234,Choose the correct order of the events?,1,1,1
1621,8,1652248,Choose the correct order of the events?,2,0,0
1622,8,1652269,Choose the correct order of the events?,3,1,0
1623,8,1652314,Choose the correct order of the events?,3,1,0
1624,8,1652382,Choose the correct order of the events?,0,0,1
1625,8,1652448,Choose the correct order of the events?,3,0,0
1626,8,1652449,Choose the correct order of the events?,0,1,0
1627,8,165249,Choose the correct order of the events?,3,1,0
1628,8,1652512,Choose the correct order of the events?,3,2,0
1629,8,1652513,Choose the correct order of the events?,3,1,0
1630,8,1652587,Choose the correct order of the events?,0,2,0
1631,8,1652588,Choose the correct order of the events?,2,2,1
1632,8,1652673,Choose the correct order of the events?,1,2,0
1633,8,1652752,Choose the correct order of the events?,2,0,0
1634,8,1652798,Choose the correct order of the events?,3,0,0
1635,8,1652851,Choose the correct order of the events?,0,0,1
1636,8,1652894,Choose the correct order of the events?,0,1,0
1637,8,1652898,Choose the correct order of the events?,3,1,0
1638,8,165292,Choose the correct order of the events?,0,2,0
1639,8,1653033,Choose the correct order of the events?,2,1,0
1640,8,1653078,Choose the correct order of the events?,1,1,1
1641,8,1653124,Choose the correct order of the events?,0,0,1
1642,8,165313,Choose the correct order of the events?,0,3,0
1643,8,1653171,Choose the correct order of the events?,3,3,1
1644,8,165318,Choose the correct order of the events?,1,0,0
1645,8,1653195,Choose the correct order of the events?,0,1,0
1646,8,1653298,Choose the correct order of the events?,3,0,0
1647,8,165335,Choose the correct order of the events?,0,1,0
1648,8,1653419,Choose the correct order of the events?,3,1,0
1649,8,1653489,Choose the correct order of the events?,0,2,0
1650,8,1653686,Choose the correct order of the events?,1,3,0
1651,8,1653747,Choose the correct order of the events?,3,3,1
1652,8,1653748,Choose the correct order of the events?,1,3,0
1653,8,1653872,Choose the correct order of the events?,0,3,0
1654,8,1653913,Choose the correct order of the events?,3,1,0
1655,8,1653971,Choose the correct order of the events?,2,0,0
1656,8,1653972,Choose the correct order of the events?,1,3,0
1657,8,1653,Choose the correct order of the events?,0,3,0
1658,8,1654035,Choose the correct order of the events?,1,1,1
1659,8,1654096,Choose the correct order of the events?,3,1,0
1660,8,1654134,Choose the correct order of the events?,0,3,0
1661,8,1654175,Choose the correct order of the events?,3,3,1
1662,8,1654229,Choose the correct order of the events?,3,1,0
1663,8,1654266,Choose the correct order of the events?,1,3,0
1664,8,16542,Choose the correct order of the events?,2,2,1
1665,8,1654323,Choose the correct order of the events?,2,1,0
1666,8,1654374,Choose the correct order of the events?,3,1,0
1667,8,16543,Choose the correct order of the events?,0,0,1
1668,8,1654513,Choose the correct order of the events?,3,3,1
1669,8,1654638,Choose the correct order of the events?,3,0,0
1670,8,1654694,Choose the correct order of the events?,0,3,0
1671,8,1654761,Choose the correct order of the events?,2,2,1
1672,8,1654779,Choose the correct order of the events?,3,1,0
1673,8,1655060,Choose the correct order of the events?,0,2,0
1674,8,1655478,Choose the correct order of the events?,1,2,0
1675,8,165555,Choose the correct order of the events?,2,0,0
1676,8,1655583,Choose the correct order of the events?,3,2,0
1677,8,165580,Choose the correct order of the events?,0,3,0
1678,8,165586,Choose the correct order of the events?,3,0,0
1679,8,165593,Choose the correct order of the events?,0,3,0
1680,8,1655958,Choose the correct order of the events?,3,1,0
1681,8,1655,Choose the correct order of the events?,1,3,0
1682,8,165635,Choose the correct order of the events?,3,2,0
1683,8,165646,Choose the correct order of the events?,1,1,1
1684,8,1656674,Choose the correct order of the events?,2,2,1
1685,8,1657040,Choose the correct order of the events?,3,1,0
1686,8,1657050,Choose the correct order of the events?,0,3,0
