index,qid,question,origanswer,generatedanswer,generatedanswers
187,78153d79f4b6dbbc76930e7e8c9b5f89,"Question: 
The country with a single star and crescent moon on its flag that performed in EuroCup basketball became part of the european union in what year?
Answer Choices are: 
a. 1950
b. 1949
Specify their correct answer by choosing one of a or b: 
",b,b. 1949,['b. 1949']
188,e420b3b75ed07a60cd8bb0660bce0d5b,"Question: 
Would a visa be required if one were to travel from The Netherlands to the country that is a EuroCup-Basketball performer and which has a moon and a star on their flag?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b. No,['b. No']
189,549c0d6829bbde1fc7d7a59eed4acd59,"Question: 
The Hintere Brandjochspitz is located in the country with how many red stripes on its flag?
Answer Choices are: 
a. one
b. two
Specify their correct answer by choosing one of a or b: 
",b,b. two,['b. two']
190,97c32707f2018f24accb3e3da7df096a,"Question: 
How many colors are there in the flag from the country that was host of the 2017 Table Tennis ITF women's world cup?
Answer Choices are: 
a. One
b. two
Specify their correct answer by choosing one of a or b: 
",b,B. Two,['B. Two']
191,4c3cdc1b9d569e11567641a9d9857042,"Question: 
How many red stripes would one find if one were to look at the flag of the nation in which ""Where Eagles Dare"" was filmed?
Answer Choices are: 
a. two
b.  'one'
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
192,56860fbd75f45aaa6f1cf091b95239e7,"Question: 
What percentage of the federal republic in the Diamond League 2018 schedule that has a flag consisting of a white cross on a red background is covered by the Alps?
Answer Choices are: 
a. 42%
b. 65%
Specify their correct answer by choosing one of a or b: 
",b,b. 65%,['b. 65%']
193,7552b7b06ff86d605ef8beb6e08916c5,"Question: 
What is the country which has a white cross on a red background of its flag's gun ownership rate in Schedule 2018 Diamond League?
Answer Choices are: 
a. 24.45%
b. 24%
Specify their correct answer by choosing one of a or b: 
",a,b. 24%,['b. 24%']
194,10e35770e9ff458d9cc7a80b03625e72,"Question: 
Do the country on the 2018 Diamond League Schedule with a white cross on a red background as its flag and Germany have a border?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,b. Yes,['b. Yes']
195,5435d85cf28ecae5791157911aae0e57,"Question: 
In the pictured section of the city in which the TV show ""Hunter Street"" was set, what building material are the sidewalks made out of?
Answer Choices are: 
a. brick
b. stone
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
196,a3d51ef1b9683124c5b102454bfa5741,"Question: 
Which contestant on RuPaul's Drag race (season 10) is younger:  The contestant wearing a green and white outfit or the winner of season ten of rupauls drag race?
Answer Choices are: 
a. Aquaria
b. The contestant wearing a green and white outfit.
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
197,ba90a6dbbd5ff0fa6bebf191569e6f9e,"Question: 
The country that has a crescent on its flag and was in the FIBA Saporta Cup Finals is located in which part of the world?
Answer Choices are: 
a. Is a transcontinental country in Eurasia, mainly in Anatolia in Western Asia, with a smaller portion on the Arabian Peninsula.
b. is a transcontinental country in Eurasia, mainly in Anatolia in Western Asia, with a smaller portion on the Balkan
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
198,a17c230dd93d16baf0973419d4664ee2,"Question: 
Is the nation with a crescent on its flag from the FIBA Saporta Cup finals playing in the world cup in 2018?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,a. No,['a. No']
199,d524db3cff12f7f4bcfda00451c6b627,"Question: 
Which country has a lower rank in the FIBA Saporta Cup Finals:  The country who was the first to put a man in space or the country that has a crescent on its flag?
Answer Choices are: 
a. Turkey
b. Albania
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
200,2d565a0a0e99a6192700d150feb22054,"Question: 
Which race driver scored a lower position at 2007's Pepsi 400: the man shown in a green hat, or the winner of the first NASCAR race at the Indianapolis Motor Speedway?
Answer Choices are: 
a. Jeff Gordon
b. Dale Earnhardt Jr.
Specify their correct answer by choosing one of a or b: 
",a,b. Dale Earnhardt Jr.,['b. Dale Earnhardt Jr.']
201,82187a0e8c6d1e245b0bf3e049095905,"Question: 
Which of Elena Dementieva's 10 finals opponents in Tier 1 has blonde hair and got beaten by Serena Williams in the Olympics?
Answer Choices are: 
a. Caroline Wozniacki
b. Victoria Azarenka
Specify their correct answer by choosing one of a or b: 
",a,b. Victoria Azarenka,['b. Victoria Azarenka']
202,e009f895c886d8da0aca1514a975b8b3,"Question: 
When did the the country which features a sun on their flag, and which also saw a release of the ""Speed of Light"" album, win their first World Cup?
Answer Choices are: 
a. 1929
b. 1930
Specify their correct answer by choosing one of a or b: 
",a,b.,['b.']
203,c2ea19d7f716542ef7b3f30ae2a7a089,"Question: 
Among cities housing the venues in which Valentina Vezzali scored Olympic achievements, was the city whose bridge has a long, curved metal arch supporting its deck ever the Australian capital?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
204,af2a237380c3c2f7fd2714f365960489,"Question: 
Does Robert Seguso or the player of African-American descent who had breaks points saved in the WTA Tour in 2009 have a higher world ranking?
Answer Choices are: 
a. Robert Arthur Seguso
b. Robert Alfred Seguso
Specify their correct answer by choosing one of a or b: 
",a,b. Robert Alfred Seguso,['b. Robert Alfred Seguso']
205,4b64161babb6ff82d52782fe7ea6f345,"Question: 
What is the sport played by both Pierre-Hugues Herbert and the African American player with break points saved in the WTA Tour of 2009?
Answer Choices are: 
a. golf
b. tennis
Specify their correct answer by choosing one of a or b: 
",b,b. tennis,['b. tennis']
206,0465c470bf6941104fdcda1354ff6c43,"Question: 
The domes on the buildings located in the capital of the country Daniel Lioneye originated are what color?
Answer Choices are: 
a. green
b. black
Specify their correct answer by choosing one of a or b: 
",a,green,['green']
207,02c3b93fcb9ee12b1cb147b67cb63f06,"Question: 
Which club of the Year won a Man of Steel Award first:  The team from Warrington, England that Clackamas County, Oregon played for or the club with a huffing rhino in the center of its logo?
Answer Choices are: 
a. The team from Warrington, England that Clackamas County, Oregon played for.
b. Leeds Rhinos
Specify their correct answer by choosing one of a or b: 
",b,b. Leeds Rhinos,['b. Leeds Rhinos']
208,5f5c60686979d999072e3334a28a05be,"Question: 
In the Ozzman Cometh Tour dates, what are the cities in the trains from Kings Cross to Central Station that feature a metal arch bridge?
Answer Choices are: 
a. Sydney J4 Eastern Suburbs & Illawarra Line
b. Sydney Trains T4 Eastern Suburbs & Illawarra Line
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
209,4b3b23be488fe09fd1da0c906b837373,"Question: 
Nymagee is 89 km south of a town that is how many km northwest of the city that has a bridge with a metallic arch that was visited during The Ozzman Cometh Tour?
Answer Choices are: 
a. 712
b.  '666'
Specify their correct answer by choosing one of a or b: 
",a,b. 666,['b. 666']
210,d6aeb68e3c63ecd328a809d1d89c3449,"Question: 
What does the male who does the same job as Will on Will and Grace have in his hands?
Answer Choices are: 
a. drill
b. quill
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
211,51de662cf3aab0136e97c47bdc89950a,"Question: 
In this collage featuring the city matt saracen went to in season 4, how many photos are present?
Answer Choices are: 
a. eight
b. seven
Specify their correct answer by choosing one of a or b: 
",b,a. eight,['a. eight']
212,bf4e82f0e895a14b16f82080255425ce,"Question: 
The city where you would  find the neighbourhood of oak lawn, has how many photos make up this collage?
Answer Choices are: 
a. seven
b. eight
Specify their correct answer by choosing one of a or b: 
",a,b. eight,['b. eight']
213,c712d81a879d1ef31bb9c9a7bfe34d41,"Question: 
How many photos of the location where Mike and Molly takes place are there in the collage?
Answer Choices are: 
a. seven
b. six
Specify their correct answer by choosing one of a or b: 
",a,b. six,['b. six']
214,c6518d9d2b7b24433f1ecf94ecdb2390,"Question: 
Is the ocean visible from within the Sol-Invictus Tour city that features the Statue of Liberty?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
215,4441c9fadea7ded28a63a0ae8481edf2,"Question: 
The Paul Jarrad TV series with a title poster featuring wings had who play the angel of death?
Answer Choices are: 
a. Andrew (John Dye)
b.  'Charles (Charles Manson)'
Specify their correct answer by choosing one of a or b: 
",a,a. Andrew (John Dye),['a. Andrew (John Dye)']
216,30728969308985af0cee1fde1b8a2a50,"Question: 
The TV show that Jarrad Paul took part in, and whose poster has wings on it, saw how many episodes produced?
Answer Choices are: 
a. 120
b. 212
Specify their correct answer by choosing one of a or b: 
",b,a. 120,['a. 120']
217,ad85c8af5af515f906df3ee3217aa94c,"Question: 
What is Andrew's identity on the Jarrad Paul television series which features wings on the poster?
Answer Choices are: 
a. (John Dye), the angel of death
b. (John Dye), the angel of life
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
218,e8e2a905a417a565a28150b942cd7a77,"Question: 
In this collage of the city where the first international earth summit was held, how many photos are there?
Answer Choices are: 
a. four
b. six
Specify their correct answer by choosing one of a or b: 
",b,b. six,['b. six']
219,f2593840eb8e303ce68eb9ac291f36ea,"Question: 
How many individual pictures are shown of the city in which the 1992 Earth Summit was held--the first such summit to be held in this city's country?
Answer Choices are: 
a. five
b. six
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
220,0f1f0b951f67e0170cd1490fea4cda3b,"Question: 
Was where they film the movie the outsiders or the location that have a circular crest painted on the road, the one with lower enrollment in Former affiliate members of Missouri Valley Conference?
Answer Choices are: 
a. St. Louis, Missouri
b. Tulsa, Oklahoma
Specify their correct answer by choosing one of a or b: 
",b,"b. Tulsa, Oklahoma","['b. Tulsa, Oklahoma']"
221,406bfdb8a827bb06a79de0ac432dc416,"Question: 
The location that hosts the Grand Ole Opry also has what type of sports field?
Answer Choices are: 
a. golf
b. baseball
Specify their correct answer by choosing one of a or b: 
",b,b. baseball,['b. baseball']
222,ada8a0ebc2590033da6aa8dd51bfd90f,"Question: 
What color makes up the background of the title screen for the American rom-com that aired on the Fox network, after ""Raising Hope""
Answer Choices are: 
a. blue
b. pink
Specify their correct answer by choosing one of a or b: 
",a,b. pink,['b. pink']
223,9a446e70a273700d2fea95e333ac8920,"Question: 
The person who won the mvp 2018 nba 2018 all star game is touching what body part?
Answer Choices are: 
a. hip
b. legs
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
224,c5ede6350029320443b1ddefee075b6c,"Question: 
Where are the Big Three Miami Heat player born on December 30th hands?
Answer Choices are: 
a. legs
b. hip
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
225,19e7f2962f6570a2b765e7658a40159f,"Question: 
Among teams that the Portland Trailblazers have faced during NBA playoff series games, which teams have logos that feature a basketball and have also played against the Houston Rockets in playoff games?
Answer Choices are: 
a. New York Knicks
b. Minnesota Timberwolves
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
226,8eda1dc799e3d42e772855c34129e276,"Question: 
On the seventh episode (airing February 18th) of the sixth series of The Voice UK, which song has a lower age: the song whose cover has a chair and a guitar, or the song that was inspired by the death of Eric Clapton's son?
Answer Choices are: 
a. ""Tears in Heaven""
b. ""Treat You Better""
Specify their correct answer by choosing one of a or b: 
",b,Answer: a,['Answer: a']
227,e3a8d654f91b8a9878db24dcb80243b0,"Question: 
The person who played Kyle's mother in csi miami has what color hair?
Answer Choices are: 
a. The person who played Kyle's mother in CSI Miami has red hair.
b. blonde
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
228,0e34b8e97121402ab0465ea3caf540b7,"Question: 
The actress who played the character of Jessie on ""Saved by the Bell"" has what color hair?
Answer Choices are: 
a. brown
b. blonde
Specify their correct answer by choosing one of a or b: 
",b,b. blonde,['b. blonde']
229,09d3deb1a7fb6aaa26ef0c0f27a9bd75,"Question: 
The logo of the League Two team in Licolnshire that Martin Carruthers played for, has a character standing on how many leg?
Answer Choices are: 
a. one
b. six
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
230,8723e51803a98f884e497f85008dfe9a,"Question: 
Who scored the winning goal for the nation with a flag featuring lines intersecting in the exact center that was part of Bjork's Utopia tour in the world cup final of 1966?
Answer Choices are: 
a. Geoff Cameron
b. Geoff Hurst
Specify their correct answer by choosing one of a or b: 
",b,b. Geoff Hurst,['b. Geoff Hurst']
231,83e167d6dce9207f32e1f8f3e8e19728,"Question: 
in Tour dates of Utopia Tour (Björk) when was the glass the first used in windows in the country that has lines that intersect in the exact center of the flag?
Answer Choices are: 
a. mid 17th century
b. early 17th century
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
232,b5d10fb8074551464a2abd62b25b620d,"Question: 
in Television of Daveed Diggs, who raps in the beginning of the title whose cover  features two arrows pointing at one another?
Answer Choices are: 
a. MC Books
b. DJ Quixote
Specify their correct answer by choosing one of a or b: 
",a,Specify their correct answer by choosing one of a or b: ,"['Specify their correct answer by choosing one of a or b: ', 'a. MC Books']"
233,06aef3954a6e8fd2abd4f6f104e0b459,"Question: 
In the television show with a cover featuring two arrows pointing at one another in which Daveed Diggs is an actor, who raps at the start?
Answer Choices are: 
a. MC Books
b. MCRaps
Specify their correct answer by choosing one of a or b: 
",a,b. MCRaps,['b. MCRaps']
234,c655ae6f806cd915e16e166ac7a8029b,"Question: 
On the poster for a James Brown biopic, that included in its cast the actor who played Darryl Philbin on ""The Office"", what is the main subject holding in his hand?
Answer Choices are: 
a.  'guitar'
b. microphone
Specify their correct answer by choosing one of a or b: 
",b,B. Microphone,['B. Microphone']
235,47691daa57a77a831b994dd7bbd171fc,"Question: 
What is the man holding in his hand in the poster of the J. Brown movie?
Answer Choices are: 
a. drum
b. microphone
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
236,7568a32b3931c8a87982194d421869bf,"Question: 
Among works that received multiple nominations at the 13th Empire Awards ceremony, which movie had fewer such nominations: the movie that was part of the Bourne series, or the movie whose poster has characters clutching magic wands?
Answer Choices are: 
a. The movie that was part of the Bourne series: The Bourne Legacy
b. The Bourne Ultimatum
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
237,6b87abe85fe5619a9dce0edac84398a3,"Question: 
When was the film with a poster featuring characters holding wands and nominated multiple times at the 13th Empire Awards filmed?
Answer Choices are: 
a. from July to December 2006, with a one-month break in October
b. from February to November 2006, with a one-month break in June
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
238,1962763fe44c9dfe1d03065f237a0a3d,"Question: 
Has the African American player from the final round of the Open Championship of 2006 ever won all 4 majors in one year?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
239,d73d44a813d2910e25481030313ac585,"Question: 
When was the last time the African American player in the final round of the Open Championship of '06 was in first place?
Answer Choices are: 
a. 2009
b. 2010
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
240,000b0c845831f465d2d98873b8d587cc,"Question: 
Is a Mercedes logo being worn by the winner of the Abu Dhabi Grand Prix race of 2017?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
241,e8bd48b3f847f10987ba586b3dc84693,"Question: 
The original artist of I can't stand the rain is standing in front of what?
Answer Choices are: 
a. stage
b. lights
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
242,71910f203ed46a5d9f2ac0127d4edbc6,"Question: 
Which actress born in 1954 starred in the 1999 film with a poster featuring a baby wearing glasses in which Josh Ryan Evans also acts?
Answer Choices are: 
a. Meryl Streep
b. Kathleen Turner
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
243,995dadce8adc19f3aef076d9dcf00be4,"Question: 
Is the person who won the first formula 1 race pictures smiling?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
244,4634906b6834269cb276b8cc6524fead,"Question: 
What was the last year the African American player from the final round of the PGA Championship in 1999 was number 1?
Answer Choices are: 
a. 2009
b. 2029
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
245,83f44352463d6fb5ce46c524b87aacde,"Question: 
When did the African American player from the final round of the PGA Championship of 1999 win his first masters tournament?
Answer Choices are: 
a. 1997
b. 1998
Specify their correct answer by choosing one of a or b: 
",a,b. 1998,['b. 1998']
246,0227e6c4a42bb1eb5f0bf8c3d513cc1a,"Question: 
Has the African American player in the final round of the PGA Championship of 1999 ever won all 4 majors in one year?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
247,d14b0999d7abe927196369d3b5da8b3e,"Question: 
Are night games every played at the LA Rams' home stadium?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
248,8a49cb0acc9042cf66d70bc7a40b0043,"Question: 
Which driver of the Digital Ally 400 won first: the bearded and mustached driver or the winner of the 1st Indy NASCAR race?
Answer Choices are: 
a. Jeff Gordon
b. Jeb Bush
Specify their correct answer by choosing one of a or b: 
",a,a. Jeff Gordon,['a. Jeff Gordon']
249,ab845dd5371c78ddb2a447bd7e035483,"Question: 
The place where the concept of probation began in 1841  has how many boats next to it  in the foreground of the water?
Answer Choices are: 
a. one
b. zero
Specify their correct answer by choosing one of a or b: 
",a,b. zero,['b. zero']
250,78ada4a823adfd8182432fbc76feb570,"Question: 
In the location where the first united states formal police department was created in 1838, how many boats are visible in the foreground of the water?
Answer Choices are: 
a. zero
b. one
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
251,312d56a7b44962a74b21d8ae96989a50,"Question: 
In the 2007 All-Pro Team, the opposing line featured a postion (as all teams do) at the edge of a horizontal row of players. Who played in this position for the Dallas Cowboys?
Answer Choices are: 
a. Noah Fant
b. Christopher Jason Witten
Specify their correct answer by choosing one of a or b: 
",b,b. Christopher Jason Witten,['b. Christopher Jason Witten']
252,b90468e6f2b228f3db5023ce18bf588f,"Question: 
Which first serve percentage WTA 2010 Tour player defeated by S. Williams during the Olympics is holding a racket?
Answer Choices are: 
a. Victoria Azarenka
b. Serena Williams
Specify their correct answer by choosing one of a or b: 
",a,a. Victoria Azarenka,['a. Victoria Azarenka']
253,d6228a61b73e32638373330079cee98a,"Question: 
The country with a white and red checkered pattern on its flag that internationally syndicated To Nisi last made it to the semi finals on what date?
Answer Choices are: 
a. 11-Jul-18
b. 18-Jun-11
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
254,bf8a18cd4b6305c467f1362bd781f3cc,"Question: 
In the countries that have an international syndication of the television series To Nisi, has the country with a red and white checked pattern on it ever been in a World Cup final?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b. no,['b. no']
255,7444ce9dbd27d059d5bead9ab104ddac,"Question: 
The 2018 chinese formula 1 grand prix winner, what clipped on his shirt collar?
Answer Choices are: 
a. earrings
b. sunglasses
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
256,fd8df9af6033851ac763f3777a4e28a8,"Question: 
On the poster for the movie based on the book ""Act like a Lady, Think Like a Man,"" how many people are there in total?
Answer Choices are: 
a. five
b. nine
Specify their correct answer by choosing one of a or b: 
",b,b. nine,['b. nine']
257,068fff8fa7dc94d6fed487a3a686c191,"Question: 
What is the population of the city that features a long narrow tower lit up in blue and was also listed in the BDO & WDF calender for July of 2019?
Answer Choices are: 
a. BDO & WDF calender for July of 2019 shows the population of the city as 28,000,000.
b. 2016 United Nations estimate puts the total population at 38,000,000
Specify their correct answer by choosing one of a or b: 
",b,b,['b']
258,692194ac576eb09a8820968cb70384da,"Question: 
Where does the team with a logo resembling a wheel with spokes that took in free agents from the Buffalo Sabres in the 2019-20 season play their home games?
Answer Choices are: 
a. Tampa Bay Times Forum
b. TD Garden
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
259,73bdb1fe54bce759c2c20f9cf712890e,"Question: 
What color are the leaves in the play that neal was in, in the dead poet society?
Answer Choices are: 
a. green
b. blue
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
260,f6b926a89cd3c719e38d1c43ddf84102,"Question: 
In the marvel movie following captain america the winter soldier, the female protagonist has what color skin?
Answer Choices are: 
a. green
b. orange
Specify their correct answer by choosing one of a or b: 
",a,b. orange,['b. orange']
261,10068d6407324f248c3ab9507f9e145f,"Question: 
Who named the manufacturer with a cross shaped logo that won the Federated Auto Parts 400?
Answer Choices are: 
a. Italian race car driver and automotive engineer Enzo Ferrari
b. Swiss race car driver and automotive engineer Louis Chevrolet
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
262,10b20390032a0b7dfa300b79969feac3,"Question: 
The manufacturer with a cross shaped logo that won the Federated Auto Parts 400 is featured in a song with the lyrics ""See the usa in your..."" sang by which artist?
Answer Choices are: 
a. Johnny Cash
b. Dinah Shore
Specify their correct answer by choosing one of a or b: 
",b,a. Johnny Cash,['a. Johnny Cash']
263,ea98cc3151524162b8e9db688e63df38,"Question: 
When considering Brazilian football's 1950 Campeonato Paulista, which team won more matches: the team that Neymar played for before joining Barcelona, or the team whose logo features a flag?
Answer Choices are: 
a. Palmeira
b. Santos
Specify their correct answer by choosing one of a or b: 
",b,b. Santos,['b. Santos']
264,72686b034c4706d0dd59d3e0cd8d30e5,"Question: 
Is the city that features a square shaped castle with a tower on each corner and served as a venue for The Dark + Light Tour the same as newcastle?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b. no,['b. no']
265,bda42904734e9e709211725080170dc1,"Question: 
Is queens part of the city that has a large green statue of a woman holding a torch and was a part of The Anticipation 2our Tour?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
266,d21a8c83ad7d54baad7ee7dbf9fddc0d,"Question: 
In the city with a large green statue of a woman holding a church that was a part of The Anticipation 2our Tour, what is the largest catholic church?
Answer Choices are: 
a. The largest catholic church is St. John's Cathedral.
b. St. Patrick's Cathedral
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
267,473da8c9940b894f79cb62d58ac6500e,"Question: 
In the city featuring a large green statue of a woman holding a torch that was also part of the Anticipation 2our tour, can you see the ocean?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
268,d422c28a92519c179b4688bed8843614,"Question: 
The collage of where the first international earth summit held, has how many photos?
Answer Choices are: 
a. seven
b. six
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
269,c4247336404a5a7a5752ea91873e012d,"Question: 
The player that won the 2004 US Open in golf has what on their left hand?
Answer Choices are: 
a.  'ring'
b. glove
Specify their correct answer by choosing one of a or b: 
",b,a. ring,['a. ring']
270,662ec78feb9b04e289a79b914f96b637,"Question: 
Which film directed by Shaad Ali came out first:  The title with a poster featuring a man holding up two photos or the movie with the song chaiyya chaiyya?
Answer Choices are: 
a. Dilwale Dulhania Le Jayenge
b. Dil Se..
Specify their correct answer by choosing one of a or b: 
",b,a. Dilwale Dulhania Le Jayenge,['a. Dilwale Dulhania Le Jayenge']
271,2b1864eaf4b66188a9fde845e0015c55,"Question: 
Among teams that the Houston Rockets have faced in the NBA playoffs, which team--whose logo features a basketball--is also found in the 2015 Standings/Seedings for the Summer League
Answer Choices are: 
a. New Orleans Pelicans
b. Utah Jazz
Specify their correct answer by choosing one of a or b: 
",b,b. Utah Jazz,['b. Utah Jazz']
272,b5bd80b2bd6641c521200df9b3cfda5b,"Question: 
In the city out of surrey or london that contains kingston upon thames, the round part of the underground sign is what color?
Answer Choices are: 
a. blue
b. red
Specify their correct answer by choosing one of a or b: 
",b,b. red,['b. red']
273,4ab16ea8d72200f38719b6b2a4f8d8cd,"Question: 
Which NY Asian 2002 film festival title is older: the one with a lady in black boots on the poster or the one with the tune Chaiyya Chaiyya?
Answer Choices are: 
a. Pather Panchali
b. Dil Se..
Specify their correct answer by choosing one of a or b: 
",b,a,['a']
274,aa0643c68469fdf99ea92fb64f5c629c,"Question: 
Among former Conference-USA members, which of their corresponding locations was founded more recently: the city with a large metal arch-shaped structure next to the water's edge, or the city in which ""House on Mango Street"" was set?
Answer Choices are: 
a. Chicago, Illinois
b. New Orleans, Louisiana
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
275,ef073b3ea1ebc157502704c9396346b7,"Question: 
The Capital in Administrative divisions of Austria that has large building with six separate lawn areas in front has how many terminals at their airport?
Answer Choices are: 
a.  'Six'
b. four
Specify their correct answer by choosing one of a or b: 
",b,b. four,['b. four']
276,18ace203d0232400d74507bb8c2712e6,"Question: 
The city in Race Calendar and results of 2000 Barber Dodge Pro Series that features a large bronze statue of a seated man holding a golden orb has a q rail line that was paid for by what organization?
Answer Choices are: 
a. M-1 Rail
b. M-1-5 Rail
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
277,9a1219a8aac1cd83a28ba62eb90e83b4,"Question: 
The location with a large bronze statue of a man sitting down holding a golden orb where the Barber Dodge Pro Series race was held in 2000 was founded by an explorer with what last name?
Answer Choices are: 
a. Antoine de la Mothe Cadillac
b.  'ntoine de Lamothe Cadillac'
Specify their correct answer by choosing one of a or b: 
",a,b. 'ntoine de Lamothe Cadillac',"[""b. 'ntoine de Lamothe Cadillac'""]"
278,4008a3e0745543f02cb88264ab548caa,"Question: 
In the city that features a large bronze statue of a man sitting down and holding a golden orb that also served as a location for the Barber Dodge Pro Series race of 2000, who was the mayor during the riots?
Answer Choices are: 
a. Mayor Jerome Cavanagh
b. Mayor James Cavanagh
Specify their correct answer by choosing one of a or b: 
",a,a,['a']
279,84c3bbb1cd0c394c16b3233ca67b1862,"Question: 
Among teams that the New York Giants faced during the 1952 season, one such team has a helmet with a face shield as their logo.  In what year did this latter team relocate to Baltimore?
Answer Choices are: 
a. 1995
b.  '1966'
Specify their correct answer by choosing one of a or b: 
",a,b. 1966,['b. 1966']
280,cef1509c8f278ba44d7335cca8f4d1df,"Question: 
in Schedule of 1952 New York Giants season, how many nfl championships have the opponentthat has a full face helmet on its logo won?
Answer Choices are: 
a. five
b. four
Specify their correct answer by choosing one of a or b: 
",b,b. four,['b. four']
281,6c3d5c8e70fe3dac5c7f5d386c6ebd59,"Question: 
Among the Top-Ten results at 2002's Mountain Dew Southern 500, which driver scored a lower position: the driver whose corporate sponsor has a yellow triangle shape on their logo, below the company name, or the driver who previously won the first NASCAR race to take place at the Indianapolis Motor Speedway?
Answer Choices are: 
a. Ryan Newman
b. The driver who previously won the first NASCAR race to take place at the Bristol Motor Speedway.
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
282,e65403f60e1b26156c9e1a1b206f77da,"Question: 
What can be seen written on the page that can be seen in the hand of the composer of ""Jesu, Joy of Man's Desiring""?
Answer Choices are: 
a. scores
b. music
Specify their correct answer by choosing one of a or b: 
",b,b. music,['b. music']
283,7d473c613e0037a59725277fc4f864be,"Question: 
In the pictured statue that represents the branch of government primarily responsible for ensuring justice, what is the figure holding in her hands?
Answer Choices are: 
a. bowls
b. pliers
Specify their correct answer by choosing one of a or b: 
",a,b,['b']
284,4bb504308dad55c5e9d3e9d2e5468782,"Question: 
in SECOND SERVE POINTS WON of 2014 WTA Tour, who did the player that plays with loose curly long hair, beat in the olympics?
Answer Choices are: 
a. Urszula RadwaâÃska
b. Karoline Wozniacki
Specify their correct answer by choosing one of a or b: 
",a,b. Karoline Wozniacki,['b. Karoline Wozniacki']
285,bcbf61506d9c1c900355fb274a0ca875,"Question: 
in SECOND SERVE POINTS WON of 2014 WTA Tour, what is the number of grand slam titles for the player that plays with loose curly long hair?
Answer Choices are: 
a. 57
b. 39
Specify their correct answer by choosing one of a or b: 
",b,b. 39,['b. 39']
286,9ce2f6ea8b5ca2c5b40892a4c1d48ec4,"Question: 
They player with long curly loose hair who led the 2014 Tour in second serve points won does what for a living?
Answer Choices are: 
a. professional tennis player
b.  'professional florist'
Specify their correct answer by choosing one of a or b: 
",a,a. professional tennis player,['a. professional tennis player']
287,3d4cdcd755d2bb0c001e13880c97214d,"Question: 
In the Order of Merit listings of 1991's European Tour, which competitor achieved a higher position: the grey-haired, mustached player, or the player who won the Masters in two consecutive years?
Answer Choices are: 
a. Peter Oosterhuis
b. Rodger Davis
Specify their correct answer by choosing one of a or b: 
",b,a. Peter Oosterhuis,['a. Peter Oosterhuis']
