qid,question,origanswer,generatedanswer,correctness
4845,how long has man in the bottom of the image and jennifer field been together,1,3,0
4854,who is number 4 in the charts with man in the center of the image,2,3,0
4857,what is the priority of the department of commerce under person with the black suit in the image,1,2,0
4871,who is running against person in the image for president in 2016,1,0,0
4877,who is contesting for person in the image in uganda in 2018,1,0,0
4923,who is person in the right of the image in the white house,0,3,0
4933,who said person in the left of the image is a phony and a fraud,3,1,0
4959,who is running for woman in the center of the image,2,1,0
4977,who took over from man in the left of the image in 2006,0,1,0
4978,who is running for president with person in the left of the image,1,2,0
4981,where did person with the black suit in the image visit as president of the united states,0,2,0
4994,who is running against man in the image in the 2016 presidential election,3,2,0
4995,who is running against man in the image in the 2016 presidential election,1,3,0
5030,when is person in the right of the image going to make a public appearance,1,0,0
5032,why is man in the center of the image not running for president,0,3,0
5037,when did woman in the left of the image and actress get together,3,3,1
5040,who was woman in the image who defended donald trump,3,3,1
5041,who was person in the image talking about in parliament,1,0,0
5044,who is the new king of thailand after man in the center of the image died,0,3,0
5122,who was charged with terrorism in person in the right of the image,1,0,0
5128,where is the protection of woman in the left of the image camp in south sudan,1,1,1
5158,who is woman with the black suit in the image running for president,0,2,0
5159,where did the chinese american for woman with the black dress in the image take place,1,3,0
5170,where did person with the black jacket in the image and jennifer pittsburgh debate,2,1,0
5173,who is running for the leadership of the house of representatives against person in the image,2,3,0
5184,what factors led to the killing of man in the right of the image in north korea,3,2,0
5191,where did the battle against man in the bottom of the image take place,2,0,0
5192,where is person in the bottom of the image located in the middle east,2,1,0
5244,when man in the bottom of the image get an oscar for the producers,2,2,1
5259,where did shannon meet with person in the left of the image in venezuela,2,0,0
5262,where did woman in the left of the image meet with venezuelan president nicolas madrigo,3,3,1
