qid,question,origanswer,generatedanswer,correctness
1192,How many total items are there?,4,22,0
1193,How many total items are there?,4,24,0
1194,How many total items are there?,4,24,0
1195,How many total items are there?,6,28,0
1196,How many total items are there?,3,23,0
1197,How many total items are there?,8,24,0
1198,How many total items are there?,5,22,0
1199,How many total items are there?,4,24,0
1200,How many total items are there?,4,23,0
1201,How many total items are there?,3,15,0
1202,How many total items are there?,8,23,0
1203,How many total items are there?,3,23,0
1204,How many total items are there?,5,22,0
1205,How many total items are there?,3,28,0
1206,How many total items are there?,4,15,0
1207,How many total items are there?,3,23,0
1208,How many total items are there?,3,23,0
1209,How many total items are there?,3,22,0
1210,How many total items are there?,3,22,0
1211,How many total items are there?,3,28,0
1212,How many total items are there?,8,22,0
1213,How many total items are there?,4,22,0
1214,How many total items are there?,4,22,0
1215,How many total items are there?,7,22,0
1216,How many total items are there?,3,28,0
1217,How many total items are there?,3,22,0
1218,How many total items are there?,3,15,0
1219,How many total items are there?,5,23,0
1220,How many total items are there?,6,22,0
1221,How many total items are there?,4,23,0
1222,How many total items are there?,3,22,0
1223,How many total items are there?,4,24,0
1224,How many total items are there?,7,23,0
1225,How many total items are there?,5,23,0
1226,How many total items are there?,3,24,0
1227,How many total items are there?,5,22,0
1228,How many total items are there?,3,22,0
1229,How many total items are there?,3,22,0
1230,How many total items are there?,4,23,0
1231,How many total items are there?,4,20,0
1232,How many total items are there?,8,22,0
1233,How many total items are there?,3,22,0
1234,How many total items are there?,3,28,0
1235,How many total items are there?,4,15,0
1236,How many total items are there?,4,18,0
1237,How many total items are there?,3,22,0
1238,How many total items are there?,8,22,0
1239,How many total items are there?,3,22,0
1240,How many total items are there?,5,18,0
1241,How many total items are there?,8,18,0
1242,How many total items are there?,3,22,0
1243,How many total items are there?,4,17,0
1244,How many total items are there?,3,23,0
1245,How many total items are there?,4,28,0
1246,How many total items are there?,6,22,0
1247,How many total items are there?,6,23,0
1248,How many total items are there?,3,23,0
1249,How many total items are there?,10,23,0
1250,How many total items are there?,3,22,0
1251,How many spheres are there ?,3,22,0
1252,How many gray spheres are there ?,4,22,0
1253,How many shiny objects are there ?,10,22,0
1254,How many red cylinders are there ?,3,18,0
1255,How many large blue objects are there ?,3,22,0
1256,How many yellow objects are there ?,5,22,0
1257,How many purple spheres are there ?,3,24,0
1258,How many brown objects are there ?,4,22,0
1259,How many red shiny cylinders are there ?,3,22,0
1260,How many large blue objects are there ?,3,15,0
1261,How many matte cubes are there ?,6,23,0
1262,How many matte cubes are there ?,4,23,0
1263,How many shiny objects are there ?,7,22,0
1264,How many yellow shiny cylinders are there ?,3,18,0
1265,How many red matte spheres are there ?,3,24,0
1266,How many cylinders are there ?,6,22,0
1267,How many matte objects are there ?,8,23,0
1268,How many spheres are there ?,6,22,0
1269,How many small objects are there ?,4,23,0
1270,How many small cubes are there ?,6,23,0
1271,How many small objects are there ?,5,18,0
1272,How many large objects are there ?,5,17,0
1273,How many small cylinders are there ?,4,22,0
1274,How many large shiny objects are there ?,4,22,0
1275,How many small objects are there ?,5,22,0
1276,How many shiny objects are there ?,7,22,0
1277,How many red objects are there ?,3,17,0
1278,How many matte objects are there ?,6,23,0
1279,How many red objects are there ?,3,20,0
1280,How many large shiny cubes are there ?,3,23,0
1281,How many shiny objects are there ?,9,22,0
1282,How many small shiny objects are there ?,4,22,0
1283,How many shiny objects are there ?,7,22,0
1284,How many shiny objects are there ?,8,18,0
1285,How many cyan objects are there ?,5,22,0
1286,How many large spheres are there ?,5,22,0
1287,How many matte spheres are there ?,3,22,0
1288,How many gray objects are there ?,4,24,0
1289,How many small yellow shiny objects are there ?,3,14,0
1290,How many shiny objects are there ?,7,22,0
1291,How many shiny objects are there ?,7,22,0
1292,How many cyan matte objects are there ?,3,15,0
1293,How many large cubes are there ?,4,15,0
1294,How many cubes are there ?,5,23,0
1295,How many brown cylinders are there ?,3,20,0
1296,How many large blue matte objects are there ?,3,22,0
1297,How many spheres are there ?,7,22,0
1298,How many small objects are there ?,5,23,0
1299,How many large cylinders are there ?,6,18,0
1300,How many green objects are there ?,4,18,0
1301,How many cyan cylinders are there ?,3,19,0
1302,How many matte spheres are there ?,3,24,0
1303,How many shiny objects are there ?,4,20,0
1304,How many cubes are there ?,6,23,0
1305,How many spheres are there ?,4,20,0
1306,How many small objects are there ?,4,24,0
1307,How many large blue shiny objects are there ?,3,22,0
1308,How many large objects are there ?,5,22,0
1309,How many cubes are there ?,6,23,0
1310,How many brown objects are there ?,5,20,0
1311,How many gray spheres are there ?,3,22,0
1312,How many yellow cylinders are there ?,4,22,0
1313,How many small yellow matte objects are there ?,3,18,0
1314,How many large matte spheres are there ?,4,14,0
1315,How many gray objects are there ?,3,18,0
1316,How many shiny objects are there ?,4,22,0
1317,How many spheres are there ?,4,22,0
1318,How many cubes are there ?,4,28,0
1319,How many large objects are there ?,5,22,0
1320,How many small objects are there ?,8,28,0
1321,How many cubes are there ?,3,24,0
1322,How many cylinders are there ?,3,18,0
1323,How many spheres are there ?,4,24,0
1324,How many large spheres are there ?,4,22,0
1325,How many large spheres are there ?,3,22,0
1326,How many large shiny objects are there ?,3,24,0
1327,How many large objects are there ?,6,22,0
1328,How many green spheres are there ?,3,22,0
1329,How many small objects are there ?,9,24,0
1330,How many large gray objects are there ?,5,22,0
1331,How many cylinders are there ?,5,22,0
1332,How many cyan matte objects are there ?,4,18,0
1333,How many purple shiny objects are there ?,4,22,0
1334,How many spheres are there ?,6,22,0
1335,How many shiny cylinders are there ?,4,18,0
1336,How many small objects are there ?,4,22,0
1337,How many shiny objects are there ?,8,22,0
1338,How many large blue objects are there ?,4,23,0
1339,How many cubes are there ?,4,24,0
1340,How many cylinders are there ?,5,22,0
1341,How many shiny objects are there ?,5,24,0
1342,How many small matte objects are there ?,4,23,0
1343,How many blue objects are there ?,4,22,0
1344,How many gray objects are there ?,4,23,0
1345,How many small objects are there ?,10,22,0
1346,How many spheres are there ?,5,22,0
1347,How many matte objects are there ?,5,20,0
1348,How many small objects are there ?,6,23,0
1349,How many spheres are there ?,4,22,0
1350,How many green shiny objects are there ?,3,22,0
1351,How many big objects are there ?,8,22,0
1352,How many tiny objects are there ?,6,22,0
1353,How many gray cubes are there ?,3,17,0
1354,How many tiny objects are there ?,7,18,0
1355,How many big objects are there ?,3,24,0
1356,How many brown rubber objects are there ?,3,18,0
1357,How many blue cubes are there ?,3,23,0
1358,How many cubes are there ?,3,24,0
1359,How many red objects are there ?,4,17,0
1360,How many spheres are there ?,8,22,0
1361,How many yellow spheres are there ?,4,14,0
1362,How many metal objects are there ?,5,20,0
1363,How many big red objects are there ?,4,15,0
1364,How many big metal objects are there ?,4,18,0
1365,How many big spheres are there ?,6,22,0
1366,How many brown cylinders are there ?,3,22,0
1367,How many metal objects are there ?,5,22,0
1368,How many cyan objects are there ?,5,21,0
1369,How many tiny objects are there ?,5,22,0
1370,How many cubes are there ?,4,24,0
1371,How many cubes are there ?,4,23,0
1372,How many tiny objects are there ?,4,22,0
1373,How many metal objects are there ?,8,22,0
1374,How many cylinders are there ?,4,23,0
1375,How many tiny objects are there ?,9,23,0
1376,How many red objects are there ?,4,20,0
1377,How many big objects are there ?,7,23,0
1378,How many spheres are there ?,4,24,0
1379,How many cylinders are there ?,4,22,0
1380,How many tiny metal objects are there ?,3,22,0
1381,How many rubber objects are there ?,6,22,0
1382,How many big purple rubber objects are there ?,3,24,0
1383,How many yellow objects are there ?,4,18,0
1384,How many spheres are there ?,7,22,0
1385,How many big objects are there ?,6,22,0
1386,How many cubes are there ?,6,18,0
1387,How many gray metal objects are there ?,3,22,0
1388,How many tiny metal objects are there ?,6,22,0
1389,How many metal objects are there ?,5,22,0
1390,How many metal objects are there ?,4,22,0
1391,How many tiny objects are there ?,6,23,0
1392,How many big objects are there ?,5,28,0
1393,How many yellow rubber objects are there ?,4,20,0
1394,How many metal objects are there ?,6,18,0
1395,How many metal objects are there ?,7,22,0
1396,How many rubber objects are there ?,6,28,0
1397,How many rubber spheres are there ?,4,22,0
1398,How many brown objects are there ?,4,18,0
1399,How many rubber objects are there ?,6,22,0
1400,How many green cylinders are there ?,4,18,0
1401,How many cubes are there ?,5,23,0
1402,How many metal objects are there ?,6,20,0
1403,How many big cyan objects are there ?,3,22,0
1404,How many big objects are there ?,6,14,0
1405,How many metal objects are there ?,8,22,0
1406,How many yellow objects are there ?,6,16,0
1407,How many big objects are there ?,8,23,0
1408,How many cylinders are there ?,7,22,0
1409,How many purple objects are there ?,5,22,0
1410,How many tiny cyan objects are there ?,3,28,0
1411,How many rubber cubes are there ?,4,28,0
1412,How many purple objects are there ?,4,15,0
1413,How many metal objects are there ?,6,18,0
1414,How many tiny objects are there ?,9,22,0
1415,How many rubber objects are there ?,6,22,0
1416,How many red objects are there ?,4,28,0
1417,How many tiny metal objects are there ?,5,22,0
1418,How many big green objects are there ?,4,19,0
1419,How many metal objects are there ?,6,18,0
1420,How many blue objects are there ?,4,28,0
1421,How many cylinders are there ?,6,18,0
1422,How many cylinders are there ?,3,28,0
1423,How many green objects are there ?,4,22,0
1424,How many spheres are there ?,6,24,0
1425,How many green objects are there ?,3,22,0
1426,How many red rubber objects are there ?,3,23,0
1427,How many big objects are there ?,5,23,0
1428,How many big cylinders are there ?,5,22,0
1429,How many red objects are there ?,3,18,0
1430,How many rubber cubes are there ?,3,28,0
1431,How many tiny purple cubes are there ?,3,28,0
1432,How many purple objects are there ?,3,17,0
1433,How many cubes are there ?,9,28,0
1434,How many big rubber objects are there ?,4,20,0
1435,How many tiny metal objects are there ?,6,22,0
1436,How many spheres are there ?,5,22,0
1437,How many gray metal objects are there ?,3,20,0
1438,How many big objects are there ?,5,22,0
1439,How many green objects are there ?,5,24,0
1440,How many cubes are there ?,5,28,0
1441,How many tiny metal objects are there ?,5,23,0
1442,How many tiny objects are there ?,4,22,0
1443,How many tiny objects are there ?,4,22,0
1444,How many tiny blue objects are there ?,3,22,0
1445,How many rubber objects are there ?,5,23,0
1446,How many big objects are there ?,7,18,0
1447,How many big objects are there ?,4,22,0
1448,How many big objects are there ?,6,22,0
1449,How many green objects are there ?,4,18,0
1450,How many big brown objects are there ?,4,20,0
1451,How many blue objects are there ?,3,22,0
1452,How many cyan objects are there ?,3,17,0
1453,How many cylinders are there ?,6,22,0
1454,How many cyan objects are there ?,3,18,0
1455,How many brown metal objects are there ?,3,18,0
1456,How many metal objects are there ?,4,22,0
1457,How many small objects are there ?,4,22,0
1458,How many balls are there ?,6,28,0
1459,How many balls are there ?,6,28,0
1460,How many small metal objects are there ?,4,22,0
1461,How many metal objects are there ?,4,24,0
1462,How many cylinders are there ?,4,20,0
1463,How many metal cylinders are there ?,4,22,0
1464,How many blue cylinders are there ?,3,22,0
1465,How many blue metal objects are there ?,4,21,0
1466,How many cylinders are there ?,5,23,0
1467,How many brown objects are there ?,4,22,0
1468,How many large objects are there ?,6,22,0
1469,How many rubber balls are there ?,4,22,0
1470,How many metal objects are there ?,6,23,0
1471,How many rubber objects are there ?,6,22,0
1472,How many small yellow objects are there ?,3,22,0
1473,How many rubber objects are there ?,6,22,0
1474,How many red objects are there ?,3,16,0
1475,How many metal blocks are there ?,4,23,0
1476,How many large balls are there ?,4,22,0
1477,How many brown metal objects are there ?,3,22,0
1478,How many metal objects are there ?,5,18,0
1479,How many balls are there ?,8,22,0
1480,How many rubber objects are there ?,8,28,0
1481,How many gray objects are there ?,4,17,0
1482,How many cylinders are there ?,7,23,0
1483,How many large objects are there ?,5,22,0
1484,How many small yellow objects are there ?,6,22,0
1485,How many red objects are there ?,3,16,0
1486,How many blocks are there ?,6,28,0
1487,How many blue objects are there ?,3,20,0
1488,How many small metal objects are there ?,6,24,0
1489,How many small cylinders are there ?,4,20,0
1490,How many gray objects are there ?,3,18,0
1491,How many rubber objects are there ?,5,22,0
1492,How many purple objects are there ?,3,23,0
1493,How many small rubber objects are there ?,3,22,0
1494,How many metal objects are there ?,8,22,0
1495,How many metal objects are there ?,7,22,0
1496,How many gray objects are there ?,3,20,0
1497,How many red metal objects are there ?,3,17,0
1498,How many cylinders are there ?,5,22,0
1499,How many large gray objects are there ?,3,22,0
1500,How many large blocks are there ?,4,23,0
1501,How many small objects are there ?,8,18,0
1502,How many metal cylinders are there ?,3,22,0
1503,How many brown objects are there ?,8,16,0
1504,How many large red objects are there ?,3,16,0
1505,How many small objects are there ?,12,22,0
1506,How many large objects are there ?,7,22,0
1507,How many cylinders are there ?,5,16,0
1508,How many small red cylinders are there ?,3,15,0
1509,How many brown objects are there ?,5,20,0
1510,How many rubber blocks are there ?,4,23,0
1511,How many large yellow rubber objects are there ?,3,18,0
1512,How many balls are there ?,5,24,0
1513,How many blue objects are there ?,3,23,0
1514,How many rubber objects are there ?,4,22,0
1515,How many cyan balls are there ?,4,18,0
1516,How many cylinders are there ?,6,20,0
1517,How many gray objects are there ?,3,22,0
1518,How many cylinders are there ?,4,22,0
1519,How many blue objects are there ?,3,18,0
1520,How many small green objects are there ?,4,17,0
1521,How many large green objects are there ?,3,22,0
1522,How many blue objects are there ?,6,15,0
1523,How many small objects are there ?,9,24,0
1524,How many yellow metal objects are there ?,4,22,0
1525,How many small red rubber objects are there ?,3,22,0
1526,How many large balls are there ?,3,22,0
1527,How many large metal objects are there ?,3,23,0
1528,How many large objects are there ?,5,24,0
1529,How many large objects are there ?,5,22,0
1530,How many small objects are there ?,9,22,0
1531,How many brown objects are there ?,5,22,0
1532,How many small metal objects are there ?,4,19,0
1533,How many brown objects are there ?,3,22,0
1534,How many brown rubber blocks are there ?,3,23,0
1535,How many large brown objects are there ?,3,20,0
1536,How many gray objects are there ?,4,24,0
1537,How many metal objects are there ?,7,22,0
1538,How many red objects are there ?,5,20,0
1539,How many rubber objects are there ?,7,22,0
1540,How many rubber objects are there ?,6,22,0
1541,How many large cyan rubber objects are there ?,3,17,0
1542,How many small objects are there ?,9,22,0
1543,How many rubber objects are there ?,6,24,0
1544,How many green objects are there ?,4,18,0
1545,How many large objects are there ?,7,22,0
1546,How many large rubber balls are there ?,5,22,0
1547,How many large objects are there ?,4,17,0
1548,How many metal objects are there ?,5,15,0
1549,How many balls are there ?,5,24,0
1550,How many cylinders are there ?,4,23,0
1551,What number of large blue objects are there ?,4,22,0
1552,What number of metal objects are there ?,5,22,0
1553,What number of large spheres are there ?,4,22,0
1554,What number of small purple objects are there ?,4,24,0
1555,What number of rubber objects are there ?,6,23,0
1556,What number of large cylinders are there ?,4,18,0
1557,What number of metal objects are there ?,5,15,0
1558,What number of small objects are there ?,9,22,0
1559,What number of metal objects are there ?,7,22,0
1560,What number of small blue rubber objects are there ?,3,22,0
1561,What number of spheres are there ?,6,22,0
1562,What number of small rubber objects are there ?,4,24,0
1563,What number of blue cubes are there ?,5,17,0
1564,What number of large yellow objects are there ?,4,23,0
1565,What number of purple objects are there ?,3,22,0
1566,What number of purple objects are there ?,3,24,0
1567,What number of purple objects are there ?,3,17,0
1568,What number of red rubber objects are there ?,3,20,0
1569,What number of spheres are there ?,4,22,0
1570,What number of gray metal objects are there ?,3,17,0
1571,What number of small brown objects are there ?,3,22,0
1572,What number of large gray metal objects are there ?,3,20,0
1573,What number of rubber objects are there ?,7,22,0
1574,What number of small objects are there ?,7,22,0
1575,What number of large purple rubber objects are there ?,3,17,0
1576,What number of small cyan objects are there ?,3,18,0
1577,What number of yellow objects are there ?,3,22,0
1578,What number of cubes are there ?,5,24,0
1579,What number of red objects are there ?,4,20,0
1580,What number of blue cylinders are there ?,3,28,0
1581,What number of small green objects are there ?,3,18,0
1582,What number of metal objects are there ?,9,18,0
1583,What number of rubber cubes are there ?,6,28,0
1584,What number of large objects are there ?,7,20,0
1585,What number of small objects are there ?,5,17,0
1586,What number of small red objects are there ?,4,23,0
1587,What number of gray objects are there ?,3,17,0
1588,What number of gray cubes are there ?,3,20,0
1589,What number of large objects are there ?,6,22,0
1590,What number of rubber objects are there ?,5,22,0
1591,What number of small objects are there ?,7,20,0
1592,What number of large cylinders are there ?,3,22,0
1593,What number of large red objects are there ?,4,18,0
1594,What number of green objects are there ?,3,19,0
1595,What number of small objects are there ?,10,22,0
1596,What number of metal objects are there ?,7,22,0
1597,What number of small objects are there ?,8,18,0
1598,What number of blue objects are there ?,3,24,0
1599,What number of metal objects are there ?,4,22,0
1600,What number of small rubber cubes are there ?,5,24,0
1601,What number of gray objects are there ?,3,22,0
1602,What number of rubber spheres are there ?,5,24,0
1603,What number of large yellow objects are there ?,3,24,0
1604,What number of metal cylinders are there ?,4,18,0
1605,What number of rubber objects are there ?,6,17,0
1606,What number of metal objects are there ?,4,20,0
1607,What number of large metal objects are there ?,5,20,0
1608,What number of green objects are there ?,4,20,0
1609,What number of large objects are there ?,3,22,0
1610,What number of small objects are there ?,5,20,0
1611,What number of small objects are there ?,6,22,0
1612,What number of small objects are there ?,5,22,0
1613,What number of small objects are there ?,5,23,0
1614,What number of large rubber cylinders are there ?,3,22,0
1615,What number of small objects are there ?,3,18,0
1616,What number of brown objects are there ?,3,20,0
1617,What number of small purple rubber objects are there ?,4,15,0
1618,What number of metal cubes are there ?,3,18,0
1619,What number of small objects are there ?,5,22,0
1620,What number of rubber objects are there ?,7,23,0
1621,What number of rubber spheres are there ?,3,24,0
1622,What number of small spheres are there ?,4,24,0
1623,What number of small objects are there ?,4,23,0
1624,What number of metal objects are there ?,8,22,0
1625,What number of small objects are there ?,5,22,0
1626,What number of large metal cubes are there ?,3,20,0
1627,What number of metal objects are there ?,9,20,0
1628,What number of large objects are there ?,8,22,0
1629,What number of rubber objects are there ?,6,28,0
1630,What number of large objects are there ?,6,18,0
1631,What number of metal objects are there ?,6,14,0
1632,What number of small objects are there ?,7,22,0
1633,What number of small yellow spheres are there ?,3,22,0
1634,What number of cylinders are there ?,7,22,0
1635,What number of large objects are there ?,3,15,0
1636,What number of red cubes are there ?,4,18,0
1637,What number of rubber objects are there ?,6,23,0
1638,What number of gray objects are there ?,4,22,0
1639,What number of rubber spheres are there ?,4,22,0
1640,What number of red objects are there ?,4,20,0
1641,What number of rubber objects are there ?,9,23,0
1642,What number of metal objects are there ?,5,23,0
1643,What number of small objects are there ?,9,23,0
1644,What number of spheres are there ?,6,22,0
1645,What number of large brown objects are there ?,3,22,0
1646,What number of cylinders are there ?,7,23,0
1647,What number of cyan objects are there ?,3,18,0
1648,What number of rubber objects are there ?,7,22,0
1649,What number of green objects are there ?,3,24,0
1650,What number of green metal objects are there ?,3,18,0
1651,Count the number of large objects .,7,18,0
1652,Count the number of small objects .,7,22,0
1653,Count the number of large objects .,6,28,0
1654,Count the number of metal objects .,6,22,0
1655,Count the number of large objects .,7,22,0
1656,Count the number of small green objects .,3,28,0
1657,Count the number of small green objects .,3,22,0
1658,Count the number of yellow metal cubes .,3,20,0
1659,Count the number of rubber objects .,9,28,0
1660,Count the number of small cubes .,6,23,0
1661,Count the number of small gray objects .,4,22,0
1662,Count the number of metal objects .,9,22,0
1663,Count the number of metal objects .,6,22,0
1664,Count the number of cylinders .,5,22,0
1665,Count the number of small objects .,6,23,0
1666,Count the number of purple objects .,3,22,0
1667,Count the number of gray objects .,5,22,0
1668,Count the number of metal objects .,5,22,0
1669,Count the number of gray cylinders .,3,22,0
1670,Count the number of green spheres .,3,22,0
1671,Count the number of rubber objects .,5,24,0
1672,Count the number of rubber objects .,5,22,0
1673,Count the number of cubes .,5,27,0
1674,Count the number of spheres .,6,22,0
1675,Count the number of green objects .,4,18,0
1676,Count the number of large objects .,9,22,0
1677,Count the number of spheres .,6,22,0
1678,Count the number of rubber objects .,6,22,0
1679,Count the number of rubber objects .,9,22,0
1680,Count the number of large yellow objects .,4,18,0
1681,Count the number of green cubes .,3,24,0
1682,Count the number of red rubber objects .,4,20,0
1683,Count the number of rubber objects .,10,22,0
1684,Count the number of red objects .,3,22,0
1685,Count the number of spheres .,6,28,0
1686,Count the number of large purple objects .,3,17,0
1687,Count the number of green metal objects .,3,18,0
1688,Count the number of small cubes .,3,28,0
1689,Count the number of metal cylinders .,4,22,0
1690,Count the number of large red cylinders .,3,22,0
1691,Count the number of metal objects .,5,20,0
1692,Count the number of purple objects .,4,23,0
1693,Count the number of gray objects .,5,22,0
1694,Count the number of green objects .,3,18,0
1695,Count the number of metal objects .,7,22,0
1696,Count the number of large rubber cylinders .,3,23,0
1697,Count the number of metal objects .,7,18,0
1698,Count the number of red metal objects .,4,18,0
1699,Count the number of spheres .,3,24,0
1700,Count the number of small objects .,6,23,0
1701,Count the number of small objects .,4,23,0
1702,Count the number of cyan objects .,3,18,0
1703,Count the number of metal cubes .,3,27,0
1704,Count the number of blue objects .,6,15,0
1705,Count the number of green rubber objects .,4,19,0
1706,Count the number of rubber objects .,9,22,0
1707,Count the number of large gray metal objects .,3,17,0
1708,Count the number of metal objects .,6,15,0
1709,Count the number of metal objects .,4,18,0
1710,Count the number of small yellow metal objects .,3,18,0
1711,Count the number of large objects .,7,22,0
1712,Count the number of metal objects .,5,22,0
1713,Count the number of green spheres .,3,22,0
1714,Count the number of red objects .,7,22,0
1715,Count the number of cyan objects .,3,28,0
1716,Count the number of metal cubes .,4,27,0
1717,Count the number of metal objects .,7,22,0
1718,Count the number of cubes .,5,28,0
1719,Count the number of spheres .,6,22,0
1720,Count the number of purple spheres .,3,22,0
1721,Count the number of large objects .,8,22,0
1722,Count the number of large yellow rubber objects .,3,22,0
1723,Count the number of metal cubes .,5,20,0
1724,Count the number of large rubber spheres .,3,22,0
1725,Count the number of brown objects .,3,22,0
1726,Count the number of gray objects .,3,22,0
1727,Count the number of large red objects .,3,28,0
1728,Count the number of small rubber objects .,5,22,0
1729,Count the number of small gray objects .,3,28,0
1730,Count the number of gray objects .,4,22,0
1731,Count the number of metal objects .,9,22,0
1732,Count the number of spheres .,3,22,0
1733,Count the number of cylinders .,6,23,0
1734,Count the number of gray objects .,4,23,0
1735,Count the number of metal objects .,6,20,0
1736,Count the number of gray cylinders .,3,17,0
1737,Count the number of purple objects .,6,22,0
1738,Count the number of spheres .,8,22,0
1739,Count the number of green spheres .,3,22,0
1740,Count the number of small rubber cubes .,3,23,0
1741,Count the number of gray objects .,4,22,0
1742,Count the number of red objects .,3,20,0
1743,Count the number of small objects .,7,23,0
1744,Count the number of small metal objects .,4,22,0
1745,Count the number of large cylinders .,3,22,0
1746,Count the number of large cylinders .,3,22,0
1747,Count the number of spheres .,6,22,0
1748,Count the number of large objects .,4,20,0
1749,Count the number of spheres .,4,22,0
1750,Count the number of cubes .,4,28,0
1751,How many gray metal objects are there ?,3,16,0
1752,How many cyan metal cylinders are there ?,3,18,0
1753,How many tiny spheres are there ?,4,24,0
1754,How many rubber objects are there ?,7,22,0
1755,How many green rubber objects are there ?,4,22,0
1756,How many tiny spheres are there ?,5,22,0
1757,How many big metal cubes are there ?,4,23,0
1758,How many tiny objects are there ?,7,22,0
1759,How many spheres are there ?,3,22,0
1760,How many green rubber objects are there ?,3,22,0
1761,How many tiny gray objects are there ?,3,24,0
1762,How many metal objects are there ?,7,22,0
1763,How many spheres are there ?,7,24,0
1764,How many tiny objects are there ?,5,22,0
1765,How many metal objects are there ?,8,22,0
1766,How many green objects are there ?,3,22,0
1767,How many big objects are there ?,6,22,0
1768,How many big objects are there ?,7,18,0
1769,How many rubber objects are there ?,4,28,0
1770,How many red objects are there ?,3,15,0
1771,How many big metal spheres are there ?,3,20,0
1772,How many big rubber objects are there ?,6,22,0
1773,How many big objects are there ?,7,22,0
1774,How many green rubber objects are there ?,3,28,0
1775,How many cubes are there ?,4,17,0
1776,How many cubes are there ?,5,24,0
1777,How many metal objects are there ?,7,23,0
1778,How many big objects are there ?,9,22,0
1779,How many big brown objects are there ?,3,22,0
1780,How many blue objects are there ?,3,14,0
1781,How many rubber objects are there ?,8,28,0
1782,How many big red cubes are there ?,3,18,0
1783,How many rubber objects are there ?,9,23,0
1784,How many metal cylinders are there ?,3,22,0
1785,How many yellow cylinders are there ?,3,23,0
1786,How many tiny objects are there ?,8,22,0
1787,How many big metal objects are there ?,7,18,0
1788,How many spheres are there ?,6,22,0
1789,How many brown rubber objects are there ?,3,22,0
1790,How many metal objects are there ?,7,22,0
1791,How many rubber objects are there ?,7,22,0
1792,How many rubber objects are there ?,7,22,0
1793,How many rubber objects are there ?,5,28,0
1794,How many rubber cylinders are there ?,4,23,0
1795,How many tiny rubber objects are there ?,5,28,0
1796,How many gray rubber objects are there ?,4,23,0
1797,How many tiny gray objects are there ?,3,22,0
1798,How many tiny objects are there ?,8,22,0
1799,How many tiny objects are there ?,8,23,0
1800,How many blue objects are there ?,4,19,0
1801,How many tiny yellow objects are there ?,3,22,0
1802,How many metal spheres are there ?,4,24,0
1803,How many tiny metal objects are there ?,5,22,0
1804,How many spheres are there ?,6,22,0
1805,How many tiny purple objects are there ?,3,22,0
1806,How many cylinders are there ?,3,23,0
1807,How many yellow objects are there ?,4,18,0
1808,How many gray spheres are there ?,3,22,0
1809,How many purple objects are there ?,4,24,0
1810,How many spheres are there ?,4,18,0
1811,How many cubes are there ?,6,28,0
1812,How many spheres are there ?,4,22,0
1813,How many spheres are there ?,6,22,0
1814,How many big objects are there ?,7,22,0
1815,How many big cylinders are there ?,4,23,0
1816,How many metal objects are there ?,5,17,0
1817,How many brown spheres are there ?,3,20,0
1818,How many metal objects are there ?,6,22,0
1819,How many tiny gray cylinders are there ?,3,14,0
1820,How many gray objects are there ?,6,18,0
1821,How many tiny metal objects are there ?,5,22,0
1822,How many rubber spheres are there ?,6,22,0
1823,How many rubber spheres are there ?,3,22,0
1824,How many red metal objects are there ?,3,20,0
1825,How many yellow objects are there ?,4,18,0
1826,How many big objects are there ?,9,18,0
1827,How many rubber objects are there ?,8,14,0
1828,How many blue objects are there ?,4,21,0
1829,How many big gray rubber cylinders are there ?,4,23,0
1830,How many rubber objects are there ?,5,23,0
1831,How many purple rubber objects are there ?,3,22,0
1832,How many spheres are there ?,5,22,0
1833,How many big yellow spheres are there ?,4,15,0
1834,How many spheres are there ?,5,24,0
1835,How many yellow metal objects are there ?,3,20,0
1836,How many spheres are there ?,6,22,0
1837,How many tiny gray objects are there ?,3,22,0
1838,How many big metal objects are there ?,5,15,0
1839,How many spheres are there ?,5,24,0
1840,How many big objects are there ?,7,22,0
1841,How many tiny metal cylinders are there ?,3,23,0
1842,How many big blue metal objects are there ?,3,21,0
1843,How many cylinders are there ?,4,22,0
1844,How many tiny objects are there ?,4,22,0
1845,How many metal objects are there ?,9,22,0
1846,How many rubber objects are there ?,6,22,0
1847,How many big objects are there ?,4,19,0
1848,How many big blue objects are there ?,3,24,0
1849,How many rubber objects are there ?,4,23,0
1850,How many yellow objects are there ?,3,22,0
1851,How many small metal cubes are there ?,4,24,0
1852,How many red objects are there ?,4,24,0
1853,How many small cylinders are there ?,5,22,0
1854,How many cyan objects are there ?,6,22,0
1855,How many cubes are there ?,6,24,0
1856,How many large spheres are there ?,5,22,0
1857,How many small objects are there ?,5,28,0
1858,How many large objects are there ?,7,15,0
1859,How many gray rubber cylinders are there ?,4,17,0
1860,How many metal objects are there ?,7,18,0
1861,How many metal objects are there ?,8,22,0
1862,How many small objects are there ?,8,22,0
1863,How many cylinders are there ?,6,22,0
1864,How many large objects are there ?,8,24,0
1865,How many cyan objects are there ?,4,21,0
1866,How many small objects are there ?,8,23,0
1867,How many purple objects are there ?,6,15,0
1868,How many large cyan rubber objects are there ?,4,28,0
1869,How many large objects are there ?,6,18,0
1870,How many small cubes are there ?,7,18,0
1871,How many rubber objects are there ?,5,28,0
1872,How many red objects are there ?,4,22,0
1873,How many yellow objects are there ?,5,15,0
1874,How many cylinders are there ?,5,20,0
1875,How many rubber cylinders are there ?,4,22,0
1876,How many small yellow cylinders are there ?,4,22,0
1877,How many rubber objects are there ?,4,23,0
