qid,gt_ans,pred_ans_blip,correctness_blip
371,"[2, 3, 1, 0]","[1, 0, 2, 3]",0
372,"[2, 1, 0, 3]","[0, 1, 2, 3]",0
373,"[0, 3, 5, 2, 1, 4]","[2, 1, 4, 3, 5, 0]",0
374,"[0, 4, 3, 1, 2]","[0, 4, 3, 1, 2]",1
375,"[2, 0, 3, 1]","[2, 0, 3, 1]",1
376,"[1, 3, 2, 5, 6, 0, 4]","[1, 3, 2, 5, 6, 0, 4]",1
377,"[5, 3, 1, 4, 2, 0]","[5, 0, 2, 1, 4, 3]",0
378,"[4, 6, 2, 5, 0, 1, 3]","[4, 6, 2, 5, 0, 1, 3]",1
379,"[2, 1, 0]","[2, 1, 0]",1
380,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
381,"[3, 1, 4, 2, 0]","[3, 0, 2, 4, 1]",0
382,"[2, 1, 4, 3, 5, 0]","[5, 4, 2, 1, 0, 3]",0
383,"[1, 3, 1, 0, 1, 6, 1]","[1, 0, 3, 6, 1, 1, 1]",0
384,"[2, 0, 3, 1]","[2, 0, 3, 1]",1
385,"[0, 1, 2]","[0, 1, 2]",1
386,"[1, 3, 6, 4, 2, 7, 5, 0]","[3, 2, 7, 6, 5, 4, 0, 1]",0
387,"[0, 1, 2]","[0, 1, 2]",1
388,"[3, 1, 0, 2]","[1, 0, 3, 2]",0
389,"[1, 4, 2, 0, 3]","[1, 4, 2, 0, 3]",1
390,"[2, 1, 0]","[2, 1, 0]",1
391,"[2, 1, 0]","[1, 2, 0]",0
392,"[5, 2, 4, 0, 1, 3]","[5, 1, 3, 4, 2, 0]",0
393,"[3, 1, 2, 0]","[3, 1, 2, 0]",1
394,"[3, 0, 2, 1, 4]","[0, 1, 2, 4, 3]",0
395,"[1, 5, 0, 2, 4, 3]","[1, 0, 2, 4, 3, 5]",0
396,"[0, 2, 1, 4, 3]","[1, 2, 4, 3, 0]",0
397,"[3, 4, 0, 1, 2]","[0, 2, 1, 4, 3]",0
398,"[3, 1, 2, 0]","[1, 0, 3, 2]",0
399,"[3, 0, 1, 2]","[0, 1, 3, 2]",0
400,"[0, 6, 2, 1, 5, 3, 7, 8, 4]","[0, 6, 2, 1, 5, 3, 7, 8, 4]",1
401,"[7, 4, 5, 0, 2, 3, 1, 6]","[0, 1, 4, 2, 7, 5, 3, 6]",0
402,"[1, 2, 3, 5, 4, 0]","[1, 2, 3, 5, 4, 0]",1
403,"[2, 3, 1, 0]","[0, 1, 2, 3]",0
404,"[2, 3, 1, 0]","[0, 2, 3, 1]",0
405,"[0, 1, 3, 2]","[0, 1, 3, 2]",1
406,"[0, 1, 2]","[0, 1, 2]",1
407,"[0, 2, 1, 3]","[0, 2, 1, 3]",1
408,"[4, 5, 2, 3, 0, 1]","[2, 3, 4, 0, 1, 5]",0
409,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
410,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
411,"[2, 1, 0]","[0, 2, 1]",0
412,"[3, 0, 4, 2, 1]","[4, 0, 2, 1, 3]",0
413,"[4, 0, 3, 5, 1, 2]","[1, 5, 0, 2, 3, 4]",0
414,"[1, 5, 3, 4, 0, 2]","[2, 5, 3, 4, 0, 1]",0
415,"[1, 0, 5, 3, 2, 4]","[1, 0, 5, 3, 2, 4]",1
416,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
417,"[2, 4, 3, 0, 1]","[1, 2, 0, 4, 3]",0
418,"[0, 2, 3, 1]","[1, 2, 3, 0]",0
419,"[3, 0, 1, 2]","[1, 0, 2, 3]",0
420,"[2, 1, 0]","[0, 1, 2]",0
421,"[3, 1, 2, 0]","[0, 1, 2, 3]",0
422,"[2, 0, 4, 1, 3]","[0, 4, 3, 2, 1]",0
423,"[1, 2, 4, 3, 0]","[2, 1, 3, 4, 0]",0
424,"[1, 3, 2, 0]","[0, 3, 2, 1]",0
425,"[5, 3, 2, 1, 4, 0]","[5, 3, 2, 1, 4, 0]",1
426,"[1, 3, 0, 2]","[1, 0, 3, 2]",0
427,"[3, 0, 4, 1, 2]","[3, 0, 2, 1, 4]",0
428,"[3, 4, 2, 5, 1, 0]","[1, 0, 2, 5, 4, 3]",0
429,"[3, 2, 0, 1]","[2, 1, 3, 0]",0
430,"[0, 2, 3, 1]","[0, 1, 2, 3]",0
431,"[4, 2, 5, 1, 0, 3]","[1, 2, 3, 0, 4, 5]",0
432,"[5, 2, 4, 3, 0, 1]","[2, 1, 5, 0, 4, 3]",0
433,"[0, 1, 2]","[0, 1, 2]",1
434,"[2, 9, 2, 5, 12, 1, 8, 6, 7, 10, 0, 11, 2]","[8, 6, 9, 0, 7, 1, 12, 10, 2, 11, 2, 2, 5]",0
435,"[4, 0, 2, 1, 3, 5]","[0, 5, 2, 4, 3, 1]",0
436,"[3, 0, 1, 2]","[1, 0, 3, 2]",0
437,"[4, 3, 2, 0, 6, 1, 5]","[3, 1, 5, 6, 4, 2, 0]",0
438,"[7, 8, 6, 2, 5, 1, 4, 3, 0]","[7, 8, 6, 2, 5, 1, 4, 3, 0]",1
439,"[3, 2, 1, 0]","[0, 3, 2, 1]",0
440,"[0, 4, 1, 2, 3]","[0, 4, 3, 2, 1]",0
441,"[0, 2, 1]","[0, 2, 1]",1
442,"[2, 1, 3, 0]","[3, 0, 2, 1]",0
443,"[1, 5, 3, 4, 6, 0, 2]","[0, 4, 2, 6, 1, 3, 5]",0
444,"[2, 1, 5, 6, 0, 3, 4]","[2, 1, 5, 6, 0, 3, 4]",1
445,"[0, 6, 1, 4, 5, 3, 2]","[2, 3, 0, 1, 4, 5, 6]",0
446,"[2, 1, 0, 3]","[3, 1, 2, 0]",0
447,"[1, 0, 3, 2, 4]","[1, 0, 2, 3, 4]",0
448,"[1, 0, 4, 2, 3]","[1, 0, 4, 2, 3]",1
449,"[4, 1, 0, 3, 2]","[0, 2, 1, 3, 4]",0
450,"[1, 0, 2, 3]","[1, 2, 3, 0]",0
451,"[2, 1, 3, 0]","[2, 1, 3, 0]",1
452,"[2, 0, 3, 1]","[0, 3, 2, 1]",0
453,"[0, 2, 1]","[1, 0, 2]",0
454,"[4, 6, 1, 3, 2, 5, 0]","[0, 6, 2, 4, 1, 5, 3]",0
455,"[5, 0, 4, 7, 2, 6, 1, 3]","[5, 0, 4, 7, 2, 6, 1, 3]",1
456,"[1, 3, 2, 4, 0]","[1, 3, 2, 4, 0]",1
457,"[2, 1, 0]","[0, 2, 1]",0
458,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",1
459,"[1, 0, 2]","[0, 2, 1]",0
460,"[3, 5, 6, 2, 1, 0, 4]","[3, 5, 6, 2, 1, 0, 4]",1
461,"[3, 2, 0, 1]","[1, 3, 0, 2]",0
462,"[3, 1, 0, 2]","[1, 2, 3, 0]",0
463,"[2, 1, 0, 3]","[1, 0, 2, 3]",0
464,"[1, 4, 5, 3, 6, 2, 0]","[1, 0, 5, 4, 6, 3, 2]",0
465,"[1, 3, 2, 0, 4]","[0, 2, 3, 1, 4]",0
466,"[1, 2, 0, 3]","[0, 1, 2, 3]",0
467,"[3, 1, 2, 4, 0]","[1, 2, 4, 3, 0]",0
468,"[0, 2, 1, 3]","[0, 2, 3, 1]",0
469,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
470,"[3, 6, 4, 5, 1, 2, 8, 0, 7]","[4, 0, 3, 7, 1, 5, 2, 8, 6]",0
471,"[2, 4, 1, 3, 0]","[0, 2, 3, 4, 1]",0
472,"[0, 2, 1, 3, 4]","[0, 2, 1, 3, 4]",1
473,"[0, 3, 2, 1]","[0, 1, 2, 3]",0
474,"[3, 1, 0, 2]","[0, 1, 2, 3]",0
475,"[6, 3, 2, 1, 5, 0, 4, 7]","[7, 1, 2, 3, 4, 6, 5, 0]",0
476,"[2, 0, 3, 1]","[1, 0, 2, 3]",0
477,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
478,"[2, 5, 0, 3, 6, 1, 4]","[2, 5, 0, 3, 6, 1, 4]",1
479,"[0, 3, 2, 1]","[0, 3, 2, 1]",1
480,"[4, 1, 3, 2, 0]","[1, 0, 2, 3, 4]",0
481,"[1, 2, 0]","[1, 2, 0]",1
482,"[3, 4, 0, 1, 2]","[0, 4, 2, 3, 1]",0
483,"[2, 1, 0, 4, 5, 3]","[2, 1, 0, 4, 5, 3]",1
484,"[2, 0, 1, 3]","[1, 0, 3, 2]",0
485,"[3, 1, 0, 4, 2]","[1, 2, 4, 0, 3]",0
486,"[1, 5, 6, 2, 3, 0, 4]","[1, 5, 6, 2, 3, 0, 4]",1
487,"[3, 2, 0, 1]","[1, 3, 0, 2]",0
488,"[0, 3, 2, 1, 4]","[0, 3, 2, 1, 4]",1
489,"[3, 0, 2, 1]","[0, 1, 2, 3]",0
490,"[0, 2, 1]","[0, 2, 1]",1
491,"[2, 0, 3, 1]","[0, 1, 2, 3]",0
492,"[0, 3, 1, 2]","[0, 3, 1, 2]",1
493,"[8, 7, 1, 5, 2, 9, 0, 6, 4, 3]","[1, 6, 9, 8, 5, 3, 7, 0, 4, 2]",0
494,"[4, 6, 1, 2, 5, 0, 3, 7]","[1, 0, 6, 2, 5, 4, 7, 3]",0
495,"[4, 3, 1, 0, 2]","[1, 4, 3, 2, 0]",0
496,"[3, 4, 1, 2, 0, 7, 9, 8, 6, 5]","[0, 7, 1, 2, 6, 4, 5, 9, 8, 3]",0
497,"[1, 2, 0, 3]","[1, 3, 2, 0]",0
498,"[1, 2, 6, 0, 4, 3, 5]","[1, 2, 6, 0, 4, 3, 5]",1
499,"[5, 1, 4, 0, 3, 2]","[2, 5, 4, 0, 3, 1]",0
500,"[2, 3, 4, 0, 1]","[2, 3, 4, 0, 1]",1
501,"[1, 0, 3, 4, 2]","[1, 0, 2, 3, 4]",0
502,"[0, 2, 1]","[0, 2, 1]",1
503,"[4, 3, 1, 0, 2, 6, 5]","[0, 5, 1, 6, 2, 4, 3]",0
504,"[6, 4, 0, 7, 8, 3, 1, 5, 2]","[0, 8, 7, 2, 5, 6, 4, 1, 3]",0
505,"[3, 2, 0, 1]","[1, 2, 0, 3]",0
506,"[3, 0, 1, 2]","[3, 1, 2, 0]",0
507,"[3, 2, 1, 0]","[3, 1, 2, 0]",0
508,"[1, 3, 2, 0]","[0, 3, 2, 1]",0
509,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
510,"[0, 3, 2, 4, 5, 1, 6]","[0, 3, 2, 4, 5, 1, 6]",1
511,"[1, 8, 5, 6, 3, 2, 0, 7, 4]","[0, 1, 6, 7, 2, 5, 4, 3, 8]",0
512,"[0, 1, 3, 2]","[0, 1, 3, 2]",1
513,"[0, 1, 2]","[0, 1, 2]",1
514,"[2, 3, 1, 4, 0]","[0, 4, 3, 1, 2]",0
515,"[0, 2, 4, 3, 1, 5]","[0, 2, 4, 3, 1, 5]",1
516,"[2, 0, 1]","[1, 0, 2]",0
517,"[1, 3, 2, 0, 4]","[4, 1, 2, 3, 0]",0
518,"[3, 2, 0, 1]","[2, 1, 0, 3]",0
519,"[0, 1, 2, 3, 5, 4]","[0, 1, 2, 3, 5, 4]",1
520,"[2, 1, 0]","[0, 1, 2]",0
521,"[4, 2, 5, 0, 1, 3]","[1, 2, 0, 3, 4, 5]",0
522,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
523,"[0, 1]","[1, 0]",0
524,"[2, 1, 0, 3]","[0, 2, 3, 1]",0
525,"[5, 2, 4, 0, 1, 3]","[5, 3, 2, 1, 4, 0]",0
526,"[2, 1, 0, 3, 4]","[2, 4, 3, 0, 1]",0
527,"[0, 1, 2, 3]","[2, 1, 3, 0]",0
528,"[1, 3, 5, 4, 2, 0, 6]","[1, 3, 5, 4, 2, 0, 6]",1
529,"[4, 1, 0, 5, 6, 2, 3]","[4, 5, 6, 2, 0, 3, 1]",0
530,"[0, 1, 3, 2]","[3, 0, 2, 1]",0
531,"[1, 2, 0]","[0, 1, 2]",0
532,"[2, 1, 4, 3, 0]","[2, 1, 4, 3, 0]",1
533,"[11, 2, 1, 0, 10, 4, 7, 3, 9, 6, 5, 8]","[11, 0, 9, 5, 6, 1, 8, 4, 7, 3, 2, 10]",0
534,"[0, 1, 2]","[0, 1, 2]",1
535,"[8, 0, 4, 1, 2, 6, 7, 3, 5]","[2, 1, 3, 0, 4, 5, 8, 7, 6]",0
536,"[4, 2, 6, 3, 0, 5, 1, 7]","[0, 7, 5, 3, 2, 4, 6, 1]",0
537,"[3, 1, 0, 2]","[0, 1, 2, 3]",0
538,"[1, 3, 0, 4, 2]","[0, 1, 4, 2, 3]",0
539,"[0, 2, 3, 4, 1]","[0, 2, 3, 4, 1]",1
540,"[8, 3, 6, 7, 0, 5, 2, 4, 1]","[4, 7, 5, 6, 0, 8, 3, 2, 1]",0
541,"[0, 1, 4, 3, 2]","[0, 1, 2, 4, 3]",0
542,"[4, 8, 3, 1, 9, 6, 10, 5, 2, 7, 0]","[4, 6, 9, 5, 7, 1, 8, 2, 10, 3, 0]",0
543,"[0, 2, 1]","[0, 1, 2]",0
544,"[1, 4, 0, 3, 2]","[2, 4, 1, 3, 0]",0
545,"[1, 0, 4, 2, 3]","[1, 0, 4, 2, 3]",1
546,"[1, 0, 2]","[1, 2, 0]",0
547,"[2, 0, 1, 3]","[0, 1, 2, 3]",0
548,"[0, 4, 2, 1, 3]","[0, 4, 2, 1, 3]",1
549,"[2, 0, 1, 3, 5, 4]","[2, 1, 4, 5, 3, 0]",0
550,"[1, 5, 4, 3, 6, 2, 0]","[1, 5, 4, 3, 6, 2, 0]",1
551,"[2, 4, 5, 3, 0, 1]","[0, 2, 4, 5, 1, 3]",0
552,"[1, 3, 2, 0, 4]","[0, 4, 2, 3, 1]",0
553,"[2, 1, 3, 0, 4]","[3, 4, 2, 0, 1]",0
554,"[4, 3, 1, 2, 0]","[4, 1, 2, 3, 0]",0
555,"[2, 0, 3, 1, 4, 5]","[2, 0, 3, 1, 4, 5]",1
556,"[3, 1, 2, 0]","[2, 1, 3, 0]",0
557,"[1, 4, 2, 5, 0, 3]","[0, 1, 4, 2, 5, 3]",0
558,"[4, 5, 1, 2, 3, 0]","[1, 0, 2, 4, 5, 3]",0
559,"[0, 1, 2]","[0, 1, 2]",1
560,"[6, 7, 0, 1, 5, 2, 8, 4, 3]","[8, 5, 1, 0, 2, 3, 4, 7, 6]",0
561,"[3, 1, 2, 0]","[3, 1, 2, 0]",1
562,"[1, 0, 3, 2]","[1, 0, 2, 3]",0
563,"[1, 0, 2]","[0, 1, 2]",0
564,"[0, 4, 3, 6, 1, 8, 7, 9, 2, 5]","[0, 4, 3, 6, 1, 8, 7, 9, 2, 5]",1
565,"[0, 2, 1, 3]","[3, 1, 2, 0]",0
566,"[0, 2, 1]","[2, 1, 0]",0
567,"[2, 1, 0]","[2, 1, 0]",1
568,"[2, 1, 4, 0, 3]","[2, 1, 4, 0, 3]",1
569,"[3, 1, 4, 0, 2]","[1, 2, 0, 4, 3]",0
570,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
571,"[5, 0, 3, 2, 1, 4]","[0, 1, 2, 4, 3, 5]",0
572,"[2, 0, 1]","[0, 2, 1]",0
573,"[0, 1, 3, 2, 4]","[0, 1, 3, 2, 4]",1
574,"[0, 3, 1, 2]","[0, 3, 1, 2]",1
575,"[6, 5, 1, 0, 3, 2, 4, 7]","[2, 3, 1, 0, 6, 4, 5, 7]",0
576,"[2, 1, 6, 3, 0, 5, 4]","[0, 6, 1, 4, 5, 2, 3]",0
577,"[2, 0, 4, 1, 3]","[0, 1, 2, 3, 4]",0
578,"[0, 6, 3, 5, 4, 1, 2]","[1, 2, 3, 4, 5, 6, 0]",0
579,"[2, 1, 0]","[2, 1, 0]",1
580,"[5, 4, 3, 6, 0, 2, 1, 7]","[5, 2, 1, 4, 0, 3, 6, 7]",0
581,"[1, 2, 0, 4, 3]","[1, 2, 0, 4, 3]",1
582,"[3, 4, 0, 1, 2]","[1, 0, 4, 2, 3]",0
583,"[1, 2, 4, 0, 3]","[4, 1, 2, 3, 0]",0
584,"[0, 2, 1]","[0, 2, 1]",1
585,"[1, 0, 2]","[0, 2, 1]",0
586,"[2, 0, 1]","[0, 2, 1]",0
587,"[5, 1, 4, 3, 2, 0]","[5, 4, 3, 2, 1, 0]",0
588,"[1, 4, 0, 5, 3, 2, 6]","[1, 3, 0, 4, 5, 2, 6]",0
589,"[1, 2, 0]","[1, 2, 0]",1
590,"[1, 4, 8, 2, 5, 7, 6, 0, 3]","[1, 4, 8, 2, 5, 7, 6, 0, 3]",1
591,"[2, 3, 4, 1, 0]","[0, 3, 1, 2, 4]",0
592,"[3, 4, 2, 1, 0]","[2, 0, 4, 1, 3]",0
593,"[0, 2, 1]","[0, 2, 1]",1
594,"[3, 2, 4, 0, 5, 1]","[3, 5, 2, 1, 4, 0]",0
595,"[0, 3, 2, 1]","[0, 3, 2, 1]",1
596,"[2, 1, 0]","[1, 2, 0]",0
597,"[0, 1, 6, 7, 2, 8, 3, 4, 5]","[0, 3, 8, 4, 7, 2, 5, 6, 1]",0
598,"[3, 0, 4, 2, 5, 1]","[2, 4, 3, 5, 1, 0]",0
599,"[0, 2, 1]","[0, 2, 1]",1
600,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
601,"[2, 1, 0, 3, 4]","[0, 4, 2, 3, 1]",0
602,"[6, 1, 8, 0, 2, 3, 4, 7, 5]","[0, 7, 4, 5, 2, 8, 3, 1, 6]",0
603,"[0, 2, 1]","[2, 1, 0]",0
604,"[2, 5, 0, 4, 1, 3]","[2, 5, 4, 3, 0, 1]",0
605,"[3, 2, 0, 1]","[3, 2, 1, 0]",0
606,"[5, 2, 0, 4, 3, 6, 1]","[0, 1, 2, 6, 5, 4, 3]",0
607,"[1, 2, 6, 3, 0, 4, 5]","[2, 1, 4, 3, 5, 6, 0]",0
608,"[2, 1, 0]","[0, 1, 2]",0
609,"[0, 1, 2, 3]","[0, 1, 2, 3]",1
610,"[4, 2, 0, 1, 3]","[0, 1, 2, 4, 3]",0
611,"[1, 0, 2]","[1, 0, 2]",1
612,"[3, 5, 1, 6, 4, 2, 0]","[0, 2, 1, 3, 5, 6, 4]",0
613,"[1, 3, 5, 4, 0, 2]","[3, 2, 4, 5, 1, 0]",0
614,"[0, 2, 1]","[0, 2, 1]",1
615,"[1, 2, 3, 0]","[1, 2, 3, 0]",1
616,"[2, 1, 0, 3]","[1, 2, 3, 0]",0
617,"[1, 2, 0]","[0, 1, 2]",0
618,"[2, 5, 4, 3, 1, 0]","[1, 2, 5, 4, 3, 0]",0
619,"[0, 3, 1, 2]","[1, 2, 3, 0]",0
620,"[1, 4, 3, 0, 6, 5, 2]","[1, 3, 2, 4, 5, 0, 6]",0
621,"[3, 1, 4, 0, 2]","[1, 0, 2, 3, 4]",0
622,"[1, 2, 0]","[0, 1, 2]",0
623,"[3, 0, 4, 1, 2]","[4, 3, 2, 0, 1]",0
624,"[4, 1, 0, 2, 3]","[0, 3, 1, 4, 2]",0
625,"[2, 1, 0]","[0, 1, 2]",0
626,"[1, 2, 4, 3, 0]","[0, 2, 4, 1, 3]",0
627,"[2, 1, 0]","[0, 2, 1]",0
628,"[2, 1, 0]","[0, 2, 1]",0
629,"[1, 0, 4, 2, 3]","[1, 2, 3, 4, 0]",0
630,"[2, 1, 0]","[0, 2, 1]",0
631,"[2, 1, 3, 0]","[2, 1, 3, 0]",1
632,"[2, 3, 0, 1]","[3, 1, 2, 0]",0
633,"[0, 1, 2]","[0, 1, 2]",1
634,"[1, 0, 2]","[2, 1, 0]",0
635,"[0, 2, 1]","[0, 2, 1]",1
636,"[2, 1, 0, 4, 3]","[1, 0, 3, 2, 4]",0
637,"[1, 0, 2]","[0, 1, 2]",0
638,"[1, 3, 4, 0, 6, 5, 2]","[4, 1, 0, 2, 6, 3, 5]",0
639,"[3, 5, 0, 2, 4, 1]","[2, 4, 5, 3, 1, 0]",0
640,"[3, 6, 0, 4, 1, 5, 7, 2]","[1, 0, 3, 5, 2, 4, 6, 7]",0
641,"[3, 2, 0, 1, 4]","[3, 4, 2, 1, 0]",0
642,"[3, 0, 1, 2]","[2, 1, 0, 3]",0
643,"[3, 0, 2, 4, 1]","[1, 2, 4, 0, 3]",0
644,"[1, 0, 2, 3, 4]","[1, 0, 2, 3, 4]",1
645,"[0, 1, 2]","[0, 1, 2]",1
646,"[3, 0, 1, 2]","[2, 1, 3, 0]",0
647,"[4, 0, 2, 1, 3]","[4, 0, 2, 1, 3]",1
648,"[0, 1, 2]","[0, 1, 2]",1
649,"[1, 4, 0, 2, 3]","[4, 1, 0, 3, 2]",0
650,"[1, 3, 4, 0, 2, 5]","[4, 1, 2, 3, 0, 5]",0
651,"[0, 5, 4, 1, 6, 2, 3]","[0, 3, 6, 5, 2, 1, 4]",0
652,"[6, 4, 3, 2, 5, 1, 0]","[1, 2, 4, 0, 6, 3, 5]",0
653,"[3, 1, 2, 0]","[1, 2, 3, 0]",0
654,"[5, 0, 3, 4, 1, 2]","[5, 0, 3, 4, 1, 2]",1
655,"[0, 5, 2, 1, 4, 3]","[2, 5, 3, 4, 1, 0]",0
656,"[5, 1, 2, 3, 0, 4]","[0, 2, 3, 1, 4, 5]",0
657,"[4, 2, 1, 3, 0]","[0, 2, 4, 3, 1]",0
658,"[0, 1, 3, 2]","[0, 1, 3, 2]",1
659,"[4, 0, 1, 2, 3]","[4, 0, 1, 2, 3]",1
660,"[1, 2, 0]","[0, 1, 2]",0
661,"[2, 0, 1, 3]","[1, 2, 3, 0]",0
662,"[2, 1, 5, 3, 0, 4]","[5, 4, 2, 1, 3, 0]",0
663,"[3, 7, 6, 4, 5, 0, 2, 1]","[2, 3, 1, 4, 6, 7, 0, 5]",0
664,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
665,"[11, 6, 7, 4, 0, 2, 9, 1, 8, 5, 3, 10]","[10, 5, 11, 9, 2, 0, 3, 1, 6, 8, 7, 4]",0
666,"[5, 2, 4, 3, 0, 1]","[1, 5, 4, 3, 2, 0]",0
667,"[0, 3, 1, 2]","[0, 1, 3, 2]",0
668,"[3, 2, 5, 4, 1, 0]","[2, 0, 3, 5, 4, 1]",0
669,"[0, 2, 1, 3]","[0, 1, 3, 2]",0
670,"[1, 0, 2]","[1, 2, 0]",0
671,"[2, 3, 0, 5, 4, 6, 1]","[1, 5, 6, 0, 3, 4, 2]",0
672,"[5, 3, 0, 2, 4, 1]","[2, 3, 4, 5, 0, 1]",0
673,"[1, 3, 0, 4, 2]","[0, 1, 3, 2, 4]",0
674,"[1, 2, 0, 3]","[1, 0, 3, 2]",0
675,"[0, 1, 2]","[0, 1, 2]",1
676,"[1, 0, 2]","[2, 1, 0]",0
677,"[4, 0, 2, 1, 3]","[0, 1, 3, 2, 4]",0
678,"[3, 1, 4, 0, 2]","[1, 3, 2, 4, 0]",0
679,"[4, 2, 0, 3, 1]","[2, 1, 4, 3, 0]",0
680,"[5, 3, 1, 4, 2, 0]","[3, 1, 2, 4, 0, 5]",0
681,"[0, 3, 4, 1, 2]","[2, 0, 4, 3, 1]",0
682,"[0, 2, 5, 1, 3, 4]","[1, 2, 3, 5, 4, 0]",0
683,"[1, 0, 2]","[1, 0, 2]",1
684,"[0, 2, 1]","[0, 2, 1]",1
685,"[1, 4, 0, 6, 2, 5, 3]","[1, 4, 0, 6, 2, 5, 3]",1
686,"[1, 0, 2, 3]","[1, 0, 2, 3]",1
687,"[8, 7, 0, 1, 3, 4, 5, 6, 2, 9]","[8, 7, 0, 1, 3, 4, 5, 6, 2, 9]",1
688,"[1, 3, 2, 0]","[1, 3, 2, 0]",1
689,"[3, 2, 1, 4, 0]","[0, 1, 2, 3, 4]",0
690,"[2, 0, 1, 3]","[2, 0, 1, 3]",1
691,"[0, 3, 1, 4, 2]","[0, 3, 1, 4, 2]",1
692,"[5, 1, 0, 3, 8, 6, 4, 7, 0]","[1, 3, 7, 8, 5, 0, 4, 0, 6]",0
693,"[0, 2, 1, 3]","[1, 0, 3, 2]",0
694,"[2, 0, 4, 1, 3]","[2, 0, 4, 1, 3]",1
695,"[2, 1, 0]","[0, 2, 1]",0
696,"[5, 8, 7, 6, 3, 4, 1, 2, 0, 9]","[0, 7, 3, 5, 6, 1, 4, 8, 2, 9]",0
697,"[0, 5, 1, 4, 6, 2, 3]","[0, 5, 1, 4, 6, 2, 3]",1
698,"[4, 3, 1, 0, 2]","[0, 3, 1, 2, 4]",0
699,"[0, 3, 5, 2, 4, 1]","[0, 3, 5, 2, 4, 1]",1
700,"[4, 5, 1, 2, 0, 6, 3]","[2, 6, 3, 5, 1, 0, 4]",0
701,"[2, 0, 1]","[2, 1, 0]",0
702,"[1, 2, 0]","[0, 1, 2]",0
703,"[3, 8, 7, 0, 1, 5, 4, 2, 6]","[7, 0, 3, 8, 4, 5, 6, 2, 1]",0
704,"[6, 1, 8, 3, 7, 5, 2, 4, 0]","[3, 7, 5, 0, 6, 8, 4, 1, 2]",0
705,"[1, 5, 3, 4, 2, 0]","[1, 5, 3, 4, 2, 0]",1
706,"[3, 0, 4, 2, 1]","[0, 2, 1, 3, 4]",0
707,"[0, 1, 3, 2]","[0, 1, 3, 2]",1
708,"[4, 5, 1, 6, 0, 3, 2]","[0, 3, 4, 5, 6, 2, 1]",0
709,"[3, 0, 6, 2, 8, 7, 4, 5, 1]","[1, 5, 6, 8, 7, 4, 2, 3, 0]",0
710,"[2, 3, 0, 4, 1]","[0, 3, 4, 1, 2]",0
711,"[3, 1, 2, 4, 0, 5]","[3, 4, 5, 1, 2, 0]",0
712,"[1, 2, 0]","[1, 2, 0]",1
713,"[3, 2, 1, 0]","[3, 0, 2, 1]",0
714,"[1, 6, 0, 2, 4, 3, 5]","[1, 6, 0, 2, 4, 3, 5]",1
715,"[7, 3, 2, 6, 0, 1, 5, 4]","[0, 2, 7, 1, 6, 4, 3, 5]",0
716,"[4, 6, 0, 5, 2, 3, 1]","[0, 5, 3, 4, 6, 2, 1]",0
717,"[3, 4, 1, 0, 2, 5]","[3, 0, 1, 4, 2, 5]",0
718,"[5, 1, 3, 0, 2, 4]","[1, 2, 3, 0, 4, 5]",0
719,"[3, 4, 0, 7, 5, 6, 2, 1]","[7, 5, 6, 3, 4, 2, 0, 1]",0
720,"[1, 0, 2]","[1, 2, 0]",0
721,"[1, 3, 2, 0]","[3, 0, 2, 1]",0
722,"[1, 0, 2]","[0, 1, 2]",0
723,"[5, 4, 0, 3, 1, 2]","[2, 3, 0, 4, 5, 1]",0
724,"[1, 2, 0]","[2, 1, 0]",0
725,"[7, 2, 0, 1, 3, 4, 6, 5]","[7, 2, 0, 1, 3, 4, 6, 5]",1
726,"[0, 6, 3, 5, 2, 1, 4]","[0, 2, 6, 1, 3, 4, 5]",0
727,"[1, 0, 2]","[0, 1, 2]",0
728,"[4, 2, 3, 0, 1]","[1, 2, 0, 4, 3]",0
729,"[0, 2, 1]","[1, 2, 0]",0
730,"[2, 3, 4, 1, 0]","[2, 3, 4, 1, 0]",1
731,"[2, 3, 0, 1]","[1, 2, 3, 0]",0
732,"[2, 0, 1]","[2, 1, 0]",0
733,"[2, 0, 1]","[1, 2, 0]",0
734,"[2, 0, 5, 4, 3, 1]","[2, 0, 5, 4, 3, 1]",1
735,"[1, 2, 3, 4, 0]","[1, 2, 3, 4, 0]",1
736,"[1, 4, 0, 5, 2, 3]","[2, 1, 0, 4, 3, 5]",0
737,"[1, 2, 0]","[0, 1, 2]",0
738,"[0, 4, 3, 5, 2, 1]","[1, 5, 2, 0, 3, 4]",0
739,"[4, 3, 5, 2, 1, 0]","[2, 4, 5, 0, 1, 3]",0
740,"[5, 2, 1, 3, 4, 0]","[1, 2, 4, 5, 3, 0]",0
