index,sub_index,filenumber,qid,question,origanswer,generatedanswer,correctness
16628,627,9,1749997,Choose the correct order of the events?,0,0,1
16629,628,9,1750045,Choose the correct order of the events?,3,0,0
16630,629,9,1750116,Choose the correct order of the events?,1,0,0
16631,630,9,1750117,Choose the correct order of the events?,3,0,0
16632,631,9,1750183,Choose the correct order of the events?,1,0,0
16633,632,9,1750296,Choose the correct order of the events?,2,0,0
16634,633,9,1750348,Choose the correct order of the events?,0,0,1
16635,634,9,1750590,Choose the correct order of the events?,0,0,1
16636,635,9,1750611,Choose the correct order of the events?,2,0,0
16637,636,9,1750684,Choose the correct order of the events?,3,0,0
16638,637,9,1750743,Choose the correct order of the events?,0,0,1
16639,638,9,1750816,Choose the correct order of the events?,2,0,0
16640,639,9,1750817,Choose the correct order of the events?,2,0,0
16641,640,9,1751045,Choose the correct order of the events?,3,0,0
16642,641,9,175110,Choose the correct order of the events?,2,0,0
16643,642,9,1751162,Choose the correct order of the events?,3,0,0
16644,643,9,1751321,Choose the correct order of the events?,2,0,0
16645,644,9,1751363,Choose the correct order of the events?,1,0,0
16646,645,9,1751368,Choose the correct order of the events?,3,0,0
16647,646,9,1751373,Choose the correct order of the events?,2,0,0
16648,647,9,1751458,Choose the correct order of the events?,0,0,1
16649,648,9,1751510,Choose the correct order of the events?,1,0,0
16650,649,9,1751533,Choose the correct order of the events?,0,0,1
16651,650,9,1751535,Choose the correct order of the events?,3,0,0
16652,651,9,1751540,Choose the correct order of the events?,3,0,0
16653,652,9,1751544,Choose the correct order of the events?,1,0,0
16654,653,9,1751551,Choose the correct order of the events?,2,0,0
16655,654,9,1751601,Choose the correct order of the events?,3,0,0
16656,655,9,1751611,Choose the correct order of the events?,2,0,0
16657,656,9,1751630,Choose the correct order of the events?,0,0,1
16658,657,9,1751833,Choose the correct order of the events?,2,0,0
16659,658,9,1751917,Choose the correct order of the events?,3,0,0
16660,659,9,1752039,Choose the correct order of the events?,1,0,0
16661,660,9,1752096,Choose the correct order of the events?,2,0,0
16662,661,9,1752121,Choose the correct order of the events?,2,0,0
16663,662,9,17521,Choose the correct order of the events?,3,0,0
16664,663,9,1752248,Choose the correct order of the events?,1,0,0
16665,664,9,1752272,Choose the correct order of the events?,1,0,0
16666,665,9,1752461,Choose the correct order of the events?,3,0,0
16667,666,9,175250,Choose the correct order of the events?,2,0,0
16668,667,9,175276,Choose the correct order of the events?,3,0,0
16669,668,9,1752861,Choose the correct order of the events?,3,0,0
16670,669,9,175292,Choose the correct order of the events?,2,0,0
16671,670,9,1752,Choose the correct order of the events?,0,0,1
16672,671,9,175334,Choose the correct order of the events?,2,0,0
16673,672,9,175341,Choose the correct order of the events?,0,0,1
16674,673,9,17534,Choose the correct order of the events?,3,0,0
16675,674,9,17536,Choose the correct order of the events?,2,0,0
16676,675,9,1753766,Choose the correct order of the events?,3,0,0
16677,676,9,1754232,Choose the correct order of the events?,1,0,0
16678,677,9,175432,Choose the correct order of the events?,2,0,0
16679,678,9,17543,Choose the correct order of the events?,1,0,0
16680,679,9,1754799,Choose the correct order of the events?,3,0,0
16681,680,9,1754860,Choose the correct order of the events?,3,0,0
16682,681,9,1755088,Choose the correct order of the events?,1,0,0
16683,682,9,1755425,Choose the correct order of the events?,2,0,0
16684,683,9,1755596,Choose the correct order of the events?,1,0,0
16685,684,9,1755789,Choose the correct order of the events?,1,0,0
16686,685,9,1755811,Choose the correct order of the events?,3,0,0
16687,686,9,1755921,Choose the correct order of the events?,3,0,0
16688,687,9,1756020,Choose the correct order of the events?,1,0,0
16689,688,9,175604,Choose the correct order of the events?,1,0,0
16690,689,9,175612,Choose the correct order of the events?,2,0,0
16691,690,9,175614,Choose the correct order of the events?,1,0,0
16692,691,9,1756227,Choose the correct order of the events?,1,0,0
16693,692,9,175643,Choose the correct order of the events?,0,0,1
16694,693,9,175645,Choose the correct order of the events?,1,0,0
16695,694,9,175658,Choose the correct order of the events?,1,0,0
16696,695,9,1756612,Choose the correct order of the events?,3,0,0
16697,696,9,175672,Choose the correct order of the events?,1,0,0
16698,697,9,175696,Choose the correct order of the events?,1,0,0
16699,698,9,1756,Choose the correct order of the events?,3,0,0
16700,699,9,1757058,Choose the correct order of the events?,1,0,0
16701,700,9,1757060,Choose the correct order of the events?,2,0,0
16702,701,9,175712,Choose the correct order of the events?,1,0,0
16703,702,9,1757182,Choose the correct order of the events?,3,0,0
16704,703,9,1757622,Choose the correct order of the events?,1,0,0
16705,704,9,1757762,Choose the correct order of the events?,3,0,0
16706,705,9,1757799,Choose the correct order of the events?,2,0,0
16707,706,9,1757919,Choose the correct order of the events?,3,0,0
16708,707,9,1758193,Choose the correct order of the events?,0,0,1
16709,708,9,1758219,Choose the correct order of the events?,3,0,0
16710,709,9,1758220,Choose the correct order of the events?,2,0,0
16711,710,9,1758323,Choose the correct order of the events?,3,0,0
16712,711,9,1758438,Choose the correct order of the events?,2,0,0
16713,712,9,1758749,Choose the correct order of the events?,2,0,0
16714,713,9,1758940,Choose the correct order of the events?,2,0,0
16715,714,9,175902,Choose the correct order of the events?,3,0,0
16716,715,9,1759461,Choose the correct order of the events?,0,0,1
16717,716,9,1759631,Choose the correct order of the events?,3,0,0
16718,717,9,1759670,Choose the correct order of the events?,3,0,0
16719,718,9,1760119,Choose the correct order of the events?,0,0,1
16720,719,9,1760149,Choose the correct order of the events?,0,0,1
16721,720,9,1760186,Choose the correct order of the events?,2,0,0
16722,721,9,1760436,Choose the correct order of the events?,2,0,0
16723,722,9,1760444,Choose the correct order of the events?,3,0,0
16724,723,9,176054,Choose the correct order of the events?,2,0,0
16725,724,9,1760591,Choose the correct order of the events?,1,0,0
16726,725,9,1760592,Choose the correct order of the events?,1,0,0
16727,726,9,1760599,Choose the correct order of the events?,1,0,0
16728,727,9,1760614,Choose the correct order of the events?,3,0,0
16729,728,9,1760621,Choose the correct order of the events?,0,0,1
16730,729,9,1760638,Choose the correct order of the events?,2,0,0
16731,730,9,1760666,Choose the correct order of the events?,0,0,1
16732,731,9,1760670,Choose the correct order of the events?,2,0,0
16733,732,9,1760683,Choose the correct order of the events?,1,0,0
16734,733,9,1760712,Choose the correct order of the events?,2,0,0
16735,734,9,1760715,Choose the correct order of the events?,3,0,0
16736,735,9,1760721,Choose the correct order of the events?,3,0,0
16737,736,9,1760783,Choose the correct order of the events?,3,0,0
16738,737,9,1760784,Choose the correct order of the events?,0,0,1
16739,738,9,1760797,Choose the correct order of the events?,2,0,0
16740,739,9,17607,Choose the correct order of the events?,1,0,0
16741,740,9,1760819,Choose the correct order of the events?,1,0,0
16742,741,9,1760824,Choose the correct order of the events?,0,0,1
16743,742,9,1760826,Choose the correct order of the events?,2,0,0
16744,743,9,1761423,Choose the correct order of the events?,2,0,0
16745,744,9,1761438,Choose the correct order of the events?,0,0,1
16746,745,9,1761490,Choose the correct order of the events?,1,0,0
16747,746,9,1761527,Choose the correct order of the events?,3,0,0
16748,747,9,1761552,Choose the correct order of the events?,3,0,0
16749,748,9,1761646,Choose the correct order of the events?,3,0,0
16750,749,9,1761800,Choose the correct order of the events?,0,0,1
16751,750,9,1761912,Choose the correct order of the events?,3,0,0
16752,751,9,1761974,Choose the correct order of the events?,0,0,1
16753,752,9,17619,Choose the correct order of the events?,0,0,1
16754,753,9,176202,Choose the correct order of the events?,2,0,0
16755,754,9,1762052,Choose the correct order of the events?,1,0,0
16756,755,9,176209,Choose the correct order of the events?,0,0,1
16757,756,9,1762101,Choose the correct order of the events?,2,0,0
16758,757,9,17621,Choose the correct order of the events?,1,0,0
16759,758,9,1762217,Choose the correct order of the events?,2,0,0
16760,759,9,1762238,Choose the correct order of the events?,1,0,0
16761,760,9,176225,Choose the correct order of the events?,1,0,0
16762,761,9,1762449,Choose the correct order of the events?,0,0,1
16763,762,9,1762577,Choose the correct order of the events?,2,0,0
16764,763,9,1762711,Choose the correct order of the events?,2,0,0
16765,764,9,176276,Choose the correct order of the events?,0,0,1
16766,765,9,176279,Choose the correct order of the events?,3,0,0
16767,766,9,17628,Choose the correct order of the events?,0,0,1
16768,767,9,1762984,Choose the correct order of the events?,3,0,0
16769,768,9,176302,Choose the correct order of the events?,0,0,1
16770,769,9,176306,Choose the correct order of the events?,3,0,0
16771,770,9,1763133,Choose the correct order of the events?,3,0,0
16772,771,9,1763231,Choose the correct order of the events?,3,0,0
16773,772,9,1763376,Choose the correct order of the events?,1,0,0
16774,773,9,1763545,Choose the correct order of the events?,2,0,0
16775,774,9,1763657,Choose the correct order of the events?,0,0,1
16776,775,9,17636,Choose the correct order of the events?,1,0,0
16777,776,9,1763728,Choose the correct order of the events?,3,0,0
16778,777,9,176372,Choose the correct order of the events?,3,0,0
16779,778,9,1763743,Choose the correct order of the events?,1,0,0
16780,779,9,1763912,Choose the correct order of the events?,0,0,1
16781,780,9,1763,Choose the correct order of the events?,0,0,1
16782,781,9,176413,Choose the correct order of the events?,3,0,0
16783,782,9,1764201,Choose the correct order of the events?,1,0,0
16784,783,9,1764224,Choose the correct order of the events?,0,0,1
16785,784,9,1764229,Choose the correct order of the events?,2,0,0
16786,785,9,1764484,Choose the correct order of the events?,3,0,0
16787,786,9,1764540,Choose the correct order of the events?,3,0,0
16788,787,9,1764541,Choose the correct order of the events?,3,0,0
16789,788,9,1764572,Choose the correct order of the events?,3,0,0
16790,789,9,1764586,Choose the correct order of the events?,1,0,0
16791,790,9,1764665,Choose the correct order of the events?,2,0,0
16792,791,9,1764690,Choose the correct order of the events?,1,0,0
16793,792,9,1764706,Choose the correct order of the events?,1,0,0
16794,793,9,1764722,Choose the correct order of the events?,3,0,0
16795,794,9,1764770,Choose the correct order of the events?,0,0,1
16796,795,9,1764784,Choose the correct order of the events?,1,0,0
16797,796,9,1764801,Choose the correct order of the events?,0,0,1
16798,797,9,1764901,Choose the correct order of the events?,3,0,0
16799,798,9,1764928,Choose the correct order of the events?,2,0,0
16800,799,9,1765025,Choose the correct order of the events?,3,0,0
16801,800,9,1765159,Choose the correct order of the events?,0,0,1
16802,801,9,1765379,Choose the correct order of the events?,0,0,1
16803,802,9,1765430,Choose the correct order of the events?,0,0,1
16804,803,9,1765450,Choose the correct order of the events?,1,0,0
16805,804,9,1765467,Choose the correct order of the events?,2,0,0
16806,805,9,176546,Choose the correct order of the events?,3,0,0
16807,806,9,1765559,Choose the correct order of the events?,0,0,1
16808,807,9,1765642,Choose the correct order of the events?,1,0,0
16809,808,9,1765750,Choose the correct order of the events?,2,0,0
16810,809,9,1765760,Choose the correct order of the events?,0,0,1
16811,810,9,1765972,Choose the correct order of the events?,2,0,0
16812,811,9,1766071,Choose the correct order of the events?,1,0,0
16813,812,9,176644,Choose the correct order of the events?,3,0,0
16814,813,9,176656,Choose the correct order of the events?,2,0,0
16815,814,9,176664,Choose the correct order of the events?,0,0,1
16816,815,9,17666,Choose the correct order of the events?,1,0,0
16817,816,9,1766828,Choose the correct order of the events?,3,0,0
16818,817,9,1767094,Choose the correct order of the events?,0,0,1
16819,818,9,1767216,Choose the correct order of the events?,2,0,0
16820,819,9,176724,Choose the correct order of the events?,3,0,0
16821,820,9,17672,Choose the correct order of the events?,3,0,0
16822,821,9,1767366,Choose the correct order of the events?,1,0,0
16823,822,9,1767398,Choose the correct order of the events?,3,0,0
16824,823,9,1767402,Choose the correct order of the events?,1,0,0
16825,824,9,1767480,Choose the correct order of the events?,2,0,0
16826,825,9,1767504,Choose the correct order of the events?,2,0,0
16827,826,9,176793,Choose the correct order of the events?,3,0,0
16828,827,9,1767963,Choose the correct order of the events?,3,0,0
16829,828,9,17679,Choose the correct order of the events?,0,0,1
16830,829,9,1768128,Choose the correct order of the events?,1,0,0
16831,830,9,176823,Choose the correct order of the events?,3,0,0
16832,831,9,1768428,Choose the correct order of the events?,3,0,0
16833,832,9,17684,Choose the correct order of the events?,2,0,0
16834,833,9,1768586,Choose the correct order of the events?,3,0,0
16835,834,9,176861,Choose the correct order of the events?,3,0,0
16836,835,9,1768973,Choose the correct order of the events?,1,0,0
16837,836,9,1769263,Choose the correct order of the events?,2,0,0
16838,837,9,177000,Choose the correct order of the events?,3,0,0
16839,838,9,1770140,Choose the correct order of the events?,3,0,0
16840,839,9,177027,Choose the correct order of the events?,0,0,1
16841,840,9,1770498,Choose the correct order of the events?,2,0,0
16842,841,9,177051,Choose the correct order of the events?,1,0,0
16843,842,9,1770529,Choose the correct order of the events?,3,0,0
16844,843,9,1770550,Choose the correct order of the events?,2,0,0
16845,844,9,1770558,Choose the correct order of the events?,2,0,0
16846,845,9,1770615,Choose the correct order of the events?,0,0,1
16847,846,9,1770690,Choose the correct order of the events?,3,0,0
16848,847,9,1770691,Choose the correct order of the events?,3,0,0
16849,848,9,1770731,Choose the correct order of the events?,2,0,0
16850,849,9,1770750,Choose the correct order of the events?,1,0,0
16851,850,9,1770977,Choose the correct order of the events?,2,0,0
16852,851,9,1770983,Choose the correct order of the events?,0,0,1
16853,852,9,1770984,Choose the correct order of the events?,0,0,1
16854,853,9,1770989,Choose the correct order of the events?,3,0,0
16855,854,9,1770,Choose the correct order of the events?,2,0,0
16856,855,9,17710,Choose the correct order of the events?,3,0,0
16857,856,9,1771115,Choose the correct order of the events?,0,0,1
16858,857,9,1771140,Choose the correct order of the events?,0,0,1
16859,858,9,1771166,Choose the correct order of the events?,1,0,0
16860,859,9,1771206,Choose the correct order of the events?,2,0,0
16861,860,9,1771255,Choose the correct order of the events?,3,0,0
16862,861,9,177129,Choose the correct order of the events?,0,0,1
16863,862,9,1771305,Choose the correct order of the events?,3,0,0
16864,863,9,1771311,Choose the correct order of the events?,3,0,0
16865,864,9,1771335,Choose the correct order of the events?,0,0,1
16866,865,9,1771452,Choose the correct order of the events?,1,0,0
16867,866,9,1771500,Choose the correct order of the events?,2,0,0
16868,867,9,1771580,Choose the correct order of the events?,0,0,1
16869,868,9,1771634,Choose the correct order of the events?,0,0,1
16870,869,9,1771737,Choose the correct order of the events?,3,0,0
16871,870,9,1771787,Choose the correct order of the events?,0,0,1
16872,871,9,1771813,Choose the correct order of the events?,3,0,0
16873,872,9,1771955,Choose the correct order of the events?,2,0,0
16874,873,9,177206,Choose the correct order of the events?,1,0,0
16875,874,9,177210,Choose the correct order of the events?,2,0,0
16876,875,9,1772422,Choose the correct order of the events?,1,0,0
16877,876,9,1772,Choose the correct order of the events?,1,0,0
16878,877,9,1773193,Choose the correct order of the events?,3,0,0
16879,878,9,1773751,Choose the correct order of the events?,0,0,1
16880,879,9,177383,Choose the correct order of the events?,3,0,0
16881,880,9,1773858,Choose the correct order of the events?,3,0,0
16882,881,9,1773861,Choose the correct order of the events?,2,0,0
16883,882,9,1773985,Choose the correct order of the events?,1,0,0
16884,883,9,17739,Choose the correct order of the events?,1,0,0
16885,884,9,1774022,Choose the correct order of the events?,0,0,1
16886,885,9,1774075,Choose the correct order of the events?,0,0,1
16887,886,9,1774089,Choose the correct order of the events?,1,0,0
16888,887,9,1774213,Choose the correct order of the events?,3,0,0
16889,888,9,177442,Choose the correct order of the events?,2,0,0
16890,889,9,1774465,Choose the correct order of the events?,1,0,0
16891,890,9,177447,Choose the correct order of the events?,1,0,0
16892,891,9,1775062,Choose the correct order of the events?,2,0,0
16893,892,9,1775585,Choose the correct order of the events?,3,0,0
16894,893,9,17755,Choose the correct order of the events?,0,0,1
16895,894,9,177571,Choose the correct order of the events?,0,0,1
16896,895,9,1775792,Choose the correct order of the events?,3,0,0
16897,896,9,177579,Choose the correct order of the events?,1,0,0
16898,897,9,177595,Choose the correct order of the events?,3,0,0
16899,898,9,1775,Choose the correct order of the events?,3,0,0
16900,899,9,1776111,Choose the correct order of the events?,1,0,0
16901,900,9,17763,Choose the correct order of the events?,3,0,0
16902,901,9,1776585,Choose the correct order of the events?,2,0,0
16903,902,9,1776742,Choose the correct order of the events?,3,0,0
16904,903,9,177676,Choose the correct order of the events?,0,0,1
16905,904,9,177679,Choose the correct order of the events?,2,0,0
16906,905,9,177685,Choose the correct order of the events?,2,0,0
16907,906,9,1776880,Choose the correct order of the events?,1,0,0
16908,907,9,1777006,Choose the correct order of the events?,0,0,1
16909,908,9,1777039,Choose the correct order of the events?,1,0,0
16910,909,9,177703,Choose the correct order of the events?,1,0,0
16911,910,9,17770,Choose the correct order of the events?,1,0,0
16912,911,9,1777165,Choose the correct order of the events?,3,0,0
16913,912,9,1777351,Choose the correct order of the events?,3,0,0
16914,913,9,177752,Choose the correct order of the events?,2,0,0
16915,914,9,1777591,Choose the correct order of the events?,3,0,0
16916,915,9,177793,Choose the correct order of the events?,0,0,1
16917,916,9,1778032,Choose the correct order of the events?,3,0,0
16918,917,9,17781,Choose the correct order of the events?,0,0,1
16919,918,9,1778362,Choose the correct order of the events?,1,0,0
16920,919,9,177839,Choose the correct order of the events?,2,0,0
16921,920,9,1778414,Choose the correct order of the events?,2,0,0
16922,921,9,177842,Choose the correct order of the events?,1,0,0
16923,922,9,1778664,Choose the correct order of the events?,1,0,0
16924,923,9,1778768,Choose the correct order of the events?,3,0,0
16925,924,9,1778782,Choose the correct order of the events?,2,0,0
16926,925,9,1778924,Choose the correct order of the events?,1,0,0
16927,926,9,1779076,Choose the correct order of the events?,3,0,0
16928,927,9,1779109,Choose the correct order of the events?,1,0,0
16929,928,9,1779206,Choose the correct order of the events?,3,0,0
16930,929,9,1779213,Choose the correct order of the events?,1,0,0
16931,930,9,17792,Choose the correct order of the events?,3,0,0
16932,931,9,1779592,Choose the correct order of the events?,1,0,0
16933,932,9,1779599,Choose the correct order of the events?,3,0,0
16934,933,9,17797,Choose the correct order of the events?,3,0,0
16935,934,9,1779831,Choose the correct order of the events?,1,0,0
16936,935,9,1779834,Choose the correct order of the events?,1,0,0
16937,936,9,1779842,Choose the correct order of the events?,0,0,1
16938,937,9,1779901,Choose the correct order of the events?,2,0,0
16939,938,9,1779934,Choose the correct order of the events?,0,0,1
16940,939,9,1779953,Choose the correct order of the events?,1,0,0
16941,940,9,1779963,Choose the correct order of the events?,3,0,0
16942,941,9,1779966,Choose the correct order of the events?,3,0,0
16943,942,9,1779,Choose the correct order of the events?,0,0,1
16944,943,9,178024,Choose the correct order of the events?,0,0,1
16945,944,9,178039,Choose the correct order of the events?,1,0,0
16946,945,9,1780429,Choose the correct order of the events?,1,0,0
16947,946,9,1780442,Choose the correct order of the events?,3,0,0
16948,947,9,1780472,Choose the correct order of the events?,1,0,0
16949,948,9,1780690,Choose the correct order of the events?,3,0,0
16950,949,9,1780874,Choose the correct order of the events?,1,0,0
16951,950,9,17809,Choose the correct order of the events?,3,0,0
16952,951,9,178106,Choose the correct order of the events?,0,0,1
16953,952,9,1781082,Choose the correct order of the events?,0,0,1
16954,953,9,1781253,Choose the correct order of the events?,0,0,1
16955,954,9,1781331,Choose the correct order of the events?,2,0,0
16956,955,9,1781532,Choose the correct order of the events?,2,0,0
16957,956,9,1781573,Choose the correct order of the events?,3,0,0
16958,957,9,17815,Choose the correct order of the events?,2,0,0
16959,958,9,1781757,Choose the correct order of the events?,3,0,0
16960,959,9,178195,Choose the correct order of the events?,0,0,1
16961,960,9,1782115,Choose the correct order of the events?,1,0,0
16962,961,9,178263,Choose the correct order of the events?,0,0,1
16963,962,9,1782756,Choose the correct order of the events?,3,0,0
16964,963,9,1782758,Choose the correct order of the events?,1,0,0
16965,964,9,1782796,Choose the correct order of the events?,1,0,0
16966,965,9,178291,Choose the correct order of the events?,0,0,1
16967,966,9,1783114,Choose the correct order of the events?,2,0,0
16968,967,9,1783121,Choose the correct order of the events?,2,0,0
16969,968,9,1783145,Choose the correct order of the events?,2,0,0
16970,969,9,17833,Choose the correct order of the events?,1,0,0
16971,970,9,178351,Choose the correct order of the events?,3,0,0
16972,971,9,1783542,Choose the correct order of the events?,2,0,0
16973,972,9,178369,Choose the correct order of the events?,0,0,1
16974,973,9,1783876,Choose the correct order of the events?,1,0,0
16975,974,9,1783954,Choose the correct order of the events?,3,0,0
16976,975,9,1784036,Choose the correct order of the events?,0,0,1
16977,976,9,1784186,Choose the correct order of the events?,2,0,0
16978,977,9,178447,Choose the correct order of the events?,1,0,0
16979,978,9,1784958,Choose the correct order of the events?,1,0,0
16980,979,9,178496,Choose the correct order of the events?,2,0,0
16981,980,9,1784999,Choose the correct order of the events?,3,0,0
16982,981,9,178515,Choose the correct order of the events?,2,0,0
16983,982,9,178527,Choose the correct order of the events?,0,0,1
16984,983,9,1785538,Choose the correct order of the events?,2,0,0
16985,984,9,178567,Choose the correct order of the events?,3,0,0
16986,985,9,1785789,Choose the correct order of the events?,3,0,0
16987,986,9,1786024,Choose the correct order of the events?,3,0,0
16988,987,9,178641,Choose the correct order of the events?,1,0,0
16989,988,9,178685,Choose the correct order of the events?,0,0,1
16990,989,9,1787062,Choose the correct order of the events?,0,0,1
16991,990,9,1787126,Choose the correct order of the events?,3,0,0
16992,991,9,1787385,Choose the correct order of the events?,2,0,0
16993,992,9,1787411,Choose the correct order of the events?,3,0,0
16994,993,9,1787456,Choose the correct order of the events?,2,0,0
16995,994,9,1787468,Choose the correct order of the events?,2,0,0
16996,995,9,1787478,Choose the correct order of the events?,0,0,1
16997,996,9,1787483,Choose the correct order of the events?,0,0,1
16998,997,9,1787485,Choose the correct order of the events?,0,0,1
16999,998,9,1787488,Choose the correct order of the events?,3,0,0
17000,999,9,1787498,Choose the correct order of the events?,3,0,0
17001,1000,9,1787500,Choose the correct order of the events?,2,0,0
17002,1001,9,1787520,Choose the correct order of the events?,1,0,0
17003,1002,9,1787551,Choose the correct order of the events?,1,0,0
17004,1003,9,1787558,Choose the correct order of the events?,2,0,0
17005,1004,9,178761,Choose the correct order of the events?,1,0,0
17006,1005,9,1787678,Choose the correct order of the events?,2,0,0
17007,1006,9,1787744,Choose the correct order of the events?,2,0,0
17008,1007,9,1787786,Choose the correct order of the events?,3,0,0
17009,1008,9,1787788,Choose the correct order of the events?,0,0,1
17010,1009,9,1787803,Choose the correct order of the events?,3,0,0
17011,1010,9,178793,Choose the correct order of the events?,2,0,0
17012,1011,9,178833,Choose the correct order of the events?,1,0,0
17013,1012,9,17883,Choose the correct order of the events?,0,0,1
17014,1013,9,1788421,Choose the correct order of the events?,3,0,0
17015,1014,9,1788484,Choose the correct order of the events?,3,0,0
17016,1015,9,178869,Choose the correct order of the events?,2,0,0
17017,1016,9,1789194,Choose the correct order of the events?,1,0,0
17018,1017,9,1789366,Choose the correct order of the events?,1,0,0
17019,1018,9,1789636,Choose the correct order of the events?,3,0,0
17020,1019,9,178975,Choose the correct order of the events?,3,0,0
17021,1020,9,1789899,Choose the correct order of the events?,0,0,1
17022,1021,9,178996,Choose the correct order of the events?,2,0,0
17023,1022,9,1789987,Choose the correct order of the events?,0,0,1
17024,1023,9,179006,Choose the correct order of the events?,3,0,0
17025,1024,9,179008,Choose the correct order of the events?,3,0,0
17026,1025,9,179012,Choose the correct order of the events?,0,0,1
17027,1026,9,17901,Choose the correct order of the events?,1,0,0
17028,1027,9,179020,Choose the correct order of the events?,3,0,0
17029,1028,9,179028,Choose the correct order of the events?,2,0,0
17030,1029,9,17903,Choose the correct order of the events?,3,0,0
17031,1030,9,1790554,Choose the correct order of the events?,0,0,1
17032,1031,9,1790566,Choose the correct order of the events?,2,0,0
17033,1032,9,1790694,Choose the correct order of the events?,3,0,0
17034,1033,9,179083,Choose the correct order of the events?,3,0,0
17035,1034,9,1790911,Choose the correct order of the events?,1,0,0
17036,1035,9,179096,Choose the correct order of the events?,2,0,0
17037,1036,9,1790974,Choose the correct order of the events?,1,0,0
17038,1037,9,179143,Choose the correct order of the events?,1,0,0
17039,1038,9,1791852,Choose the correct order of the events?,1,0,0
17040,1039,9,1791955,Choose the correct order of the events?,3,0,0
17041,1040,9,1791956,Choose the correct order of the events?,0,0,1
17042,1041,9,1792206,Choose the correct order of the events?,0,0,1
17043,1042,9,1792241,Choose the correct order of the events?,2,0,0
17044,1043,9,1792310,Choose the correct order of the events?,0,0,1
17045,1044,9,1792311,Choose the correct order of the events?,2,0,0
17046,1045,9,1792390,Choose the correct order of the events?,3,0,0
17047,1046,9,1792454,Choose the correct order of the events?,0,0,1
17048,1047,9,1792455,Choose the correct order of the events?,3,0,0
17049,1048,9,1792519,Choose the correct order of the events?,2,0,0
17050,1049,9,1792545,Choose the correct order of the events?,0,0,1
17051,1050,9,1792629,Choose the correct order of the events?,1,0,0
17052,1051,9,1792641,Choose the correct order of the events?,3,0,0
17053,1052,9,1792667,Choose the correct order of the events?,1,0,0
17054,1053,9,1792731,Choose the correct order of the events?,3,0,0
17055,1054,9,1793034,Choose the correct order of the events?,3,0,0
17056,1055,9,1793068,Choose the correct order of the events?,3,0,0
17057,1056,9,1793092,Choose the correct order of the events?,3,0,0
17058,1057,9,1793401,Choose the correct order of the events?,1,0,0
17059,1058,9,1793521,Choose the correct order of the events?,2,0,0
17060,1059,9,1793566,Choose the correct order of the events?,1,0,0
17061,1060,9,1793792,Choose the correct order of the events?,2,0,0
17062,1061,9,1793793,Choose the correct order of the events?,3,0,0
17063,1062,9,1793806,Choose the correct order of the events?,1,0,0
17064,1063,9,1793916,Choose the correct order of the events?,0,0,1
17065,1064,9,1794018,Choose the correct order of the events?,2,0,0
17066,1065,9,1794094,Choose the correct order of the events?,3,0,0
17067,1066,9,1794110,Choose the correct order of the events?,3,0,0
17068,1067,9,1794111,Choose the correct order of the events?,0,0,1
17069,1068,9,1794120,Choose the correct order of the events?,0,0,1
17070,1069,9,1794153,Choose the correct order of the events?,3,0,0
17071,1070,9,1794165,Choose the correct order of the events?,2,0,0
17072,1071,9,17941,Choose the correct order of the events?,3,0,0
17073,1072,9,179426,Choose the correct order of the events?,3,0,0
17074,1073,9,1794369,Choose the correct order of the events?,0,0,1
17075,1074,9,1794427,Choose the correct order of the events?,2,0,0
17076,1075,9,1794428,Choose the correct order of the events?,1,0,0
17077,1076,9,1794490,Choose the correct order of the events?,1,0,0
17078,1077,9,179450,Choose the correct order of the events?,0,0,1
17079,1078,9,1794526,Choose the correct order of the events?,2,0,0
17080,1079,9,1794589,Choose the correct order of the events?,0,0,1
17081,1080,9,179462,Choose the correct order of the events?,2,0,0
17082,1081,9,1794667,Choose the correct order of the events?,0,0,1
17083,1082,9,1794668,Choose the correct order of the events?,0,0,1
17084,1083,9,179480,Choose the correct order of the events?,3,0,0
17085,1084,9,1794849,Choose the correct order of the events?,3,0,0
17086,1085,9,1795034,Choose the correct order of the events?,3,0,0
17087,1086,9,179507,Choose the correct order of the events?,2,0,0
17088,1087,9,1795090,Choose the correct order of the events?,0,0,1
17089,1088,9,1795118,Choose the correct order of the events?,2,0,0
17090,1089,9,1795159,Choose the correct order of the events?,3,0,0
17091,1090,9,1795441,Choose the correct order of the events?,1,0,0
17092,1091,9,1795545,Choose the correct order of the events?,1,0,0
17093,1092,9,179573,Choose the correct order of the events?,2,0,0
17094,1093,9,179575,Choose the correct order of the events?,2,0,0
17095,1094,9,179611,Choose the correct order of the events?,3,0,0
17096,1095,9,1796321,Choose the correct order of the events?,1,0,0
17097,1096,9,1796662,Choose the correct order of the events?,1,0,0
17098,1097,9,179666,Choose the correct order of the events?,3,0,0
17099,1098,9,1796701,Choose the correct order of the events?,1,0,0
17100,1099,9,1796720,Choose the correct order of the events?,3,0,0
17101,1100,9,1796723,Choose the correct order of the events?,3,0,0
17102,1101,9,1796733,Choose the correct order of the events?,1,0,0
17103,1102,9,1796801,Choose the correct order of the events?,2,0,0
17104,1103,9,1796806,Choose the correct order of the events?,2,0,0
17105,1104,9,1796811,Choose the correct order of the events?,2,0,0
17106,1105,9,1796821,Choose the correct order of the events?,2,0,0
17107,1106,9,1796825,Choose the correct order of the events?,1,0,0
17108,1107,9,1796842,Choose the correct order of the events?,1,0,0
17109,1108,9,1796848,Choose the correct order of the events?,0,0,1
