index,filenumber,qid,question,origanswer,generatedanswer,correctness
20561,11,2241767,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [1, 2, 3, 0]
c. [1, 0, 3, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 0, 3, 2]",1
20562,11,2241941,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [2, 3, 0, 1]
c. [2, 1, 0, 3]
d. [2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 3, 0]",0
20563,11,22419,"Question: 
Answer Choices are: 
a. [6, 3, 1, 5, 0, 2, 4, 7]
b. [2, 1, 6, 3, 4, 5, 7, 0]
c. [3, 2, 6, 0, 7, 4, 5, 1]
d. [3, 5, 4, 1, 0, 6, 7, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 5, 4, 1, 0, 6, 7, 2]",0
20564,11,2242011,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [0, 2, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 1, 0]",1
20565,11,2242020,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [2, 1, 3, 0]
c. [0, 2, 3, 1]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20566,11,2242129,"Question: 
Answer Choices are: 
a. [1, 3, 5, 0, 2, 4]
b. [0, 5, 3, 1, 4, 2]
c. [5, 4, 2, 1, 0, 3]
d. [1, 0, 2, 5, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events from the passage is a. [1, 3, 5, 0, 2, 4].",0
20567,11,2242255,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [0, 1, 2, 3]
c. [0, 2, 1, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is b.,0
20568,11,2242364,"Question: 
Answer Choices are: 
a. [8, 5, 2, 11, 3, 7, 6, 9, 4, 1, 10, 0]
b. [3, 0, 1, 9, 6, 7, 4, 11, 5, 2, 8, 10]
c. [6, 7, 10, 4, 9, 0, 11, 8, 5, 2, 1, 3]
d. [11, 9, 1, 2, 5, 0, 6, 10, 3, 8, 4, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [11, 9, 1, 2, 5, 0, 6, 10, 3, 8, 4, 7]",1
20569,11,224254,"Question: 
Answer Choices are: 
a. [5, 0, 4, 3, 2, 1]
b. [4, 3, 2, 1, 5, 0]
c. [4, 0, 1, 2, 5, 3]
d. [4, 2, 1, 5, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 2, 1, 5, 3, 0]",0
20570,11,2242584,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2, 4]
b. [0, 1, 2, 3, 4]
c. [2, 1, 0, 3, 4]
d. [4, 2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 2, 0, 1, 3]",0
20571,11,2242936,"Question: 
Answer Choices are: 
a. [3, 5, 4, 0, 6, 1, 2, 7]
b. [3, 0, 2, 6, 4, 7, 1, 5]
c. [2, 0, 7, 4, 5, 3, 1, 6]
d. [4, 6, 0, 5, 3, 1, 7, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 6, 0, 5, 3, 1, 7, 2]",0
20572,11,224296,"Question: 
Answer Choices are: 
a. [4, 3, 0, 5, 2, 1]
b. [3, 1, 2, 0, 4, 5]
c. [5, 1, 4, 0, 3, 2]
d. [5, 1, 2, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,Answer: ,0
20573,11,22430,"Question: 
Answer Choices are: 
a. [1, 3, 0, 4, 2]
b. [0, 2, 3, 4, 1]
c. [1, 2, 3, 0, 4]
d. [3, 0, 4, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,c,1
20574,11,2243145,"Question: 
Answer Choices are: 
a. [0, 1]
b. [1, 0]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b, a",0
20575,11,2243267,"Question: 
Answer Choices are: 
a. [6, 3, 1, 2, 7, 0, 4, 5]
b. [5, 7, 2, 3, 4, 1, 6, 0]
c. [2, 3, 7, 6, 1, 0, 4, 5]
d. [1, 0, 3, 5, 6, 4, 7, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
20576,11,224327,"Question: 
Answer Choices are: 
a. [2, 4, 5, 1, 3, 0]
b. [4, 3, 0, 2, 1, 5]
c. [0, 5, 4, 3, 2, 1]
d. [0, 1, 2, 4, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is d.,1
20577,11,2243346,"Question: 
Answer Choices are: 
a. [0, 1, 2, 5, 3, 4]
b. [4, 3, 1, 2, 0, 5]
c. [3, 0, 4, 2, 5, 1]
d. [0, 3, 4, 1, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is d.,0
20578,11,2243429,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [2, 0, 1, 3]
c. [1, 3, 0, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 1, 0]",0
20579,11,224352,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [1, 2, 3, 0]
c. [1, 2, 0, 3]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 0, 3, 1]",0
20580,11,2243699,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2, 4]
b. [4, 0, 3, 1, 2]
c. [0, 1, 3, 4, 2]
d. [4, 0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
20581,11,2243785,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [2, 0, 3, 1]
c. [1, 2, 0, 3]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 2, 0, 3]",0
20582,11,2243926,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 1]",0
20583,11,2243974,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [1, 0, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20584,11,2244058,"Question: 
Answer Choices are: 
a. [3, 2, 4, 1, 0]
b. [1, 2, 4, 0, 3]
c. [1, 2, 4, 0, 3]
d. [3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 2, 4, 0, 3]",1
20585,11,2244303,"Question: 
Answer Choices are: 
a. [0, 6, 5, 3, 2, 4, 1]
b. [6, 5, 4, 3, 1, 2, 0]
c. [0, 6, 1, 2, 4, 3, 5]
d. [6, 0, 3, 4, 5, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [6, 0, 3, 4, 5, 2, 1]",1
20586,11,224441,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [1, 2, 0]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 1, 0]",1
20587,11,2244440,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [2, 1, 3, 0]
c. [3, 0, 2, 1]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [3, 0, 2, 1]",0
20588,11,22446,"Question: 
Answer Choices are: 
a. [1, 3, 2, 5, 4, 0]
b. [4, 3, 2, 1, 5, 0]
c. [3, 0, 4, 5, 1, 2]
d. [0, 1, 3, 5, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 3, 5, 4, 2]",0
20589,11,2244897,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [0, 1, 2, 3]
c. [1, 3, 2, 0]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
20590,11,2245057,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 2, 0]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events in the passage is a. [0, 1, 2].",1
20591,11,2245187,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0, 4]
b. [3, 1, 2, 4, 0]
c. [1, 4, 0, 3, 2]
d. [3, 4, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
20592,11,224535,"Question: 
Answer Choices are: 
a. [4, 6, 3, 7, 1, 0, 2, 5]
b. [0, 6, 7, 5, 3, 2, 1, 4]
c. [5, 4, 0, 2, 1, 3, 6, 7]
d. [7, 2, 3, 4, 5, 6, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is a.,0
20593,11,2245517,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [2, 0, 3, 1]
c. [1, 2, 0, 3]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is: b. [2, 0, 3, 1]",0
20594,11,2245,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [3, 1, 0, 2]
c. [3, 0, 2, 1]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 0, 2, 1]",0
20595,11,224604,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [3, 1, 0, 2]
c. [2, 0, 1, 3]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20596,11,224616,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0]",0
20597,11,2246183,"Question: 
Answer Choices are: 
a. [5, 0, 3, 2, 1, 4]
b. [2, 1, 4, 3, 5, 0]
c. [3, 0, 4, 1, 2, 5]
d. [0, 1, 3, 2, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
20598,11,2246204,"Question: 
Answer Choices are: 
a. [3, 2, 4, 0, 5, 1]
b. [3, 0, 1, 2, 4, 5]
c. [3, 0, 2, 1, 4, 5]
d. [4, 2, 3, 1, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is b.,1
20599,11,224654,"Question: 
Answer Choices are: 
a. [1, 0, 0]
b. [0, 1, 0]
c. [0, 1, 0]
d. [0, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events in the passage is: a, b, c, d.",0
20600,11,2246690,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [0, 3, 2, 1]
c. [3, 0, 1, 2]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
20601,11,22468,"Question: 
Answer Choices are: 
a. [1, 0, 4, 2, 3, 5]
b. [5, 0, 4, 2, 3, 1]
c. [0, 3, 2, 4, 1, 5]
d. [3, 2, 5, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [1, 0, 4, 2, 3, 5].",0
20602,11,2246,"Question: 
Answer Choices are: 
a. [4, 1, 0, 3, 2]
b. [1, 4, 2, 0, 3]
c. [1, 3, 2, 0, 4]
d. [2, 0, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 3, 4, 1]",0
20603,11,2247047,"Question: 
Answer Choices are: 
a. [6, 7, 8, 3, 4, 5, 0, 1, 2]
b. [2, 8, 1, 7, 6, 3, 0, 5, 4]
c. [3, 7, 8, 4, 6, 1, 0, 5, 2]
d. [6, 4, 2, 1, 8, 5, 0, 3, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
20604,11,224705,"Question: 
Answer Choices are: 
a. [1, 4, 0, 4, 4, 4, 2, 3, 4]
b. [4, 3, 4, 2, 4, 1, 4, 0, 4]
c. [4, 1, 4, 4, 0, 4, 2, 4, 3]
d. [4, 4, 0, 4, 1, 3, 2, 4, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"b. [4, 3, 4, 2, 4, 1, 4, 0, 4]",1
20605,11,224720,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [3, 0, 2, 1]
c. [3, 2, 0, 1]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [3, 2, 0, 1]",0
20606,11,224726,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [0, 3, 1, 2]
c. [2, 1, 0, 3]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 0, 2, 1]",0
20607,11,224840,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [0, 3, 1, 2]
c. [1, 0, 2, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20608,11,2248864,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [0, 1, 3, 2]
c. [3, 0, 1, 2]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
20609,11,2249181,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [1, 0, 3, 2]
c. [0, 2, 1, 3]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is c. [0, 2, 1, 3]",1
20610,11,2249298,"Question: 
Answer Choices are: 
a. [1, 6, 3, 5, 0, 8, 10, 2, 9, 4, 0]
b. [3, 0, 1, 2, 4, 6, 0, 5, 8, 10, 9]
c. [5, 6, 2, 3, 0, 9, 0, 10, 8, 1, 4]
d. [4, 0, 6, 9, 0, 2, 3, 1, 10, 5, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
20611,11,2249504,"Question: 
Answer Choices are: 
a. [0, 1, 5, 7, 2, 3, 4, 6]
b. [5, 2, 6, 3, 7, 0, 1, 4]
c. [0, 6, 3, 4, 2, 1, 5, 7]
d. [5, 6, 1, 3, 4, 2, 0, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is c.,0
20612,11,2250214,"Question: 
Answer Choices are: 
a. [5, 0, 2, 3, 6, 1, 4]
b. [5, 1, 4, 2, 6, 3, 0]
c. [0, 6, 3, 4, 2, 1, 5]
d. [0, 2, 4, 5, 1, 6, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 4, 5, 1, 6, 3]",0
20613,11,22502,"Question: 
Answer Choices are: 
a. [3, 0, 2, 4, 1]
b. [1, 2, 0, 4, 3]
c. [3, 2, 0, 4, 1]
d. [3, 1, 4, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is b.,0
20614,11,2250557,"Question: 
Answer Choices are: 
a. [0, 5, 4, 3, 1, 2]
b. [5, 4, 0, 3, 2, 1]
c. [0, 5, 2, 4, 1, 3]
d. [1, 4, 2, 0, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 4, 2, 0, 5, 3]",0
20615,11,2250624,"Question: 
Answer Choices are: 
a. [5, 2, 0, 1, 6, 4, 3]
b. [3, 5, 6, 1, 0, 4, 2]
c. [4, 1, 6, 0, 5, 3, 2]
d. [1, 5, 4, 2, 0, 3, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 5, 4, 2, 0, 3, 6]",0
20616,11,2250795,"Question: 
Answer Choices are: 
a. [3, 2, 1, 4, 5, 0]
b. [1, 3, 0, 5, 2, 4]
c. [3, 4, 0, 1, 5, 2]
d. [1, 4, 0, 5, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20617,11,225086,"Question: 
Answer Choices are: 
a. [0, 1, 4, 3, 2]
b. [4, 2, 1, 0, 3]
c. [1, 3, 2, 4, 0]
d. [0, 3, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order is a. [0, 1, 4, 3, 2]",1
20618,11,2251151,"Question: 
Answer Choices are: 
a. [7, 5, 3, 4, 9, 6, 0, 8, 2, 1]
b. [0, 1, 9, 4, 6, 5, 2, 3, 8, 7]
c. [5, 0, 8, 7, 6, 2, 1, 9, 4, 3]
d. [4, 6, 1, 2, 0, 9, 8, 3, 5, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 6, 1, 2, 0, 9, 8, 3, 5, 7]",1
20619,11,2251717,"Question: 
Answer Choices are: 
a. [1, 2, 3, 4, 5, 0]
b. [2, 0, 3, 5, 4, 1]
c. [2, 1, 0, 5, 4, 3]
d. [4, 1, 3, 5, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 1, 0, 5, 4, 3]",1
20620,11,2251924,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 1, 0]
c. [1, 2, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 2]",0
20621,11,2252881,"Question: 
Answer Choices are: 
a. [0, 5, 3, 4, 1, 2]
b. [3, 5, 0, 4, 1, 2]
c. [4, 5, 2, 3, 1, 0]
d. [1, 2, 3, 5, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20622,11,2253120,"Question: 
Answer Choices are: 
a. [0, 3, 6, 1, 2, 4, 5]
b. [2, 3, 0, 6, 4, 5, 1]
c. [2, 4, 5, 1, 3, 6, 0]
d. [4, 3, 2, 1, 5, 0, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The order of events in the passage is:,0
20623,11,2253332,"Question: 
Answer Choices are: 
a. [1, 5, 7, 8, 4, 3, 9, 0, 6, 2]
b. [4, 9, 0, 5, 1, 8, 6, 2, 7, 3]
c. [3, 9, 7, 6, 0, 2, 4, 5, 8, 1]
d. [1, 3, 5, 0, 9, 7, 6, 8, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20624,11,2253605,"Question: 
Answer Choices are: 
a. [3, 4, 0, 5, 2, 1]
b. [4, 1, 2, 0, 3, 5]
c. [0, 5, 3, 4, 1, 2]
d. [5, 1, 0, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
20625,11,2253657,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [3, 0, 1, 2]
c. [0, 1, 3, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 1, 0]",0
20626,11,2253720,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 1, 2]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The answer is c. [0, 1, 2]",0
20627,11,225378,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0, 4]
b. [4, 2, 3, 1, 0]
c. [0, 3, 1, 2, 4]
d. [2, 3, 0, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 3, 0, 1, 4]",0
20628,11,2253943,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [0, 2, 3, 1]
c. [1, 3, 2, 0]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 3, 2, 0]",1
20629,11,2253,"Question: 
Answer Choices are: 
a. [3, 4, 1, 2, 0]
b. [3, 2, 0, 4, 1]
c. [4, 0, 3, 2, 1]
d. [3, 4, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 4, 2, 0, 1]",0
20630,11,2254505,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3, 4]
b. [1, 0, 4, 2, 3]
c. [3, 0, 4, 1, 2]
d. [4, 1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 1, 3, 0, 2]",0
20631,11,2254662,"Question: 
Answer Choices are: 
a. [1, 4, 0, 2, 3]
b. [1, 3, 2, 4, 0]
c. [4, 1, 2, 0, 3]
d. [2, 3, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 1, 0, 4]",0
20632,11,2256087,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [3, 0, 1, 2]
c. [2, 0, 1, 3]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"a. [1, 0, 2, 3]",1
20633,11,2256964,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1]
b. [0, 2, 1, 3]
c. [3, 2, 1, 0]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 3, 2, 1]",1
20634,11,2257045,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3, 5, 4]
b. [2, 4, 0, 5, 3, 1]
c. [2, 5, 1, 0, 4, 3]
d. [2, 3, 0, 4, 1, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 0, 4, 1, 5]",1
20635,11,2257195,"Question: 
Answer Choices are: 
a. [3, 4, 0, 1, 2]
b. [2, 4, 3, 1, 0]
c. [4, 0, 2, 1, 3]
d. [3, 2, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 2, 4, 1, 0]",0
20636,11,2257906,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0]
b. [0, 3, 1, 2, 4]
c. [3, 0, 1, 4, 2]
d. [4, 1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [3, 0, 1, 4, 2]",0
20637,11,2258381,"Question: 
Answer Choices are: 
a. [1, 3, 5, 0, 4, 2]
b. [4, 0, 3, 5, 2, 1]
c. [2, 4, 3, 1, 0, 5]
d. [4, 1, 5, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
20638,11,2258402,"Question: 
Answer Choices are: 
a. [6, 2, 4, 1, 0, 3, 5]
b. [2, 6, 0, 4, 5, 1, 3]
c. [0, 1, 6, 3, 4, 5, 2]
d. [1, 6, 0, 2, 5, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [6, 2, 4, 1, 0, 3, 5]",1
20639,11,2258442,"Question: 
Answer Choices are: 
a. [3, 1, 4, 0, 2]
b. [3, 4, 0, 1, 2]
c. [0, 2, 3, 4, 1]
d. [1, 4, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 4, 3, 2, 0]",0
20640,11,22584,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [1, 0, 2, 3]
c. [2, 3, 0, 1]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events in the passage is b.,0
20641,11,22586,"Question: 
Answer Choices are: 
a. [0, 4, 2, 1, 5, 3]
b. [4, 0, 3, 1, 5, 2]
c. [1, 2, 5, 3, 0, 4]
d. [4, 2, 3, 1, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [1, 2, 5, 3, 0, 4]",0
20642,11,225898,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [3, 0, 1, 2]
c. [2, 0, 3, 1]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 1, 0]",0
20643,11,225914,"Question: 
Answer Choices are: 
a. [6, 4, 2, 1, 3, 0, 5]
b. [6, 0, 5, 3, 2, 1, 4]
c. [4, 1, 2, 6, 0, 5, 3]
d. [2, 4, 5, 1, 3, 6, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 4, 5, 1, 3, 6, 0]",0
20644,11,225917,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [2, 3, 0, 1]
c. [1, 3, 2, 0]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 3, 0, 1]",0
20645,11,2259216,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2]
b. [3, 2, 0, 1]
c. [0, 3, 2, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 2, 1, 0]",1
20646,11,2259226,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [2, 0, 1, 3]
c. [3, 2, 1, 0]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2, 3]",0
20647,11,2259266,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [0, 2, 1, 3]
c. [3, 0, 1, 2]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 3, 0]",0
20648,11,225934,"Question: 
Answer Choices are: 
a. [4, 0, 5, 1, 6, 3, 2]
b. [4, 5, 6, 3, 0, 1, 2]
c. [3, 6, 5, 4, 2, 1, 0]
d. [3, 2, 6, 4, 1, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
20649,11,225935,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [0, 3, 2, 1]
c. [2, 0, 3, 1]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
20650,11,2259360,"Question: 
Answer Choices are: 
a. [6, 3, 0, 2, 1, 4, 5]
b. [4, 3, 0, 1, 6, 2, 5]
c. [4, 2, 6, 3, 5, 0, 1]
d. [6, 3, 2, 1, 5, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
20651,11,2259420,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1]
b. [2, 0, 3, 1]
c. [3, 2, 1, 0]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 0, 3]",0
20652,11,2259454,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0]
b. [1, 0, 2, 3]
c. [2, 3, 1, 0]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
20653,11,2259505,"Question: 
Answer Choices are: 
a. [4, 1, 0, 6, 8, 3, 5, 7, 2]
b. [1, 6, 5, 0, 4, 3, 7, 8, 2]
c. [6, 5, 2, 1, 0, 4, 8, 7, 3]
d. [8, 6, 3, 0, 7, 4, 5, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
