index,qid,question,origanswer,generatedanswer,correctness
320,1268,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
321,1269,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
322,1270,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
323,1271,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
324,1272,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
325,1273,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
326,1274,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
327,1275,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
328,1276,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
329,1277,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
330,1278,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
331,1279,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
332,1280,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
333,1281,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
334,1282,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
335,1283,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
336,1284,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
337,1285,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
338,1286,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
339,1287,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
340,1288,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
341,1289,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
342,1290,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
343,1291,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
344,1292,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
345,1293,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
346,1294,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
347,1295,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
348,1296,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
349,1297,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
350,1298,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
351,1299,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
352,1300,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
353,1301,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
354,1302,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
355,1303,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
356,1304,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
357,1305,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
358,1306,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
359,1307,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
360,1308,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
361,1309,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
362,1310,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
363,1311,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
364,1312,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
365,1313,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
366,1314,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
367,1315,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
368,1316,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
369,1317,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
370,1318,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
371,1319,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
372,1320,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
373,1321,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
374,1322,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
375,1323,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
376,1324,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
377,1325,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
378,1326,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
379,1327,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
380,1328,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
381,1329,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
382,1330,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
383,1331,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
384,1332,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
385,1333,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
386,1334,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
387,1335,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
388,1336,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
389,1337,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
390,1338,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
391,1339,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
392,1340,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
393,1341,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
394,1342,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
395,1343,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
396,1344,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
397,1345,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
398,1346,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
399,1347,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
400,1348,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
401,1349,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
402,1350,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
403,1351,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
404,1352,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
405,1353,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
406,1354,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
407,1355,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
408,1356,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
409,1357,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
410,1358,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
411,1359,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
412,1360,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
413,1361,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
414,1362,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
415,1363,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
416,1364,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
417,1365,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
418,1366,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
419,1367,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
420,1368,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
421,1369,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
422,1370,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
423,1371,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
424,1372,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
425,1373,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
426,1374,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
427,1375,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
428,1376,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
429,1377,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
430,1378,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
431,1379,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
432,1380,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
433,1381,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
434,1382,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
435,1383,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
436,1384,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
437,1385,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
438,1386,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
439,1387,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
440,1388,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
441,1389,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
442,1390,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
443,1391,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
444,1392,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
445,1393,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
446,1394,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
447,1395,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
448,1396,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
449,1397,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
450,1398,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
451,1399,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
452,1400,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
453,1401,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
454,1402,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
455,1403,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
456,1404,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
457,1405,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
458,1406,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
459,1407,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
460,1408,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
461,1409,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
462,1410,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
463,1411,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
464,1412,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
465,1413,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
466,1414,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
467,1415,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
468,1416,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
469,1417,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
470,1418,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
471,1419,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
472,1420,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
473,1421,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
474,1422,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
475,1423,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
476,1424,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
477,1425,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
478,1426,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
479,1427,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
480,1428,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
481,1429,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
482,1430,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
483,1431,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
484,1432,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
485,1433,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
486,1434,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
487,1435,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
488,1436,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
489,1437,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
490,1438,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
491,1439,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
492,1440,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
493,1441,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
494,1442,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
495,1443,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
496,1444,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
497,1445,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
498,1446,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
499,1447,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
500,1448,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
501,1449,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
502,1450,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
503,1451,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
504,1452,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
505,1453,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
506,1454,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
507,1455,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
508,1456,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
509,1457,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
510,1458,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
511,1459,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
512,1460,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
513,1461,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
514,1462,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
515,1463,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
516,1464,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
517,1465,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
518,1466,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
519,1467,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
520,1468,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
521,1469,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
522,1470,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
523,1471,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
524,1472,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
525,1473,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
526,1474,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
527,1475,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
528,1476,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
529,1477,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
530,1478,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
531,1479,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
532,1480,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
533,1481,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
534,1482,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
535,1483,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
536,1484,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
537,1485,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
538,1486,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
539,1487,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
540,1488,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
541,1489,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
542,1490,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
543,1491,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
544,1492,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
545,1493,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
546,1494,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
547,1495,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
548,1496,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
549,1497,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
550,1498,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
551,1499,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
552,1500,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
553,1501,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
554,1502,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
555,1503,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
556,1504,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
557,1505,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
558,1506,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
559,1507,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
560,1508,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
561,1509,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
562,1510,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,0,0
563,1511,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
564,1512,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
565,1513,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,1,0
566,1514,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
567,1515,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,1,1,1
568,1516,Determine if the information in the passage is correct for a given pair of  images. Left image is denoted by [0] and right image is denoted by [1].,0,0,1
