index,sub_index,filenumber,qid,question,origanswer,generatedanswer,correctness
30812,811,17,5214060,Choose the correct order of the events?,2,0,0
30858,857,17,5221456,Choose the correct order of the events?,3,1,0
30871,870,17,5223216,Choose the correct order of the events?,3,2,0
30880,879,17,522669,Choose the correct order of the events?,3,3,1
30881,880,17,522683,Choose the correct order of the events?,1,2,0
30981,980,17,525296,Choose the correct order of the events?,3,1,0
31004,1003,17,5258851,Choose the correct order of the events?,3,1,0
31051,1050,17,5271094,Choose the correct order of the events?,2,3,0
31052,1051,17,5272434,Choose the correct order of the events?,3,0,0
31130,1129,17,5288241,Choose the correct order of the events?,2,1,0
31249,1248,17,5316755,Choose the correct order of the events?,3,0,0
31319,1318,17,532903,Choose the correct order of the events?,1,0,0
31351,1350,17,53362,Choose the correct order of the events?,2,0,0
31436,1435,17,535671,Choose the correct order of the events?,2,3,0
31472,1471,17,5364855,Choose the correct order of the events?,1,2,0
31608,1607,17,539133,Choose the correct order of the events?,2,1,0
31616,1615,17,539247,Choose the correct order of the events?,2,0,0
31641,1640,17,5399522,Choose the correct order of the events?,3,2,0
31645,1644,17,540102,Choose the correct order of the events?,3,0,0
31647,1646,17,5401378,Choose the correct order of the events?,0,0,1
31666,1665,17,5404997,Choose the correct order of the events?,2,1,0
31690,1689,17,5412224,Choose the correct order of the events?,2,0,0
31693,1692,17,5412778,Choose the correct order of the events?,2,3,0
31717,1716,17,5418410,Choose the correct order of the events?,1,2,0
31743,1742,17,542770,Choose the correct order of the events?,3,0,0
31821,1820,17,544707,Choose the correct order of the events?,2,1,0
31835,1834,17,5450980,Choose the correct order of the events?,2,0,0
31868,1867,17,5463113,Choose the correct order of the events?,2,1,0
31905,1904,17,5473666,Choose the correct order of the events?,3,0,0
31950,1949,17,5486089,Choose the correct order of the events?,1,3,0
31975,1974,17,5493472,Choose the correct order of the events?,2,1,0
32024,23,18,5506523,Choose the correct order of the events?,0,2,0
32046,45,18,551126,Choose the correct order of the events?,3,2,0
32063,62,18,5514264,Choose the correct order of the events?,3,0,0
32146,145,18,5535150,Choose the correct order of the events?,3,0,0
32167,166,18,5538490,Choose the correct order of the events?,1,2,0
32192,191,18,5542094,Choose the correct order of the events?,3,1,0
32255,254,18,5556124,Choose the correct order of the events?,2,2,1
32297,296,18,5569030,Choose the correct order of the events?,2,3,0
32322,321,18,5575452,Choose the correct order of the events?,3,0,0
32331,330,18,5578750,Choose the correct order of the events?,0,3,0
32394,393,18,5599884,Choose the correct order of the events?,2,0,0
32399,398,18,5600706,Choose the correct order of the events?,2,3,0
32436,435,18,5608609,Choose the correct order of the events?,2,1,0
32466,465,18,5616677,Choose the correct order of the events?,2,1,0
32504,503,18,5630648,Choose the correct order of the events?,1,3,0
32513,512,18,5632709,Choose the correct order of the events?,0,2,0
32599,598,18,5657511,Choose the correct order of the events?,3,0,0
32627,626,18,5664333,Choose the correct order of the events?,1,0,0
32666,665,18,567772,Choose the correct order of the events?,3,0,0
32776,775,18,571139,Choose the correct order of the events?,1,3,0
32876,875,18,574343,Choose the correct order of the events?,1,1,1
32950,949,18,576307,Choose the correct order of the events?,3,0,0
32951,950,18,5763394,Choose the correct order of the events?,3,0,0
32954,953,18,5763,Choose the correct order of the events?,3,0,0
32958,957,18,5764789,Choose the correct order of the events?,2,3,0
33006,1005,18,5779365,Choose the correct order of the events?,1,2,0
33030,1029,18,579012,Choose the correct order of the events?,1,3,0
33032,1031,18,5790217,Choose the correct order of the events?,0,0,1
33063,1062,18,5797863,Choose the correct order of the events?,3,0,0
33097,1096,18,5807878,Choose the correct order of the events?,1,0,0
33099,1098,18,5809084,Choose the correct order of the events?,1,2,0
33167,1166,18,5830036,Choose the correct order of the events?,2,0,0
33173,1172,18,5830999,Choose the correct order of the events?,3,0,0
33216,1215,18,58438,Choose the correct order of the events?,3,0,0
33259,1258,18,5858078,Choose the correct order of the events?,3,2,0
33264,1263,18,5859707,Choose the correct order of the events?,0,1,0
33282,1281,18,5864643,Choose the correct order of the events?,1,0,0
33350,1349,18,588314,Choose the correct order of the events?,3,2,0
33473,1472,18,591789,Choose the correct order of the events?,3,3,1
33490,1489,18,592473,Choose the correct order of the events?,3,1,0
33546,1545,18,5940606,Choose the correct order of the events?,3,3,1
33569,1568,18,5945521,Choose the correct order of the events?,3,2,0
33592,1591,18,59490,Choose the correct order of the events?,1,2,0
33652,1651,18,5959072,Choose the correct order of the events?,3,1,0
33784,1783,18,5987304,Choose the correct order of the events?,3,1,0
33865,1864,18,6008479,Choose the correct order of the events?,3,0,0
33903,1902,18,602088,Choose the correct order of the events?,2,2,1
33954,1953,18,6037065,Choose the correct order of the events?,2,1,0
33973,1972,18,6041972,Choose the correct order of the events?,1,1,1
34057,56,19,607986,Choose the correct order of the events?,3,0,0
34065,64,19,6083007,Choose the correct order of the events?,2,0,0
34086,85,19,6092931,Choose the correct order of the events?,1,3,0
34103,102,19,609814,Choose the correct order of the events?,3,0,0
34128,127,19,61067,Choose the correct order of the events?,3,1,0
34145,144,19,6114551,Choose the correct order of the events?,2,0,0
34214,213,19,614287,Choose the correct order of the events?,2,0,0
34237,236,19,6150908,Choose the correct order of the events?,3,1,0
34239,238,19,615116,Choose the correct order of the events?,3,0,0
34292,291,19,6171432,Choose the correct order of the events?,2,3,0
34352,351,19,619115,Choose the correct order of the events?,3,3,1
34362,361,19,619448,Choose the correct order of the events?,3,0,0
34376,375,19,620103,Choose the correct order of the events?,1,3,0
34379,378,19,620218,Choose the correct order of the events?,3,0,0
34423,422,19,6221306,Choose the correct order of the events?,3,2,0
34484,483,19,624721,Choose the correct order of the events?,1,2,0
34495,494,19,6253565,Choose the correct order of the events?,3,2,0
34631,630,19,629783,Choose the correct order of the events?,3,0,0
34641,640,19,629926,Choose the correct order of the events?,2,3,0
34654,653,19,6302384,Choose the correct order of the events?,3,1,0
34695,694,19,6327127,Choose the correct order of the events?,3,2,0
34710,709,19,6330,Choose the correct order of the events?,3,2,0
34714,713,19,633216,Choose the correct order of the events?,3,0,0
34825,824,19,6366030,Choose the correct order of the events?,3,0,0
34827,826,19,6366585,Choose the correct order of the events?,1,1,1
34847,846,19,6372356,Choose the correct order of the events?,3,3,1
34900,899,19,6401910,Choose the correct order of the events?,1,0,0
34979,978,19,6428089,Choose the correct order of the events?,0,1,0
35030,1029,19,644336,Choose the correct order of the events?,0,2,0
35033,1032,19,6443765,Choose the correct order of the events?,3,1,0
35056,1055,19,644973,Choose the correct order of the events?,1,3,0
35063,1062,19,6450566,Choose the correct order of the events?,3,1,0
35132,1131,19,6470238,Choose the correct order of the events?,2,0,0
35294,1293,19,6507401,Choose the correct order of the events?,3,0,0
35314,1313,19,651404,Choose the correct order of the events?,2,0,0
35390,1389,19,6533956,Choose the correct order of the events?,2,3,0
35391,1390,19,6533964,Choose the correct order of the events?,1,0,0
35396,1395,19,6535829,Choose the correct order of the events?,0,2,0
35440,1439,19,6545767,Choose the correct order of the events?,3,0,0
35584,1583,19,6578248,Choose the correct order of the events?,3,2,0
35608,1607,19,6583965,Choose the correct order of the events?,3,1,0
35628,1627,19,6589887,Choose the correct order of the events?,2,1,0
35648,1647,19,6593,Choose the correct order of the events?,3,2,0
35667,1666,19,6600916,Choose the correct order of the events?,3,1,0
35701,1700,19,6608663,Choose the correct order of the events?,1,0,0
35833,1832,19,6644982,Choose the correct order of the events?,3,1,0
36050,49,20,669626,Choose the correct order of the events?,3,1,0
36127,126,20,6721127,Choose the correct order of the events?,1,3,0
36200,199,20,6734421,Choose the correct order of the events?,3,0,0
36282,281,20,675721,Choose the correct order of the events?,2,3,0
36359,358,20,678043,Choose the correct order of the events?,2,1,0
36397,396,20,67901,Choose the correct order of the events?,2,1,0
36403,402,20,679130,Choose the correct order of the events?,2,1,0
36410,409,20,6793203,Choose the correct order of the events?,2,1,0
36478,477,20,6805848,Choose the correct order of the events?,3,2,0
36507,506,20,6813075,Choose the correct order of the events?,2,0,0
36631,630,20,684008,Choose the correct order of the events?,1,2,0
36632,631,20,6840102,Choose the correct order of the events?,3,0,0
36642,641,20,684270,Choose the correct order of the events?,2,1,0
36652,651,20,6843408,Choose the correct order of the events?,3,0,0
36653,652,20,6843512,Choose the correct order of the events?,3,0,0
36843,842,20,689733,Choose the correct order of the events?,1,3,0
36959,958,20,691882,Choose the correct order of the events?,3,0,0
37035,1034,20,6943201,Choose the correct order of the events?,3,3,1
37125,1124,20,696114,Choose the correct order of the events?,1,3,0
37234,1233,20,698611,Choose the correct order of the events?,3,1,0
37286,1285,20,699924,Choose the correct order of the events?,3,1,0
37374,1373,20,701746,Choose the correct order of the events?,3,0,0
37396,1395,20,7020706,Choose the correct order of the events?,0,3,0
37409,1408,20,7022469,Choose the correct order of the events?,1,0,0
37501,1500,20,7039229,Choose the correct order of the events?,1,1,1
37522,1521,20,704289,Choose the correct order of the events?,3,0,0
37566,1565,20,7050292,Choose the correct order of the events?,2,3,0
37648,1647,20,7083887,Choose the correct order of the events?,3,0,0
37653,1652,20,7085204,Choose the correct order of the events?,3,2,0
37696,1695,20,7096660,Choose the correct order of the events?,2,0,0
37725,1724,20,7102100,Choose the correct order of the events?,1,1,1
37768,1767,20,7114843,Choose the correct order of the events?,1,0,0
37769,1768,20,7115146,Choose the correct order of the events?,3,2,0
37818,1817,20,7127171,Choose the correct order of the events?,3,0,0
37854,1853,20,713442,Choose the correct order of the events?,1,0,0
37887,1886,20,714341,Choose the correct order of the events?,2,3,0
37920,1919,20,7148964,Choose the correct order of the events?,1,0,0
37977,1976,20,7164,Choose the correct order of the events?,3,2,0
38039,38,21,7187578,Choose the correct order of the events?,3,1,0
38048,47,21,7189,Choose the correct order of the events?,3,0,0
38111,110,21,7210370,Choose the correct order of the events?,3,0,0
38368,367,21,7261364,Choose the correct order of the events?,2,0,0
38390,389,21,7267722,Choose the correct order of the events?,3,3,1
38430,429,21,727908,Choose the correct order of the events?,1,2,0
38432,431,21,7279296,Choose the correct order of the events?,3,0,0
38663,662,21,7342064,Choose the correct order of the events?,3,0,0
38668,667,21,734354,Choose the correct order of the events?,0,0,1
38776,775,21,7374706,Choose the correct order of the events?,3,0,0
38825,824,21,739519,Choose the correct order of the events?,3,0,0
39096,1095,21,747410,Choose the correct order of the events?,3,0,0
39193,1192,21,7505680,Choose the correct order of the events?,2,1,0
39434,1433,21,757693,Choose the correct order of the events?,3,3,1
39547,1546,21,760384,Choose the correct order of the events?,1,0,0
39626,1625,21,7623588,Choose the correct order of the events?,2,0,0
39706,1705,21,763797,Choose the correct order of the events?,2,1,0
39708,1707,21,763807,Choose the correct order of the events?,3,0,0
39770,1769,21,765458,Choose the correct order of the events?,3,2,0
39818,1817,21,766678,Choose the correct order of the events?,2,1,0
39893,1892,21,7685890,Choose the correct order of the events?,0,2,0
40004,3,22,7725005,Choose the correct order of the events?,3,0,0
40366,365,22,7852176,Choose the correct order of the events?,0,0,1
40397,396,22,7862638,Choose the correct order of the events?,1,0,0
40482,481,22,789436,Choose the correct order of the events?,3,1,0
40532,531,22,7909361,Choose the correct order of the events?,0,1,0
40538,537,22,791409,Choose the correct order of the events?,3,0,0
40557,556,22,7920481,Choose the correct order of the events?,3,0,0
40673,672,22,7958545,Choose the correct order of the events?,0,0,1
40949,948,22,80353,Choose the correct order of the events?,2,2,1
40972,971,22,804204,Choose the correct order of the events?,1,1,1
41354,1353,22,812107,Choose the correct order of the events?,1,3,0
41680,1679,22,819628,Choose the correct order of the events?,1,2,0
41915,1914,22,8234591,Choose the correct order of the events?,1,3,0
41961,1960,22,8237621,Choose the correct order of the events?,3,0,0
42080,79,23,8259644,Choose the correct order of the events?,3,2,0
42088,87,23,8260083,Choose the correct order of the events?,3,1,0
42240,239,23,8279536,Choose the correct order of the events?,3,2,0
42260,259,23,828613,Choose the correct order of the events?,3,0,0
42285,284,23,829043,Choose the correct order of the events?,3,0,0
42725,724,23,834668,Choose the correct order of the events?,2,2,1
42760,759,23,835329,Choose the correct order of the events?,0,1,0
43076,1075,23,8401222,Choose the correct order of the events?,1,0,0
43145,1144,23,841318,Choose the correct order of the events?,1,0,0
43416,1415,23,845336,Choose the correct order of the events?,3,0,0
43701,1700,23,850032,Choose the correct order of the events?,3,1,0
43714,1713,23,8503242,Choose the correct order of the events?,3,0,0
44007,6,24,855542,Choose the correct order of the events?,0,3,0
44094,93,24,856365,Choose the correct order of the events?,3,0,0
44457,456,24,8629854,Choose the correct order of the events?,3,3,1
44617,616,24,8652825,Choose the correct order of the events?,2,1,0
44640,639,24,86553,Choose the correct order of the events?,2,2,1
44932,931,24,869696,Choose the correct order of the events?,3,2,0
45160,1159,24,873579,Choose the correct order of the events?,3,0,0
45364,1363,24,877056,Choose the correct order of the events?,3,1,0
45461,1460,24,8781398,Choose the correct order of the events?,3,0,0
45715,1714,24,8807888,Choose the correct order of the events?,2,0,0
45717,1716,24,8808580,Choose the correct order of the events?,2,0,0
45723,1722,24,8810184,Choose the correct order of the events?,2,0,0
45817,1816,24,8830032,Choose the correct order of the events?,3,3,1
45879,1878,24,8834552,Choose the correct order of the events?,3,2,0
46122,121,25,8885498,Choose the correct order of the events?,3,2,0
46319,318,25,8927076,Choose the correct order of the events?,3,0,0
46610,609,25,901151,Choose the correct order of the events?,3,1,0
46822,821,25,9078125,Choose the correct order of the events?,3,3,1
46830,829,25,908033,Choose the correct order of the events?,2,0,0
46843,842,25,9086983,Choose the correct order of the events?,2,0,0
47023,1022,25,9132992,Choose the correct order of the events?,2,0,0
47453,1452,25,923640,Choose the correct order of the events?,1,0,0
48046,45,26,9367952,Choose the correct order of the events?,2,2,1
48220,219,26,94112,Choose the correct order of the events?,3,1,0
48283,282,26,9419134,Choose the correct order of the events?,0,1,0
48499,498,26,9452319,Choose the correct order of the events?,3,2,0
48621,620,26,9473012,Choose the correct order of the events?,1,2,0
48731,730,26,948953,Choose the correct order of the events?,1,2,0
48942,941,26,9519548,Choose the correct order of the events?,2,0,0
49010,1009,26,9532774,Choose the correct order of the events?,3,0,0
49573,1572,26,96318,Choose the correct order of the events?,3,1,0
49746,1745,26,965750,Choose the correct order of the events?,3,0,0
49977,1976,26,970059,Choose the correct order of the events?,3,0,0
50143,142,27,9736588,Choose the correct order of the events?,2,3,0
