index,qid,passage,question,origanswer,generatedanswer
246,e92d5ddbb1400b5f5584d784fa91207a,"text Astrodome, links text Astrodome, wiki_title Astrodome, url https//en.wikipedia.org/wiki/Astrodome","Question: 
Is there a roof on the place where the 1984 Houston Oilers played the Pittsburgh Steelers?
Answer Choices are: 
a. no
b. yes
Specify their correct answer by choosing one of a or b: 
",b,Astrodome
247,0aedcf740e39ba13ac0d3a0984ec6702,"text Nottingham, links text Nottingham, wiki_title Nottingham, url https//en.wikipedia.org/wiki/Nottingham","Question: 
The 2015 Cerebral Palsy Games Host city statue holds what weapon?
Answer Choices are: 
a. sword
b. bow
Specify their correct answer by choosing one of a or b: 
",b,text Nottingham
248,5046146f3e040233860c8862527590c8,"text Nottingham, links text Nottingham, wiki_title Nottingham, url https//en.wikipedia.org/wiki/Nottingham","Question: 
The 1989 Cerebral Palsy Games Host City has statue with what weapon?
Answer Choices are: 
a. bow
b. gun
Specify their correct answer by choosing one of a or b: 
",a,text Nottingham
249,30a453d7427f301be9e8e97b3eb162b5,"text Nottingham, links text Nottingham, wiki_title Nottingham, url https//en.wikipedia.org/wiki/Nottingham","Question: 
The city where the 1993 Cerebral Palsy Games was held has a statue holding what weapon?
Answer Choices are: 
a. scythe
b. bow
Specify their correct answer by choosing one of a or b: 
",b,Nottingham
250,0f70f37c22aa2de75e7952a6d17228f0,"text 2–0, links ","Question: 
What was the score when AFC Ajax played in the finals against the European football club whose logo features a shamrock?
Answer Choices are: 
a. 2âÃÃ¬0
b. 3âÃÃ¬0
Specify their correct answer by choosing one of a or b: 
",a,2–0
251,37b0df73fc5ab33cad6a675b75a4453e,"text 1970–71, links text 1970–71, wiki_title 1970–71 European Cup, url https//en.wikipedia.org/wiki/1970–71_European_Cup","Question: 
Which year did ajax play a club with shamrock on their logo in the European football final?
Answer Choices are: 
a. 1970âÃÃ¬71
b. 1969âÃÃ¬70
Specify their correct answer by choosing one of a or b: 
",a,1970–71
252,73915646fc3703a9b85b5fd115afe1c4,"text European Cup, links ","Question: 
What competition of the AFC Ajax Finals was the club with a shamrock on its logo a part of in European football?
Answer Choices are: 
a. European Cup
b. FIFA World Cup
Specify their correct answer by choosing one of a or b: 
",a,links
253,a72ff05d76477522e765973419fa2641,"text Albatros D.V, links text Albatros D.V, wiki_title Albatros D.V, url https//en.wikipedia.org/wiki/Albatros_D.V","Question: 
What means of propulsion can be seen at the front of the airplane that was flown by the adversary of Sydney Liversedge at 20:30 on the 27th of June, 1918, according to his biography?
Answer Choices are: 
a. propeller
b. jet engine
Specify their correct answer by choosing one of a or b: 
",a,Albatros D.V
254,b26a90cd9729c7e1800a3d604dd52583,"text Florianópolis, links text Florianópolis, wiki_title Florianópolis, url https//en.wikipedia.org/wiki/Florianópolis","Question: 
A Fazenda 2's Fernando Scherer hometown has what color awnings?
Answer Choices are: 
a. blue
b. green
Specify their correct answer by choosing one of a or b: 
",b,Florianópolis
255,d98c5219fe76b1b8c3073aa650ee028b,"text André Segatti, links text André Segatti, wiki_title André Segatti, url https//en.wikipedia.org/wiki/André_Segatti","Question: 
What is the shirt color of the runner-up at the A Fazenda 2?
Answer Choices are: 
a. pink
b. white
Specify their correct answer by choosing one of a or b: 
",b,André_Segatti
256,9e10ebb0c0aed7f6407510b9ed5eaa03,"text Adriana Bombom, links text Adriana Bombom, wiki_title Adriana Bombom, url https//en.wikipedia.org/wiki/Adriana_Bombom","Question: 
Does the A Fazenda 2 contestant eliminated 3rd have a ring on her finger?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",a,Adriana_Bombom
257,5b9d8298775c7ecf447607ba0ea94465,"text André Segatti, links text André Segatti, wiki_title André Segatti, url https//en.wikipedia.org/wiki/André_Segatti","Question: 
What color is the shirt of the A Fazenda 2 contestant who finished 2nd?
Answer Choices are: 
a. colored
b. white
Specify their correct answer by choosing one of a or b: 
",b,André_Segatti
258,f40c85b92183c45a913b7dadb5790614,"text Islam Slimani, links text Islam Slimani, wiki_title Islam Slimani, url https//en.wikipedia.org/wiki/Islam_Slimani","Question: 
The top scorer for Leicester City in the 2017–18 EFL Cup, is wearing a shirt with what sleeve length?
Answer Choices are: 
a. long
b. short
Specify their correct answer by choosing one of a or b: 
",b,Islam_Slimani
259,2c1c1391f0f3569c734f3132d8699e2d,"text Leicester City, links text Leicester City, wiki_title Leicester City F.C., url https//en.wikipedia.org/wiki/Leicester_City_F.C.","Question: 
Is Leicester City or the club with crossed hammers on their logo the higher ranked 2017-18 EFL Cup top goalscorers?
Answer Choices are: 
a. Leicester City
b. Manchester City
Specify their correct answer by choosing one of a or b: 
",a,"text Leicester City, links text Leicester City, wiki_title Leicester City F.C., url https//en.wikipedia.org/wiki/Leicester_City_F.C."
260,7ff91d2c34debd354cd6282b372afbb8,"text Andre Ayew, links text Andre Ayew, wiki_title Andre Ayew, url https//en.wikipedia.org/wiki/Andre_Ayew","Question: 
Among the top goal-scoring players at the 2017-18 EFL Cup, what is the name of the player who represented the team whose logo has two cross hammers?
Answer Choices are: 
a. Alex Iwobi
b. Andre Ayew
Specify their correct answer by choosing one of a or b: 
",b,Andre_Ayew
261,c6e945ba7c3b1560f5a65231620ebf0c,"text Bruce McLaren Motor Racing Ltd, links text Bruce McLaren Motor Racing Ltd, wiki_title McLaren (racing), url https//en.wikipedia.org/wiki/McLaren_(racing)","Question: 
What is the name of the the entrant for the driver who was sponsored by a company with a logo featuring a vertical red stripe above their name during the first heat of the 1967 Race of Champions?
Answer Choices are: 
a. Dale Earnhardt Inc.
b. Bruce McLaren Motor Racing Ltd
Specify their correct answer by choosing one of a or b: 
",b,wiki_title McLaren
262,bf41a7c2c98fad7461738b127988c3e1,"text Jefferson Farfán, links text Jefferson Farfán, wiki_title Jefferson Farfán, url https//en.wikipedia.org/wiki/Jefferson_Farfán","Question: 
Which summer of 2004 dark skinned player was brokered by V. Lemic?
Answer Choices are: 
a. Brian McBride
b. Jefferson FarfâÂ°n
Specify their correct answer by choosing one of a or b: 
",b,Jefferson Farfán
263,5e2ecf9008ab38398dd6b4a27c9dd9be,"text Sol Campbell, links text Sol Campbell, wiki_title Sol Campbell, url https//en.wikipedia.org/wiki/Sol_Campbell","Question: 
Which Non-voted players in the 2003 Ballon d'Or have black skin and play for Arsenal?
Answer Choices are: 
a. Thierry Henry
b. Sol Campbell
Specify their correct answer by choosing one of a or b: 
",b,Sol_Campbell
264,fbfb660d73a470ac7582b8d05bee4cb8,"text Czechoslovakia, links text Czechoslovakia, wiki_title Football Association of the Czech Republic, url https//en.wikipedia.org/wiki/Football_Association_of_the_Czech_Republic","Question: 
Among associations that were ranked in the 1983-84 UEFA Cup, who ranked higher: Czechoslovakia or the association whose logo features four stars at the top?
Answer Choices are: 
a. The association whose logo features four stars at the top.
b. Czechoslovakia
Specify their correct answer by choosing one of a or b: 
",b,Football Association of the Czech Republic
265,387317214aba7b6c86a6e1f56ae4ecef,"text Italy, links text Italy, wiki_title Italian Football Federation, url https//en.wikipedia.org/wiki/Italian_Football_Federation","Question: 
Among the rankings of the 1983-84 UEFA Cup, does England have a lower Coeff. or does the association whose logo has four stars on top?
Answer Choices are: 
a. Spain
b. Italy
Specify their correct answer by choosing one of a or b: 
",b,Italian_Football_Federation
266,cfde0717ee2b6aac1ca77852782511ff,"text 26.165, links ","Question: 
In the 1983-84 UEFA Cup ranks, what was the Coeff. score for the team that features four stars at the top of its logo?
Answer Choices are: 
a. 26.165
b. 166
Specify their correct answer by choosing one of a or b: 
",a,26.165
267,76ee93a2bd04ec1bab067c1f113108e4,"text South Carolina, links text South Carolina, wiki_title South Carolina Gamecocks football, url https//en.wikipedia.org/wiki/South_Carolina_Gamecocks_football","Question: 
What educational institution has a rooster on its logo and was the school listed in the 2013 Detroit Lions draft class for the defensive end player position?
Answer Choices are: 
a. South Carolina
b. Florida
Specify their correct answer by choosing one of a or b: 
",a,South_Carolina_Gamecocks_football
268,bfc3c953ccfa326c87ac1189ccb2ad8e,"text Stockholm, links text Stockholm, wiki_title Stockholm, url https//en.wikipedia.org/wiki/Stockholm","Question: 
What color sky is shown in these pictures of the city that Duo Airways serves as a destination when the ICAO is listed as ""ESSA""?
Answer Choices are: 
a. periwinkle
b. blue
Specify their correct answer by choosing one of a or b: 
",b,Stockholm
269,e434783bbdee4e662fa6b69ec150279d,"text Stockholm, links text Stockholm, wiki_title Stockholm, url https//en.wikipedia.org/wiki/Stockholm","Question: 
In the city where Duo Airways visits an airport with an IATA of ARN, what color is the sky?
Answer Choices are: 
a. blue
b. rown
Specify their correct answer by choosing one of a or b: 
",a,Stockholm
270,c9fc5c73a2ee395b0d445842e6730caa,"text Careys Bay, links text Careys Bay, wiki_title Careys Bay, url https//en.wikipedia.org/wiki/Careys_Bay","Question: 
in Harbourside settlements of Otago Harbour, which settlement shows a single building, and the harbour side was west of it?
Answer Choices are: 
a. Careys Bay
b. Port Chalmers
Specify their correct answer by choosing one of a or b: 
",a,wiki_title Careys Bay
271,ff96d78983869cc0ceb2d4a83ff8c597,"text Cara Valente, links ","Question: 
During the second episode (airing on October 13th) of the fifth season of Brazil's ""The Voice"", which songs were performed by an artist whose hometown features a statue of Jesus?
Answer Choices are: 
a. ""Cidade Negra""
b. ""Cara Valente""
Specify their correct answer by choosing one of a or b: 
",b,Cara Valente
272,ae42f0c7fbfb6d393b226b77c1ec2fb3,"text Rafah, links ","Question: 
The artist from a hometown with statue of jesus, among artist featured in Episode 2 (Oct. 13) of The Voice (Brazilian season 5), are?
Answer Choices are: 
a. Rahaf
b. Rafah
Specify their correct answer by choosing one of a or b: 
",b,Rafah
273,07f277d256ba27a45a8042419e6317c7,"text Ravenhill, links text Ravenhill, wiki_title Ravenhill Stadium, url https//en.wikipedia.org/wiki/Ravenhill_Stadium","Question: 
Does the Ballyclare High Medallion Shield Winner 1990s venue have players on the field?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",b,Ravenhill_Stadium
274,c003f4ed7a14fafbaf2e70e8c2b025b7,"text Ravenhill, links text Ravenhill, wiki_title Ravenhill Stadium, url https//en.wikipedia.org/wiki/Ravenhill_Stadium","Question: 
Does 1990 Medallion Shield venue have players on the field?
Answer Choices are: 
a. yes
b. no
Specify their correct answer by choosing one of a or b: 
",b,Ravenhill_Stadium
275,8e694bdc028e0cb0be8026fb05c084a0,"text J. Hubert Smith, links text J. Hubert Smith, wiki_title J. Hubert Smith, url https//en.wikipedia.org/wiki/J._Hubert_Smith","Question: 
Who was the state senator in the 12th Arizone State Legislature when the county had a deer on its logo?
Answer Choices are: 
a. A. George W. Bush
b. J. Hubert Smith
Specify their correct answer by choosing one of a or b: 
",b,J. Hubert Smith
276,a332dc0104dba9c47f3a969c307f69d3,"text Greece, links text Greece, wiki_title Greece, url https//en.wikipedia.org/wiki/Greece","Question: 
For the History of the Flame Dover album release date of January 2004, what countries has the shape of a cross on their flag?
Answer Choices are: 
a. Italy
b. Greece
Specify their correct answer by choosing one of a or b: 
",b,Greece
277,6229af265fa6f842459aa4db6415b8a0,"text Various, links ","Question: 
The Eric Price impression of a celebrity with mustache and beard was from what sketch?
Answer Choices are: 
a. Celebrity Jeopardy
b. Various
Specify their correct answer by choosing one of a or b: 
",b,text
278,e20bdf8350f32e44a4bbbd7eb1fb17ad,"text Monica Gimble / DJ Drang, links ","Question: 
The TV show that has a title with blue in the background featured Nathalie Kelly in what role(s)?
Answer Choices are: 
a. Monica Gimble / DJ Drang
b. Natalie Kelly / DJ Drang
Specify their correct answer by choosing one of a or b: 
",a,links
279,ab46d5c7f4e57fc84b2373bdddf68b6b,"text The Vampire Diaries, links text The Vampire Diaries, wiki_title The Vampire Diaries, url https//en.wikipedia.org/wiki/The_Vampire_Diaries","Question: 
What color is the background for the television title Nathalie Kelley was on in 2016-2017?
Answer Choices are: 
a. black
b. blue
Specify their correct answer by choosing one of a or b: 
",a,The_Vampire_Diaries
280,797aa72ad3be40f7340cad1771d73b44,"text Showtime, links ","Question: 
When looking at Evander Holyfield's Pay-Per-View fights, which network aired the event that shows only a single person on its poster?
Answer Choices are: 
a. HBO
b. Showtime
Specify their correct answer by choosing one of a or b: 
",b,Showtime
281,3228df6c89d7b2a302d1d9c218876eb5,"text Showtime, links ","Question: 
The Evander Holyfield Pay-per-view fight that has exactly one person on its poster took place on what network?
Answer Choices are: 
a. HBO
b. Showtime
Specify their correct answer by choosing one of a or b: 
",b,links
282,7282aef49c79932d8a0e69f94bb39936,"text Yang Kaihui, links text Yang Kaihui, wiki_title Yang Kaihui, url https//en.wikipedia.org/wiki/Yang_Kaihui","Question: 
Li Qin's 2017 film role has what shape frame?
Answer Choices are: 
a. square
b. oval
Specify their correct answer by choosing one of a or b: 
",b,Yang_Kaihui
283,fefac1bfc6dc4f1fd4ad9278e7c678ff,"text Koikawa Harumachi, links ","Question: 
What role did Andrew Kishino play on the animated feature whose poster has a dog wearing glasses?
Answer Choices are: 
a. Koikawa Harumachi
b. Kagemusha
Specify their correct answer by choosing one of a or b: 
",a,links
284,523f7e12dc2c840f9c1289f351081cb6,"text Mazan, France, links text Mazan, France, wiki_title Mazan, url https//en.wikipedia.org/wiki/Mazan","Question: 
In the middle of the tower seen here at the location where Akihiro Gono had a kickboxing record of 10-7 what is held?
Answer Choices are: 
a. Tokyo Tower is the second-tallest structure in Japan.
b. bell
Specify their correct answer by choosing one of a or b: 
",b,Mazan
285,f6c91557ecb07b74173f49702a72a438,"text Mazan, France, links text Mazan, France, wiki_title Mazan, url https//en.wikipedia.org/wiki/Mazan","Question: 
The sanctuary in the city where Akihiro Gono created a kickboxing record against Bruce Codron, has what inside it's tower?
Answer Choices are: 
a. clock
b. bell
Specify their correct answer by choosing one of a or b: 
",b,Mazan
286,362830c1c283731551b4a364da037c36,"text Jefferson Farfán, links text Jefferson Farfán, wiki_title Jefferson Farfán, url https//en.wikipedia.org/wiki/Jefferson_Farfán","Question: 
Which player with top assists in Bundesliga of 2009-10 has fewer assists:  The player of African descent or Mesut Ozil?
Answer Choices are: 
a. Jefferson FarfâÂ°n
b. JâÂ©râÂ¥me Boateng
Specify their correct answer by choosing one of a or b: 
",a,Jefferson_Farfán
287,896d6cea8b1a4289a8850e1ad9531945,"text Al-Ettifaq, links text Al-Ettifaq, wiki_title Ettifaq FC, url https//en.wikipedia.org/wiki/Ettifaq_FC","Question: 
The 2017-18 Filip Kiss club logo has horse doing what?
Answer Choices are: 
a. jumping
b. prancing
Specify their correct answer by choosing one of a or b: 
",b,Ettifaq_FC
288,72932cdc5642cbcef6871397309ecf78,"text Al-Ettifaq, links text Al-Ettifaq, wiki_title Ettifaq FC, url https//en.wikipedia.org/wiki/Ettifaq_FC","Question: 
Filip Kiss's Saudi Professional League club logo has horse doing what?
Answer Choices are: 
a. sneezing
b. prancing
Specify their correct answer by choosing one of a or b: 
",b,Ettifaq_FC
289,97a1c00ace53a81e06e7894bd1b7e07a,"text Ford, links text Ford, wiki_title Ford Motor Company, url https//en.wikipedia.org/wiki/Ford_Motor_Company","Question: 
Which color, along with white, is found on the logo for the Manufacturer for which driver Joe Ruttman did not qualify at the finish of the Daytona 500?
Answer Choices are: 
a. blue
b. yellow
Specify their correct answer by choosing one of a or b: 
",a,Ford_Motor_Company
290,5401c10b6ecab5cdc2d82eb8a9b71a56,"text Ford, links text Ford, wiki_title Ford Motor Company, url https//en.wikipedia.org/wiki/Ford_Motor_Company","Question: 
Other than white, which color comprises the logo of the Daytona-500 manufacturer that Joe Ruttman raced for in 1994?
Answer Choices are: 
a. purple
b. blue
Specify their correct answer by choosing one of a or b: 
",b,Ford_Motor_Company
291,28c9321f5ab6f0a98d3826b888a3c633,"text Ford, links text Ford, wiki_title Ford Motor Company, url https//en.wikipedia.org/wiki/Ford_Motor_Company","Question: 
The logo for the manufacturer of the vehicle in which Joe Ruttman started in DNQ at the start of the Daytona 500 has what color besides white?
Answer Choices are: 
a. blue
b. Red
Specify their correct answer by choosing one of a or b: 
",a,Ford_Motor_Company
292,dcaefc11e19093e0036fc30b8dc70e76,"text 29 May 2014, links ","Question: 
what was the date, in transfer in of 2014–15 York City F.C. season, when the player is wearing a green jersey?
Answer Choices are: 
a. 29-May-14
b. 29-May-15
Specify their correct answer by choosing one of a or b: 
",a,29-May-14
293,dabb9442a6a2d171ce6ee6b3010ab9fe,"text First Nations, links text First Nations, wiki_title First Nations, url https//en.wikipedia.org/wiki/First_Nations","Question: 
Among ethnic groups found in the demographics of Charlottetown, which group have red crossing lines on their flag, and also have a population within the town of 920?
Answer Choices are: 
a. French
b. First Nations
Specify their correct answer by choosing one of a or b: 
",b,First_Nations
294,cf8325e512fe724e3a99ce4da54f8a9f,"text 14 October 2017, links ","Question: 
During the second season of Natchathira Jannal, on what dates were telecasts made that featured the celebrity seen here wearing sunglasses?
Answer Choices are: 
a. 15-Oct-17
b. 14-Oct-17
Specify their correct answer by choosing one of a or b: 
",b,14-Oct-17
295,8ca23fc469a5ffe5c2aebf02acbff20d,"text Montrose, links text Montrose, wiki_title Montrose F.C., url https//en.wikipedia.org/wiki/Montrose_F.C.","Question: 
Who is the home team that has plants on its logo and had a score of 2-3 in the first round of the 2007-08 Scottish Youth Cup?
Answer Choices are: 
a. Montpellier
b. Montrose
Specify their correct answer by choosing one of a or b: 
",b,Montrose_F.C.
296,5cd5b85f1af1bdf3e6d9103a91aadf91,"text José María Olazábal, links text José María Olazábal, wiki_title José María Olazábal, url https//en.wikipedia.org/wiki/José_María_Olazábal","Question: 
When looking at the Order of Merit results for 1992's European Tour, which competitor won less money (in euros): the brown-haired golfer, or José María Olazábal?
Answer Choices are: 
a. JosâÂ© Marââ a OlazâÂ°bal
b. The black-haired golfer
Specify their correct answer by choosing one of a or b: 
",a,José_María_Olazábal
297,2df4707303c14455f18011a22860dee9,"text 622,598, links ","Question: 
When considering the Order of Merit of the 1992 European Tour, how much prize money, in euros, did the brown-haired competitor win?
Answer Choices are: 
a. 622,598
b. 632,598
Specify their correct answer by choosing one of a or b: 
",a,links
298,0a9734793d0c8e964efa13cbd55be9fb,"text Ludacris, links text Ludacris, wiki_title Ludacris, url https//en.wikipedia.org/wiki/Ludacris","Question: 
The 2003-2010 Atlanta hip hop top-selling artist has what in his ears?
Answer Choices are: 
a. earmuffs
b. earrings
Specify their correct answer by choosing one of a or b: 
",b,Ludacris
299,89795826c26356942685b60ef38f0370,"text Ludacris, links text Ludacris, wiki_title Ludacris, url https//en.wikipedia.org/wiki/Ludacris","Question: 
What are in the ears of the Atlanta Hip-hop artist who was a top seller from 2003-06?
Answer Choices are: 
a. tlanta Hip-hop artist from 2003-06
b. earrings
Specify their correct answer by choosing one of a or b: 
",b,Ludacris
300,408186d526b919ef20d25cef35c7741e,"text Defensive Tackle, links text Defensive Tackle, wiki_title Defensive tackle, url https//en.wikipedia.org/wiki/Defensive_tackle","Question: 
The position of the player picked from Utah State in round one of the NFL Draft of 1962 played by the player shown here is trying to stop the man carrying the ball in which hand?
Answer Choices are: 
a. right
b. left
Specify their correct answer by choosing one of a or b: 
",b,Defensive Tackle
301,6f8ef6da2f1c149caa010bd2a7923a62,"text George Zahringer, links text George Zahringer, wiki_title George Zahringer, url https//en.wikipedia.org/wiki/George_Zahringer","Question: 
The city with a statue of a lady holding a torch in the sky is the hometown of which Team USA member in the 2003 Walker Cup?
Answer Choices are: 
a. George Zahringer
b. Peter Uihlein
Specify their correct answer by choosing one of a or b: 
",a,George_Zahringer
302,a13d6cb6304f728ff7599990ab504bb2,"text Domenico Moro, links text Domenico Moro, wiki_title Domenico Moro, url https//en.wikipedia.org/wiki/Domenico_Moro","Question: 
Who was the top goalscorer at the Coppa Italia of 1985-86 from the club featuring a horserider holding a sword?
Answer Choices are: 
a. Marisa Moro
b. Domenico Moro
Specify their correct answer by choosing one of a or b: 
",b,wiki_title Domenico Moro
303,265edc9259905e1a00797c9875e15592,"text Ivan Wernisch (1942-）, links text Ivan Wernisch, wiki_title Ivan Wernisch, url https//en.wikipedia.org/wiki/Ivan_Wernisch","Question: 
Among winners of the Franz Kafka Prize, which mustached man writes in the Czech language?
Answer Choices are: 
a. Ivan Wernisch (1942-ÃÂºÃ¢
b. Jiri Havel (1936-ÃÂºÃ¢
Specify their correct answer by choosing one of a or b: 
",a,Ivan Wernisch
304,09d97daee0e562455ee70742a679b3ad,"text Serena Williams, links text Serena Williams, wiki_title Serena Williams, url https//en.wikipedia.org/wiki/Serena_Williams","Question: 
What is the player with 145 points in the WTA 2015 US Open Series wearing around her neck?
Answer Choices are: 
a. Clothes
b. necklace
Specify their correct answer by choosing one of a or b: 
",b,Serena_Williams
305,62f9351d09b4fa45342b971abc76fd0b,"text Agnieszka Radwańska, links text Agnieszka Radwańska, wiki_title Agnieszka Radwańska, url https//en.wikipedia.org/wiki/Agnieszka_Radwańska","Question: 
Does Agnieszka Radwanska or the African American player have lower 2015 US Open Series WTA rank?
Answer Choices are: 
a. Agnieskrjfiwrnw Radwanfjka
b. Agnieszka RadwaâÃska
Specify their correct answer by choosing one of a or b: 
",b,Agnieszka_Radwańska
306,e741310ca8215db8cbbef936b41be498,"text 18,489, links ","Question: 
what was the Attendance, in Regular season Schedule of 1951 Green Bay Packers season when the Opponent have a bird on their logo?
Answer Choices are: 
a. 17,489
b. 18,489
Specify their correct answer by choosing one of a or b: 
",b,"text 18,489"
307,9347c8de481314e547b70035f1eeb7cd,"text State Fair Park, links text State Fair Park, wiki_title Wisconsin State Fair Park, url https//en.wikipedia.org/wiki/Wisconsin_State_Fair_Park","Question: 
In the 1951 Green Bay Packers regular season, who was in attendance at the venue on October 7, 1951?
Answer Choices are: 
a. animals
b. people
Specify their correct answer by choosing one of a or b: 
",b,text State Fair Park
308,f307653d4382c6dfd0296c2ab61afb4c,"text W 37–24, links ","Question: 
During scheduled games of the Green Bay Packers' 1951 regular season, what result was achieved against the opponent whose logo features a bird?
Answer Choices are: 
a. L 37-24
b. W 37âÃÃ¬24
Specify their correct answer by choosing one of a or b: 
",b,W 37–24
309,3911eb71c4ce04619b029db48049311e,"text Jack Perkins, links text Jack Perkins, wiki_title Jack Perkins (racing driver), url https//en.wikipedia.org/wiki/Jack_Perkins_(racing_driver)","Question: 
Was Greg Murphy or the Drivers that wears corrective lenses, the one with lower wins in Round wins by driver of V8SuperTourer?
Answer Choices are: 
a. Shane van Gisbergen
b. Jack Perkins
Specify their correct answer by choosing one of a or b: 
",b,Jack Perkins (racing driver
310,ff7061100cb230f831c9f38ff0432824,"text 2002, links ","Question: 
Soundarya Rajinikanth's film that has a poster with a man looking at his shoe was what year?
Answer Choices are: 
a. 2102
b. 2002
Specify their correct answer by choosing one of a or b: 
",b,2002
311,f042a69403b48c97914a499e50ace6af,"text Martita Hunt, links text Martita Hunt, wiki_title Martita Hunt, url https//en.wikipedia.org/wiki/Martita_Hunt","Question: 
What is the actress who played A. Ford in Bunny Lake is Missing wearing around her neck?
Answer Choices are: 
a. necklace
b. earrings
Specify their correct answer by choosing one of a or b: 
",a,Martita Hunt
312,8433411d30edd46834a52f058c970b63,"text Iraq, links text Iraq, wiki_title Iraq, url https//en.wikipedia.org/wiki/Iraq","Question: 
The city that features two tall gold towers on either side of a gold colored building with a large arched entrance and is also a destination of Fly Baghdad is located in what country?
Answer Choices are: 
a. Dubai
b. Iraq
Specify their correct answer by choosing one of a or b: 
",b,Iraq
313,343cc0bd510c022acc6b80eae42f4513,"text Erbil, links text Erbil, wiki_title Erbil, url https//en.wikipedia.org/wiki/Erbil","Question: 
What Fly Baghdad destination city has an airport with a plane on its logo?
Answer Choices are: 
a. Erbil
b. Tal Afar
Specify their correct answer by choosing one of a or b: 
",a,Erbil
314,e55e7ed6447477f424538195bfc8e8e0,"text Iraq, links text Iraq, wiki_title Iraq, url https//en.wikipedia.org/wiki/Iraq","Question: 
Which country has airport with a plane on its logo, and is a destination of Fly Baghdad?
Answer Choices are: 
a. Syria
b. Iraq
Specify their correct answer by choosing one of a or b: 
",b,Iraq
315,51e8e5e5772e082c9be860a758d6bebc,"text Istanbul, links text Istanbul, wiki_title Istanbul, url https//en.wikipedia.org/wiki/Istanbul","Question: 
The Sabiha Gokcen International Airport Fly Baghdad city has what color trolley in bottom half?
Answer Choices are: 
a. blue
b. red
Specify their correct answer by choosing one of a or b: 
",b,Istanbul
316,5d8812bccbce8d4d572bbc46002150a4,"text CONMEBOL, links text CONMEBOL, wiki_title CONMEBOL, url https//en.wikipedia.org/wiki/CONMEBOL","Question: 
What was the confederation of the ref with platinum hair at the FIFA Confederatons Cup of 2017?
Answer Choices are: 
a. CONFEDERACIâÃ¬N Sudamericana de Fââ«tbol
b. CONMEBOL
Specify their correct answer by choosing one of a or b: 
",b,text CONMEBOL
317,c0d457a433602150920b35d8fee74b2d,"text Kevin Harvick, links text Kevin Harvick, wiki_title Kevin Harvick, url https//en.wikipedia.org/wiki/Kevin_Harvick","Question: 
Who placed lower: Ryan Newman or the driver with the red hat at the 2014 Hollywood Casino 400?
Answer Choices are: 
a. Tony Stewart
b. Kevin Harvick
Specify their correct answer by choosing one of a or b: 
",b,Kevin_Harvick
318,4349b7ae9c35384d758cc3ef8369185b,"text 3,033 (-15), links ","Question: 
What was the amount of point when the driver wore a red cap in the standing race in the 2014 Hollywood Casino 400?
Answer Choices are: 
a. 4,033 (-15)
b. 3,033 (-15)
Specify their correct answer by choosing one of a or b: 
",b,links
319,6930e6b509b065c2a647ac698021a78f,"text Nathalie Brydolf, links ","Question: 
Which Swedish Idol 2018 contestant  at the Top 13 Fridayparty sand a song with a strawberry on the cover?
Answer Choices are: 
a. Nathalie Brydolf
b. Nora Lindgren
Specify their correct answer by choosing one of a or b: 
",a,links
320,c5f599bef21228b6b4c30379ffcf54fe,"text Cake by the Ocean, links text Cake by the Ocean, wiki_title Cake by the Ocean, url https//en.wikipedia.org/wiki/Cake_by_the_Ocean","Question: 
When looking at the Top 13 - Fridayparty on Sweden's ""Idol 2018"", which song has a higher number listed for ""Order"": ""I'm a Believer"" or the song whose cover features a strawberry?
Answer Choices are: 
a. ""Cake by the Ocean""
b. ""Believer""
Specify their correct answer by choosing one of a or b: 
",a,"wiki_title Cake by the Ocean, url https//en.wikipedia.org/wiki/Cake_by_the_Ocean"
321,1b4178b4c9555f0418ac627b2bc40946,"text haute-contre, links text haute-contre, wiki_title haute-contre, url https//en.wikipedia.org/wiki/haute-contre","Question: 
In the representation of the voice type of Hilus (Hyllus), their son, in Hercule mourant, what is the gender of the person in the photo?
Answer Choices are: 
a. female
b. male
Specify their correct answer by choosing one of a or b: 
",a,haute-contre
322,215d1753be65f377118854348beedc63,"text Conversations with Christian, links text Conversations with Christian, wiki_title Conversations with Christian, url https//en.wikipedia.org/wiki/Conversations_with_Christian","Question: 
Which Album with Christian McBride as leader that was released under Mack label has an instrument on its cover?
Answer Choices are: 
a. Conversations with Christian
b. Mack Avenue Superband
Specify their correct answer by choosing one of a or b: 
",a,wiki_title Conversations
323,866d2712dc4b81946ff6c450fcb1921d,"text Gettin to It, links text Gettin to It, wiki_title Gettin to It, url https//en.wikipedia.org/wiki/Gettin_to_It","Question: 
What As Leader of Christian McBride Verve cover has an instrument on it?
Answer Choices are: 
a. The bass
b. Gettin' to It
Specify their correct answer by choosing one of a or b: 
",b,Gettin_to_It
324,448a36be67ae7f572cd25b39c1159bf2,"text Conversations with Christian, links text Conversations with Christian, wiki_title Conversations with Christian, url https//en.wikipedia.org/wiki/Conversations_with_Christian","Question: 
Among albums that Christian McBride has released as a leader, which 2011 album has a muscial instrument on its cover?
Answer Choices are: 
a. The Good Feeling
b. Conversations with Christian
Specify their correct answer by choosing one of a or b: 
",b,wiki_title Conversations
